world_key,graph_regime,radius,radius_over_rc,graph_seed,graph_n_edges,graph_mean_degree,graph_min_degree,graph_diameter,graph_components,graph_lambda_2,graph_connected
E3:uniform:p0.85:cv0.65:r24,partitioned,36.090081222435145,0.95,2976113044,41,5.125,0,-1,2,2.5928858993929015e-15,False
E3:uniform:p0.85:cv0.65:r25,complete,,,2792926050,120,15.0,15,1,1,15.999999999999972,True
E3:uniform:p0.85:cv0.65:r25,dense,73.54100511478286,2.0,2792926050,94,11.75,8,2,1,6.595045282207364,True
E3:uniform:p0.85:cv0.65:r25,medium,55.15575383608714,1.5,2792926050,62,7.75,2,3,1,1.5912160871216776,True
E3:uniform:p0.85:cv0.65:r25,threshold,38.609027685261005,1.05,2792926050,38,4.75,1,5,1,0.19043034075709114,True
E3:uniform:p0.85:cv0.65:r25,partitioned,34.93197742952186,0.95,2792926050,35,4.375,1,-1,2,1.229889578630076e-16,False
E3:uniform:p0.85:cv0.65:r26,complete,,,2106931361,120,15.0,15,1,1,15.999999999999972,True
E3:uniform:p0.85:cv0.65:r26,dense,75.01365475149703,2.0,2106931361,104,13.0,8,2,1,7.561989774897481,True
E3:uniform:p0.85:cv0.65:r26,medium,56.26024106362277,1.5,2106931361,80,10.0,3,2,1,2.5839988214076097,True
E3:uniform:p0.85:cv0.65:r26,threshold,39.38216874453594,1.05,2106931361,53,6.625,1,5,1,0.34026791403916223,True
E3:uniform:p0.85:cv0.65:r26,partitioned,35.63148600696109,0.95,2106931361,41,5.125,1,-1,2,4.550754540273225e-16,False
E3:uniform:p0.85:cv0.65:r27,complete,,,2207608105,120,15.0,15,1,1,15.999999999999972,True
E3:uniform:p0.85:cv0.65:r27,dense,57.80990950401911,2.0,2207608105,78,9.75,2,3,1,1.9190480682262505,True
E3:uniform:p0.85:cv0.65:r27,medium,43.35743212801433,1.5,2207608105,58,7.25,2,3,1,1.4677930830236252,True
E3:uniform:p0.85:cv0.65:r27,threshold,30.350202489610034,1.05,2207608105,37,4.625,1,6,1,0.27512992443845247,True
E3:uniform:p0.85:cv0.65:r27,partitioned,27.459707014409076,0.95,2207608105,29,3.625,0,-1,3,0.0,False
E3:uniform:p0.85:cv0.65:r28,complete,,,1233471789,120,15.0,15,1,1,15.999999999999972,True
E3:uniform:p0.85:cv0.65:r28,dense,65.74951236442374,2.0,1233471789,73,9.125,3,3,1,2.581746357252518,True
E3:uniform:p0.85:cv0.65:r28,medium,49.3121342733178,1.5,1233471789,49,6.125,3,4,1,1.2350321785144893,True
E3:uniform:p0.85:cv0.65:r28,threshold,34.518493991322465,1.05,1233471789,25,3.125,2,8,1,0.1101063581857918,True
E3:uniform:p0.85:cv0.65:r28,partitioned,31.231018373101275,0.95,1233471789,21,2.625,1,-1,2,8.899442011716719e-16,False
E3:uniform:p0.85:cv0.65:r29,complete,,,2670902933,120,15.0,15,1,1,15.999999999999972,True
E3:uniform:p0.85:cv0.65:r29,dense,112.77057541152699,2.0,2670902933,120,15.0,15,1,1,15.999999999999972,True
E3:uniform:p0.85:cv0.65:r29,medium,84.57793155864525,1.5,2670902933,107,13.375,8,2,1,7.765654168413254,True
E3:uniform:p0.85:cv0.65:r29,threshold,59.204552091051674,1.05,2670902933,78,9.75,2,3,1,1.0447726310614653,True
E3:uniform:p0.85:cv0.65:r29,partitioned,53.56602332047532,0.95,2670902933,68,8.5,1,-1,2,4.929131219817502e-15,False
E3:clustered:p0.85:cv0.35:r0,complete,,,1708056767,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r0,dense,88.78880511633037,2.0,1708056767,114,14.25,12,2,1,11.518805695907984,True
E3:clustered:p0.85:cv0.35:r0,medium,66.59160383724777,1.5,1708056767,97,12.125,5,2,1,4.820536216550954,True
E3:clustered:p0.85:cv0.35:r0,threshold,46.61412268607344,1.05,1708056767,68,8.5,1,3,1,0.9471190403136629,True
E3:clustered:p0.85:cv0.35:r0,partitioned,42.17468243025692,0.95,1708056767,59,7.375,0,-1,2,4.996864082996789e-15,False
E3:clustered:p0.85:cv0.35:r1,complete,,,3046247743,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r1,dense,93.31246036452319,2.0,3046247743,114,14.25,11,2,1,11.00000000000001,True
E3:clustered:p0.85:cv0.35:r1,medium,69.98434527339239,1.5,3046247743,78,9.75,5,2,1,4.14000527012528,True
E3:clustered:p0.85:cv0.35:r1,threshold,48.98904169137467,1.05,3046247743,43,5.375,2,5,1,0.4824918248634262,True
E3:clustered:p0.85:cv0.35:r1,partitioned,44.32341867314852,0.95,3046247743,40,5.0,2,-1,2,-3.141558358863436e-16,False
E3:clustered:p0.85:cv0.35:r2,complete,,,4237065425,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r2,dense,66.29770881685148,2.0,4237065425,84,10.5,4,3,1,3.632053927988254,True
E3:clustered:p0.85:cv0.35:r2,medium,49.723281612638615,1.5,4237065425,54,6.75,4,3,1,1.8171425599230013,True
E3:clustered:p0.85:cv0.35:r2,threshold,34.80629712884703,1.05,4237065425,29,3.625,1,6,1,0.1459473153047278,True
E3:clustered:p0.85:cv0.35:r2,partitioned,31.49141168800445,0.95,4237065425,24,3.0,1,-1,2,1.7756012525585988e-15,False
E3:clustered:p0.85:cv0.35:r3,complete,,,2874920762,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r3,dense,65.10001162766484,2.0,2874920762,72,9.0,5,2,1,2.431811302961543,True
E3:clustered:p0.85:cv0.35:r3,medium,48.82500872074863,1.5,2874920762,52,6.5,4,3,1,0.8435964441979751,True
E3:clustered:p0.85:cv0.35:r3,threshold,34.17750610452404,1.05,2874920762,27,3.375,1,7,1,0.12516769273851738,True
E3:clustered:p0.85:cv0.35:r3,partitioned,30.9225055231408,0.95,2874920762,23,2.875,0,-1,3,4.744533682264642e-16,False
E3:clustered:p0.85:cv0.35:r4,complete,,,460816035,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r4,dense,66.14126875058962,2.0,460816035,94,11.75,7,2,1,5.778782707044291,True
E3:clustered:p0.85:cv0.35:r4,medium,49.60595156294221,1.5,460816035,69,8.625,3,3,1,1.1877828519782092,True
E3:clustered:p0.85:cv0.35:r4,threshold,34.72416609405955,1.05,460816035,51,6.375,1,5,1,0.2505580435701946,True
E3:clustered:p0.85:cv0.35:r4,partitioned,31.417102656530066,0.95,460816035,42,5.25,1,-1,3,0.0,False
E3:clustered:p0.85:cv0.35:r5,complete,,,2877685010,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r5,dense,68.42329937625942,2.0,2877685010,85,10.625,6,2,1,4.865562156403556,True
E3:clustered:p0.85:cv0.35:r5,medium,51.31747453219457,1.5,2877685010,55,6.875,2,3,1,1.5120998621010209,True
E3:clustered:p0.85:cv0.35:r5,threshold,35.9222321725362,1.05,2877685010,33,4.125,1,6,1,0.28059643053183986,True
E3:clustered:p0.85:cv0.35:r5,partitioned,32.501067203723224,0.95,2877685010,29,3.625,1,-1,2,9.379432994172099e-16,False
E3:clustered:p0.85:cv0.35:r6,complete,,,3894063958,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r6,dense,77.77890275241296,2.0,3894063958,91,11.375,7,2,1,5.61167283838836,True
E3:clustered:p0.85:cv0.35:r6,medium,58.33417706430972,1.5,3894063958,60,7.5,5,3,1,2.168991853794073,True
E3:clustered:p0.85:cv0.35:r6,threshold,40.83392394501681,1.05,3894063958,35,4.375,1,5,1,0.1678308906834564,True
E3:clustered:p0.85:cv0.35:r6,partitioned,36.944978807396154,0.95,3894063958,30,3.75,1,-1,2,2.9739665591277387e-16,False
E3:clustered:p0.85:cv0.35:r7,complete,,,3350191733,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r7,dense,83.22861168492652,2.0,3350191733,102,12.75,10,2,1,8.332397286853404,True
E3:clustered:p0.85:cv0.35:r7,medium,62.421458763694886,1.5,3350191733,76,9.5,6,2,1,3.941622805096082,True
E3:clustered:p0.85:cv0.35:r7,threshold,43.695021134586426,1.05,3350191733,46,5.75,3,4,1,1.074828240899358,True
E3:clustered:p0.85:cv0.35:r7,partitioned,39.533590550340094,0.95,3350191733,35,4.375,0,-1,2,9.45634682094539e-16,False
E3:clustered:p0.85:cv0.35:r8,complete,,,2123425745,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r8,dense,82.47988460769596,2.0,2123425745,91,11.375,6,2,1,5.327987386537954,True
E3:clustered:p0.85:cv0.35:r8,medium,61.859913455771974,1.5,2123425745,66,8.25,2,3,1,1.5363658454601856,True
E3:clustered:p0.85:cv0.35:r8,threshold,43.30193941904038,1.05,2123425745,37,4.625,1,5,1,0.26566273963646436,True
E3:clustered:p0.85:cv0.35:r8,partitioned,39.177945188655585,0.95,2123425745,30,3.75,1,-1,3,-3.951074266907131e-16,False
E3:clustered:p0.85:cv0.35:r9,complete,,,2181231110,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r9,dense,69.73429566350474,2.0,2181231110,80,10.0,6,3,1,4.421903961210482,True
E3:clustered:p0.85:cv0.35:r9,medium,52.30072174762856,1.5,2181231110,56,7.0,4,3,1,1.475931640068801,True
E3:clustered:p0.85:cv0.35:r9,threshold,36.61050522333999,1.05,2181231110,30,3.75,1,8,1,0.13337835663558928,True
E3:clustered:p0.85:cv0.35:r9,partitioned,33.12379044016475,0.95,2181231110,27,3.375,1,-1,2,-1.2698149667789562e-15,False
E3:clustered:p0.85:cv0.35:r10,complete,,,49872980,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r10,dense,77.62565410657749,2.0,49872980,96,12.0,7,2,1,6.244279493295569,True
E3:clustered:p0.85:cv0.35:r10,medium,58.219240579933114,1.5,49872980,70,8.75,3,3,1,2.1014109584618894,True
E3:clustered:p0.85:cv0.35:r10,threshold,40.75346840595318,1.05,49872980,44,5.5,1,5,1,0.38954632775945897,True
E3:clustered:p0.85:cv0.35:r10,partitioned,36.87218570062431,0.95,49872980,36,4.5,1,-1,2,1.110223200984575e-15,False
E3:clustered:p0.85:cv0.35:r11,complete,,,1054249863,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r11,dense,72.46798517472482,2.0,1054249863,90,11.25,6,2,1,5.4669908966773875,True
E3:clustered:p0.85:cv0.35:r11,medium,54.35098888104361,1.5,1054249863,62,7.75,4,3,1,2.172160630440671,True
E3:clustered:p0.85:cv0.35:r11,threshold,38.04569221673053,1.05,1054249863,37,4.625,1,5,1,0.38878921265398764,True
E3:clustered:p0.85:cv0.35:r11,partitioned,34.42229295799429,0.95,1054249863,30,3.75,0,-1,4,-2.2248089022355232e-17,False
E3:clustered:p0.85:cv0.35:r12,complete,,,3989389446,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r12,dense,57.223555563539115,2.0,3989389446,73,9.125,6,3,1,2.8061266460998264,True
E3:clustered:p0.85:cv0.35:r12,medium,42.917666672654335,1.5,3989389446,55,6.875,4,3,1,1.136436809810827,True
E3:clustered:p0.85:cv0.35:r12,threshold,30.042366670858037,1.05,3989389446,32,4.0,2,5,1,0.17500409762868463,True
E3:clustered:p0.85:cv0.35:r12,partitioned,27.181188892681078,0.95,3989389446,23,2.875,1,-1,2,-2.676506238812026e-16,False
E3:clustered:p0.85:cv0.35:r13,complete,,,2517406790,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r13,dense,84.77274423340313,2.0,2517406790,106,13.25,11,2,1,9.67431201677609,True
E3:clustered:p0.85:cv0.35:r13,medium,63.57955817505235,1.5,2517406790,76,9.5,6,2,1,4.283883244494465,True
E3:clustered:p0.85:cv0.35:r13,threshold,44.50569072253665,1.05,2517406790,38,4.75,1,5,1,0.32177458309796336,True
E3:clustered:p0.85:cv0.35:r13,partitioned,40.26705351086648,0.95,2517406790,31,3.875,1,-1,2,5.269630123179676e-17,False
E3:clustered:p0.85:cv0.35:r14,complete,,,1473296038,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r14,dense,59.83146287068439,2.0,1473296038,69,8.625,6,3,1,3.6802843314729086,True
E3:clustered:p0.85:cv0.35:r14,medium,44.87359715301329,1.5,1473296038,46,5.75,2,3,1,1.150784060674234,True
E3:clustered:p0.85:cv0.35:r14,threshold,31.411518007109308,1.05,1473296038,23,2.875,1,8,1,0.11314583281866303,True
E3:clustered:p0.85:cv0.35:r14,partitioned,28.419944863575083,0.95,1473296038,18,2.25,1,-1,2,4.1318449653388513e-16,False
E3:clustered:p0.85:cv0.35:r15,complete,,,991378985,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r15,dense,67.11158734267347,2.0,991378985,88,11.0,6,2,1,4.3012960370616025,True
E3:clustered:p0.85:cv0.35:r15,medium,50.3336905070051,1.5,991378985,64,8.0,3,3,1,1.3715395578331506,True
E3:clustered:p0.85:cv0.35:r15,threshold,35.23358335490357,1.05,991378985,35,4.375,2,6,1,0.15655125550851207,True
E3:clustered:p0.85:cv0.35:r15,partitioned,31.878003987769898,0.95,991378985,27,3.375,1,-1,2,9.163122022052118e-16,False
E3:clustered:p0.85:cv0.35:r16,complete,,,122627100,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r16,dense,83.13884757020782,2.0,122627100,105,13.125,10,2,1,8.890643329296289,True
E3:clustered:p0.85:cv0.35:r16,medium,62.35413567765586,1.5,122627100,78,9.75,6,2,1,4.270303428678378,True
E3:clustered:p0.85:cv0.35:r16,threshold,43.647894974359104,1.05,122627100,44,5.5,1,3,1,0.8900975133398525,True
E3:clustered:p0.85:cv0.35:r16,partitioned,39.49095259584871,0.95,122627100,39,4.875,0,-1,2,2.393680244470718e-15,False
E3:clustered:p0.85:cv0.35:r17,complete,,,419346527,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r17,dense,68.85007974555543,2.0,419346527,85,10.625,8,2,1,5.340569937934032,True
E3:clustered:p0.85:cv0.35:r17,medium,51.637559809166575,1.5,419346527,55,6.875,4,3,1,1.708696166749685,True
E3:clustered:p0.85:cv0.35:r17,threshold,36.146291866416604,1.05,419346527,32,4.0,2,6,1,0.2868503270299431,True
E3:clustered:p0.85:cv0.35:r17,partitioned,32.70378787913883,0.95,419346527,26,3.25,0,-1,2,2.691382744467385e-16,False
E3:clustered:p0.85:cv0.35:r18,complete,,,643306922,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r18,dense,88.2492710875537,2.0,643306922,112,14.0,10,2,1,9.81399495958449,True
E3:clustered:p0.85:cv0.35:r18,medium,66.18695331566528,1.5,643306922,91,11.375,7,2,1,6.082081584078699,True
E3:clustered:p0.85:cv0.35:r18,threshold,46.330867320965694,1.05,643306922,57,7.125,2,3,1,1.681893677768322,True
E3:clustered:p0.85:cv0.35:r18,partitioned,41.918403766588,0.95,643306922,49,6.125,0,-1,2,1.3603782868840252e-15,False
E3:clustered:p0.85:cv0.35:r19,complete,,,1814269040,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r19,dense,76.10112736651139,2.0,1814269040,91,11.375,5,2,1,4.898225890053954,True
E3:clustered:p0.85:cv0.35:r19,medium,57.07584552488355,1.5,1814269040,67,8.375,1,3,1,0.9241769922486659,True
E3:clustered:p0.85:cv0.35:r19,threshold,39.95309186741848,1.05,1814269040,42,5.25,1,5,1,0.5925392275669036,True
E3:clustered:p0.85:cv0.35:r19,partitioned,36.14803549909291,0.95,1814269040,31,3.875,0,-1,2,2.0223909648586838e-15,False
E3:clustered:p0.85:cv0.35:r20,complete,,,822089535,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r20,dense,104.29858648994106,2.0,822089535,115,14.375,12,2,1,11.999999999999998,True
E3:clustered:p0.85:cv0.35:r20,medium,78.2239398674558,1.5,822089535,97,12.125,7,2,1,6.692898592381413,True
E3:clustered:p0.85:cv0.35:r20,threshold,54.75675790721906,1.05,822089535,61,7.625,1,3,1,0.9497319366633807,True
E3:clustered:p0.85:cv0.35:r20,partitioned,49.541828582722,0.95,822089535,50,6.25,0,-1,2,-3.833290963144688e-16,False
E3:clustered:p0.85:cv0.35:r21,complete,,,2860317078,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r21,dense,64.32400761814097,2.0,2860317078,97,12.125,9,2,1,6.94535534527989,True
E3:clustered:p0.85:cv0.35:r21,medium,48.243005713605726,1.5,2860317078,70,8.75,4,3,1,3.0158861237045014,True
E3:clustered:p0.85:cv0.35:r21,threshold,33.77010399952401,1.05,2860317078,38,4.75,2,4,1,0.6226897179084141,True
E3:clustered:p0.85:cv0.35:r21,partitioned,30.553903618616957,0.95,2860317078,28,3.5,0,-1,2,0.0,False
E3:clustered:p0.85:cv0.35:r22,complete,,,1169894677,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r22,dense,80.22819455133673,2.0,1169894677,83,10.375,8,2,1,4.845840687360873,True
E3:clustered:p0.85:cv0.35:r22,medium,60.17114591350254,1.5,1169894677,55,6.875,4,3,1,2.033106864749771,True
E3:clustered:p0.85:cv0.35:r22,threshold,42.119802139451785,1.05,1169894677,35,4.375,2,5,1,0.3279337395090464,True
E3:clustered:p0.85:cv0.35:r22,partitioned,38.10839241188494,0.95,1169894677,29,3.625,2,-1,2,9.5143542855541e-16,False
E3:clustered:p0.85:cv0.35:r23,complete,,,2951683540,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r23,dense,67.7148130200805,2.0,2951683540,77,9.625,6,2,1,4.216397771038171,True
E3:clustered:p0.85:cv0.35:r23,medium,50.786109765060374,1.5,2951683540,52,6.5,4,3,1,1.5669444584882326,True
E3:clustered:p0.85:cv0.35:r23,threshold,35.55027683554226,1.05,2951683540,29,3.625,1,5,1,0.23968728694834368,True
E3:clustered:p0.85:cv0.35:r23,partitioned,32.164536184538235,0.95,2951683540,25,3.125,1,-1,2,-6.407996690478683e-16,False
E3:clustered:p0.85:cv0.35:r24,complete,,,3253976482,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r24,dense,68.95791431865715,2.0,3253976482,95,11.875,4,2,1,3.6869891940692576,True
E3:clustered:p0.85:cv0.35:r24,medium,51.71843573899286,1.5,3253976482,73,9.125,1,4,1,0.6019543227212004,True
E3:clustered:p0.85:cv0.35:r24,threshold,36.202905017295,1.05,3253976482,50,6.25,1,6,1,0.18737643648784003,True
E3:clustered:p0.85:cv0.35:r24,partitioned,32.75500930136214,0.95,3253976482,39,4.875,0,-1,3,-7.826845166422038e-17,False
E3:clustered:p0.85:cv0.35:r25,complete,,,1562516801,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r25,dense,66.7498877429403,2.0,1562516801,83,10.375,6,2,1,4.74885924577714,True
E3:clustered:p0.85:cv0.35:r25,medium,50.06241580720523,1.5,1562516801,56,7.0,2,3,1,1.5640534403328308,True
E3:clustered:p0.85:cv0.35:r25,threshold,35.04369106504366,1.05,1562516801,30,3.75,1,5,1,0.25697699523083783,True
E3:clustered:p0.85:cv0.35:r25,partitioned,31.706196677896642,0.95,1562516801,22,2.75,0,-1,3,9.46255030851066e-16,False
E3:clustered:p0.85:cv0.35:r26,complete,,,960130038,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r26,dense,67.8509156127526,2.0,960130038,84,10.5,8,2,1,4.89465475471008,True
E3:clustered:p0.85:cv0.35:r26,medium,50.88818670956445,1.5,960130038,57,7.125,4,3,1,1.7231702903838557,True
E3:clustered:p0.85:cv0.35:r26,threshold,35.62173069669512,1.05,960130038,33,4.125,1,4,1,0.37284604327796794,True
E3:clustered:p0.85:cv0.35:r26,partitioned,32.229184916057484,0.95,960130038,28,3.5,0,-1,2,8.039528324245607e-16,False
E3:clustered:p0.85:cv0.35:r27,complete,,,2542041755,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r27,dense,60.519806062873,2.0,2542041755,82,10.25,6,2,1,4.84578865951554,True
E3:clustered:p0.85:cv0.35:r27,medium,45.389854547154755,1.5,2542041755,55,6.875,2,3,1,1.4431546997004214,True
E3:clustered:p0.85:cv0.35:r27,threshold,31.772898183008326,1.05,2542041755,28,3.5,1,8,1,0.1636722593017524,True
E3:clustered:p0.85:cv0.35:r27,partitioned,28.746907879864676,0.95,2542041755,24,3.0,1,-1,2,1.092699702748257e-15,False
E3:clustered:p0.85:cv0.35:r28,complete,,,3123421836,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r28,dense,64.35480040443022,2.0,3123421836,78,9.75,4,2,1,3.1917465281316844,True
E3:clustered:p0.85:cv0.35:r28,medium,48.266100303322666,1.5,3123421836,59,7.375,2,4,1,1.1760620959027508,True
E3:clustered:p0.85:cv0.35:r28,threshold,33.78627021232587,1.05,3123421836,30,3.75,1,6,1,0.2016927694053901,True
E3:clustered:p0.85:cv0.35:r28,partitioned,30.568530192104355,0.95,3123421836,21,2.625,1,-1,3,-6.159991247052491e-16,False
E3:clustered:p0.85:cv0.35:r29,complete,,,1037737993,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.35:r29,dense,65.59817332169963,2.0,1037737993,87,10.875,7,2,1,5.444821749819645,True
E3:clustered:p0.85:cv0.35:r29,medium,49.19862999127473,1.5,1037737993,63,7.875,4,3,1,2.2794943930187563,True
E3:clustered:p0.85:cv0.35:r29,threshold,34.439040993892306,1.05,1037737993,32,4.0,1,5,1,0.36629824637598785,True
E3:clustered:p0.85:cv0.35:r29,partitioned,31.159132327807324,0.95,1037737993,29,3.625,1,-1,2,9.171837244230807e-16,False
E3:clustered:p0.85:cv0.65:r0,complete,,,1708056767,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.65:r0,dense,88.78880511633037,2.0,1708056767,114,14.25,12,2,1,11.518805695907984,True
E3:clustered:p0.85:cv0.65:r0,medium,66.59160383724777,1.5,1708056767,97,12.125,5,2,1,4.820536216550954,True
E3:clustered:p0.85:cv0.65:r0,threshold,46.61412268607344,1.05,1708056767,68,8.5,1,3,1,0.9471190403136629,True
E3:clustered:p0.85:cv0.65:r0,partitioned,42.17468243025692,0.95,1708056767,59,7.375,0,-1,2,4.996864082996789e-15,False
E3:clustered:p0.85:cv0.65:r1,complete,,,3046247743,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.65:r1,dense,93.31246036452319,2.0,3046247743,114,14.25,11,2,1,11.00000000000001,True
E3:clustered:p0.85:cv0.65:r1,medium,69.98434527339239,1.5,3046247743,78,9.75,5,2,1,4.14000527012528,True
E3:clustered:p0.85:cv0.65:r1,threshold,48.98904169137467,1.05,3046247743,43,5.375,2,5,1,0.4824918248634262,True
E3:clustered:p0.85:cv0.65:r1,partitioned,44.32341867314852,0.95,3046247743,40,5.0,2,-1,2,-3.141558358863436e-16,False
E3:clustered:p0.85:cv0.65:r2,complete,,,4237065425,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.65:r2,dense,66.29770881685148,2.0,4237065425,84,10.5,4,3,1,3.632053927988254,True
E3:clustered:p0.85:cv0.65:r2,medium,49.723281612638615,1.5,4237065425,54,6.75,4,3,1,1.8171425599230013,True
E3:clustered:p0.85:cv0.65:r2,threshold,34.80629712884703,1.05,4237065425,29,3.625,1,6,1,0.1459473153047278,True
E3:clustered:p0.85:cv0.65:r2,partitioned,31.49141168800445,0.95,4237065425,24,3.0,1,-1,2,1.7756012525585988e-15,False
E3:clustered:p0.85:cv0.65:r3,complete,,,2874920762,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.65:r3,dense,65.10001162766484,2.0,2874920762,72,9.0,5,2,1,2.431811302961543,True
E3:clustered:p0.85:cv0.65:r3,medium,48.82500872074863,1.5,2874920762,52,6.5,4,3,1,0.8435964441979751,True
E3:clustered:p0.85:cv0.65:r3,threshold,34.17750610452404,1.05,2874920762,27,3.375,1,7,1,0.12516769273851738,True
E3:clustered:p0.85:cv0.65:r3,partitioned,30.9225055231408,0.95,2874920762,23,2.875,0,-1,3,4.744533682264642e-16,False
E3:clustered:p0.85:cv0.65:r4,complete,,,460816035,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.65:r4,dense,66.14126875058962,2.0,460816035,94,11.75,7,2,1,5.778782707044291,True
E3:clustered:p0.85:cv0.65:r4,medium,49.60595156294221,1.5,460816035,69,8.625,3,3,1,1.1877828519782092,True
E3:clustered:p0.85:cv0.65:r4,threshold,34.72416609405955,1.05,460816035,51,6.375,1,5,1,0.2505580435701946,True
E3:clustered:p0.85:cv0.65:r4,partitioned,31.417102656530066,0.95,460816035,42,5.25,1,-1,3,0.0,False
E3:clustered:p0.85:cv0.65:r5,complete,,,2877685010,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.65:r5,dense,68.42329937625942,2.0,2877685010,85,10.625,6,2,1,4.865562156403556,True
E3:clustered:p0.85:cv0.65:r5,medium,51.31747453219457,1.5,2877685010,55,6.875,2,3,1,1.5120998621010209,True
E3:clustered:p0.85:cv0.65:r5,threshold,35.9222321725362,1.05,2877685010,33,4.125,1,6,1,0.28059643053183986,True
E3:clustered:p0.85:cv0.65:r5,partitioned,32.501067203723224,0.95,2877685010,29,3.625,1,-1,2,9.379432994172099e-16,False
E3:clustered:p0.85:cv0.65:r6,complete,,,3894063958,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.65:r6,dense,77.77890275241296,2.0,3894063958,91,11.375,7,2,1,5.61167283838836,True
E3:clustered:p0.85:cv0.65:r6,medium,58.33417706430972,1.5,3894063958,60,7.5,5,3,1,2.168991853794073,True
E3:clustered:p0.85:cv0.65:r6,threshold,40.83392394501681,1.05,3894063958,35,4.375,1,5,1,0.1678308906834564,True
E3:clustered:p0.85:cv0.65:r6,partitioned,36.944978807396154,0.95,3894063958,30,3.75,1,-1,2,2.9739665591277387e-16,False
E3:clustered:p0.85:cv0.65:r7,complete,,,3350191733,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.65:r7,dense,83.22861168492652,2.0,3350191733,102,12.75,10,2,1,8.332397286853404,True
E3:clustered:p0.85:cv0.65:r7,medium,62.421458763694886,1.5,3350191733,76,9.5,6,2,1,3.941622805096082,True
E3:clustered:p0.85:cv0.65:r7,threshold,43.695021134586426,1.05,3350191733,46,5.75,3,4,1,1.074828240899358,True
E3:clustered:p0.85:cv0.65:r7,partitioned,39.533590550340094,0.95,3350191733,35,4.375,0,-1,2,9.45634682094539e-16,False
E3:clustered:p0.85:cv0.65:r8,complete,,,2123425745,120,15.0,15,1,1,15.999999999999972,True
E3:clustered:p0.85:cv0.65:r8,dense,82.47988460769596,2.0,2123425745,91,11.375,6,2,1,5.327987386537954,True
E3:clustered:p0.85:cv0.65:r8,medium,61.859913455771974,1.5,2123425745,66,8.25,2,3,1,1.5363658454601856,True
E3:clustered:p0.85:cv0.65:r8,threshold,43.30193941904038,1.05,2123425745,37,4.625,1,5,1,0.26566273963646436,True
E3:clustered:p0.85:cv0.65:r8,partitioned,39.177945188655585,0.95,2123425745,30,3.75,1,-1,3,-3.951074266907131e-16,False
E3:clustered:p0.85:cv0.65:r9,complete,,,2181231110,120,15.0,15,1,1,15.999999999999972,True
