world_key,graph_regime,graph_n_edges,graph_mean_degree,graph_min_degree,graph_diameter,graph_components,graph_lambda_2,graph_connected
E3:separated:p0.85:cv0.35:r28,medium,45,5.625,4,4,1,0.4665485697466953,True
E3:separated:p0.85:cv0.35:r29,medium,38,4.75,3,5,1,0.2723068799637327,True
E3:separated:p0.7:cv0.65:r0,medium,71,8.875,2,4,1,1.078228427906138,True
E3:separated:p0.7:cv0.65:r1,medium,65,8.125,7,3,1,1.3697446571704828,True
E3:separated:p0.7:cv0.65:r2,medium,64,8.0,5,3,1,1.037568452268608,True
E3:separated:p0.7:cv0.65:r3,medium,103,12.875,5,2,1,4.875643718541788,True
E3:separated:p0.7:cv0.65:r4,medium,57,7.125,2,4,1,1.0451266686126386,True
E3:separated:p0.7:cv0.65:r5,medium,82,10.25,3,3,1,2.1315296332829594,True
E3:separated:p0.7:cv0.65:r6,medium,76,9.5,5,3,1,2.732757480218693,True
E3:separated:p0.7:cv0.65:r7,medium,78,9.75,7,2,1,3.275900351975733,True
E3:separated:p0.7:cv0.65:r8,medium,72,9.0,3,3,1,1.2689969986876022,True
E3:separated:p0.7:cv0.65:r9,medium,40,5.0,2,5,1,0.48438725613219835,True
E3:separated:p0.7:cv0.65:r10,medium,61,7.625,2,4,1,1.1361915291733173,True
E3:separated:p0.7:cv0.65:r11,medium,58,7.25,4,3,1,0.8507612462291484,True
E3:separated:p0.7:cv0.65:r12,medium,55,6.875,3,4,1,0.9295344597705926,True
E3:separated:p0.7:cv0.65:r13,medium,78,9.75,4,3,1,1.8107655180061588,True
E3:separated:p0.7:cv0.65:r14,medium,57,7.125,4,4,1,0.760397519743624,True
E3:separated:p0.7:cv0.65:r15,medium,54,6.75,2,5,1,0.5039095037929284,True
E3:separated:p0.7:cv0.65:r16,medium,77,9.625,5,3,1,2.813772333082428,True
E3:separated:p0.7:cv0.65:r17,medium,56,7.0,3,4,1,1.2006917246284563,True
E3:separated:p0.7:cv0.65:r18,medium,61,7.625,5,4,1,0.8682232688691136,True
E3:separated:p0.7:cv0.65:r19,medium,53,6.625,3,4,1,0.67400556459248,True
E3:separated:p0.7:cv0.65:r20,medium,76,9.5,5,3,1,3.031887997996274,True
E3:separated:p0.7:cv0.65:r21,medium,56,7.0,2,4,1,0.7830235064758782,True
E3:separated:p0.7:cv0.65:r22,medium,60,7.5,4,4,1,1.223617679429819,True
E3:separated:p0.7:cv0.65:r23,medium,69,8.625,2,4,1,0.6680708179165462,True
E3:separated:p0.7:cv0.65:r24,medium,54,6.75,5,4,1,0.6743657317433529,True
E3:separated:p0.7:cv0.65:r25,medium,83,10.375,5,3,1,3.2383995873782796,True
E3:separated:p0.7:cv0.65:r26,medium,89,11.125,5,3,1,4.231562199129039,True
E3:separated:p0.7:cv0.65:r27,medium,66,8.25,4,3,1,2.016498711928973,True
E3:separated:p0.7:cv0.65:r28,medium,71,8.875,4,3,1,1.2796630827261106,True
E3:separated:p0.7:cv0.65:r29,medium,57,7.125,2,5,1,1.013804525133587,True
E3:separated:p0.85:cv0.65:r0,medium,48,6.0,4,4,1,0.570301330598442,True
E3:separated:p0.85:cv0.65:r1,medium,53,6.625,4,4,1,0.5166729835185435,True
E3:separated:p0.85:cv0.65:r2,medium,76,9.5,5,3,1,2.8981211997404164,True
E3:separated:p0.85:cv0.65:r3,medium,73,9.125,7,3,1,2.4012007250611904,True
E3:separated:p0.85:cv0.65:r4,medium,64,8.0,5,3,1,1.7095868351733705,True
E3:separated:p0.85:cv0.65:r5,medium,40,5.0,3,5,1,0.40982553488794854,True
E3:separated:p0.85:cv0.65:r6,medium,64,8.0,6,3,1,1.18796925028547,True
E3:separated:p0.85:cv0.65:r7,medium,47,5.875,2,4,1,0.8569062611698564,True
E3:separated:p0.85:cv0.65:r8,medium,63,7.875,4,3,1,1.664389724889614,True
E3:separated:p0.85:cv0.65:r9,medium,71,8.875,6,3,1,2.6168003383569682,True
E3:separated:p0.85:cv0.65:r10,medium,63,7.875,4,4,1,0.5640884497108661,True
E3:separated:p0.85:cv0.65:r11,medium,63,7.875,4,3,1,1.2628751171358177,True
E3:separated:p0.85:cv0.65:r12,medium,61,7.625,3,4,1,1.6562810561527321,True
E3:separated:p0.85:cv0.65:r13,medium,76,9.5,3,3,1,1.881123011652719,True
E3:separated:p0.85:cv0.65:r14,medium,60,7.5,2,4,1,1.3281732667916328,True
E3:separated:p0.85:cv0.65:r15,medium,65,8.125,4,3,1,1.3076863674889576,True
E3:separated:p0.85:cv0.65:r16,medium,41,5.125,2,6,1,0.2408147663633218,True
E3:separated:p0.85:cv0.65:r17,medium,50,6.25,4,5,1,0.44997542851277883,True
E3:separated:p0.85:cv0.65:r18,medium,70,8.75,4,3,1,2.2667821215102113,True
E3:separated:p0.85:cv0.65:r19,medium,43,5.375,3,5,1,0.48487002767614995,True
E3:separated:p0.85:cv0.65:r20,medium,63,7.875,3,4,1,0.4072112538701806,True
E3:separated:p0.85:cv0.65:r21,medium,42,5.25,3,6,1,0.35824690467445575,True
E3:separated:p0.85:cv0.65:r22,medium,65,8.125,6,3,1,1.3532376192211275,True
E3:separated:p0.85:cv0.65:r23,medium,45,5.625,3,4,1,0.4640575368357842,True
E3:separated:p0.85:cv0.65:r24,medium,63,7.875,2,4,1,1.3894828948857636,True
E3:separated:p0.85:cv0.65:r25,medium,53,6.625,3,4,1,1.0695562477893776,True
E3:separated:p0.85:cv0.65:r26,medium,50,6.25,2,4,1,0.6126356172842953,True
E3:separated:p0.85:cv0.65:r27,medium,55,6.875,4,4,1,0.9622897248035192,True
E3:separated:p0.85:cv0.65:r28,medium,45,5.625,4,4,1,0.4665485697466953,True
E3:separated:p0.85:cv0.65:r29,medium,38,4.75,3,5,1,0.2723068799637327,True
E3:separated:p0.7:cv1.0:r0,medium,71,8.875,2,4,1,1.078228427906138,True
E3:separated:p0.7:cv1.0:r1,medium,65,8.125,7,3,1,1.3697446571704828,True
E3:separated:p0.7:cv1.0:r2,medium,64,8.0,5,3,1,1.037568452268608,True
E3:separated:p0.7:cv1.0:r3,medium,103,12.875,5,2,1,4.875643718541788,True
E3:separated:p0.7:cv1.0:r4,medium,57,7.125,2,4,1,1.0451266686126386,True
E3:separated:p0.7:cv1.0:r5,medium,82,10.25,3,3,1,2.1315296332829594,True
E3:separated:p0.7:cv1.0:r6,medium,76,9.5,5,3,1,2.732757480218693,True
E3:separated:p0.7:cv1.0:r7,medium,78,9.75,7,2,1,3.275900351975733,True
E3:separated:p0.7:cv1.0:r8,medium,72,9.0,3,3,1,1.2689969986876022,True
E3:separated:p0.7:cv1.0:r9,medium,40,5.0,2,5,1,0.48438725613219835,True
E3:separated:p0.7:cv1.0:r10,medium,61,7.625,2,4,1,1.1361915291733173,True
E3:separated:p0.7:cv1.0:r11,medium,58,7.25,4,3,1,0.8507612462291484,True
E3:separated:p0.7:cv1.0:r12,medium,55,6.875,3,4,1,0.9295344597705926,True
E3:separated:p0.7:cv1.0:r13,medium,78,9.75,4,3,1,1.8107655180061588,True
E3:separated:p0.7:cv1.0:r14,medium,57,7.125,4,4,1,0.760397519743624,True
E3:separated:p0.7:cv1.0:r15,medium,54,6.75,2,5,1,0.5039095037929284,True
E3:separated:p0.7:cv1.0:r16,medium,77,9.625,5,3,1,2.813772333082428,True
E3:separated:p0.7:cv1.0:r17,medium,56,7.0,3,4,1,1.2006917246284563,True
E3:separated:p0.7:cv1.0:r18,medium,61,7.625,5,4,1,0.8682232688691136,True
E3:separated:p0.7:cv1.0:r19,medium,53,6.625,3,4,1,0.67400556459248,True
E3:separated:p0.7:cv1.0:r20,medium,76,9.5,5,3,1,3.031887997996274,True
E3:separated:p0.7:cv1.0:r21,medium,56,7.0,2,4,1,0.7830235064758782,True
E3:separated:p0.7:cv1.0:r22,medium,60,7.5,4,4,1,1.223617679429819,True
E3:separated:p0.7:cv1.0:r23,medium,69,8.625,2,4,1,0.6680708179165462,True
E3:separated:p0.7:cv1.0:r24,medium,54,6.75,5,4,1,0.6743657317433529,True
E3:separated:p0.7:cv1.0:r25,medium,83,10.375,5,3,1,3.2383995873782796,True
E3:separated:p0.7:cv1.0:r26,medium,89,11.125,5,3,1,4.231562199129039,True
E3:separated:p0.7:cv1.0:r27,medium,66,8.25,4,3,1,2.016498711928973,True
E3:separated:p0.7:cv1.0:r28,medium,71,8.875,4,3,1,1.2796630827261106,True
E3:separated:p0.7:cv1.0:r29,medium,57,7.125,2,5,1,1.013804525133587,True
E3:separated:p0.85:cv1.0:r0,medium,48,6.0,4,4,1,0.570301330598442,True
E3:separated:p0.85:cv1.0:r1,medium,53,6.625,4,4,1,0.5166729835185435,True
E3:separated:p0.85:cv1.0:r2,medium,76,9.5,5,3,1,2.8981211997404164,True
E3:separated:p0.85:cv1.0:r3,medium,73,9.125,7,3,1,2.4012007250611904,True
E3:separated:p0.85:cv1.0:r4,medium,64,8.0,5,3,1,1.7095868351733705,True
E3:separated:p0.85:cv1.0:r5,medium,40,5.0,3,5,1,0.40982553488794854,True
E3:separated:p0.85:cv1.0:r6,medium,64,8.0,6,3,1,1.18796925028547,True
E3:separated:p0.85:cv1.0:r7,medium,47,5.875,2,4,1,0.8569062611698564,True
E3:separated:p0.85:cv1.0:r8,medium,63,7.875,4,3,1,1.664389724889614,True
E3:separated:p0.85:cv1.0:r9,medium,71,8.875,6,3,1,2.6168003383569682,True
E3:separated:p0.85:cv1.0:r10,medium,63,7.875,4,4,1,0.5640884497108661,True
E3:separated:p0.85:cv1.0:r11,medium,63,7.875,4,3,1,1.2628751171358177,True
E3:separated:p0.85:cv1.0:r12,medium,61,7.625,3,4,1,1.6562810561527321,True
E3:separated:p0.85:cv1.0:r13,medium,76,9.5,3,3,1,1.881123011652719,True
E3:separated:p0.85:cv1.0:r14,medium,60,7.5,2,4,1,1.3281732667916328,True
E3:separated:p0.85:cv1.0:r15,medium,65,8.125,4,3,1,1.3076863674889576,True
E3:separated:p0.85:cv1.0:r16,medium,41,5.125,2,6,1,0.2408147663633218,True
E3:separated:p0.85:cv1.0:r17,medium,50,6.25,4,5,1,0.44997542851277883,True
E3:separated:p0.85:cv1.0:r18,medium,70,8.75,4,3,1,2.2667821215102113,True
E3:separated:p0.85:cv1.0:r19,medium,43,5.375,3,5,1,0.48487002767614995,True
E3:separated:p0.85:cv1.0:r20,medium,63,7.875,3,4,1,0.4072112538701806,True
E3:separated:p0.85:cv1.0:r21,medium,42,5.25,3,6,1,0.35824690467445575,True
E3:separated:p0.85:cv1.0:r22,medium,65,8.125,6,3,1,1.3532376192211275,True
E3:separated:p0.85:cv1.0:r23,medium,45,5.625,3,4,1,0.4640575368357842,True
E3:separated:p0.85:cv1.0:r24,medium,63,7.875,2,4,1,1.3894828948857636,True
E3:separated:p0.85:cv1.0:r25,medium,53,6.625,3,4,1,1.0695562477893776,True
E3:separated:p0.85:cv1.0:r26,medium,50,6.25,2,4,1,0.6126356172842953,True
E3:separated:p0.85:cv1.0:r27,medium,55,6.875,4,4,1,0.9622897248035192,True
E3:separated:p0.85:cv1.0:r28,medium,45,5.625,4,4,1,0.4665485697466953,True
E3:separated:p0.85:cv1.0:r29,medium,38,4.75,3,5,1,0.2723068799637327,True
E3:ring:p0.7:cv0.0:r0,medium,58,7.25,4,3,1,1.7124032178490791,True
E3:ring:p0.7:cv0.0:r1,medium,69,8.625,4,3,1,1.736043747220868,True
E3:ring:p0.7:cv0.0:r2,medium,49,6.125,2,4,1,0.7361585949938683,True
E3:ring:p0.7:cv0.0:r3,medium,52,6.5,3,5,1,0.4998686748791524,True
E3:ring:p0.7:cv0.0:r4,medium,58,7.25,3,3,1,1.6018135240249802,True
E3:ring:p0.7:cv0.0:r5,medium,45,5.625,4,4,1,1.068571152996957,True
E3:ring:p0.7:cv0.0:r6,medium,43,5.375,2,4,1,0.5545625388657608,True
E3:ring:p0.7:cv0.0:r7,medium,53,6.625,4,3,1,1.089992289283997,True
E3:ring:p0.7:cv0.0:r8,medium,91,11.375,7,2,1,4.819082714436709,True
E3:ring:p0.7:cv0.0:r9,medium,72,9.0,3,3,1,2.05780421864678,True
E3:ring:p0.7:cv0.0:r10,medium,45,5.625,3,4,1,0.8450544645593467,True
E3:ring:p0.7:cv0.0:r11,medium,50,6.25,4,3,1,1.1638111337282213,True
E3:ring:p0.7:cv0.0:r12,medium,58,7.25,2,4,1,1.175624459098846,True
E3:ring:p0.7:cv0.0:r13,medium,62,7.75,5,3,1,2.3319088985269554,True
E3:ring:p0.7:cv0.0:r14,medium,68,8.5,4,3,1,2.182830669333095,True
E3:ring:p0.7:cv0.0:r15,medium,57,7.125,5,3,1,2.09238600075662,True
E3:ring:p0.7:cv0.0:r16,medium,75,9.375,5,2,1,4.024941690402489,True
E3:ring:p0.7:cv0.0:r17,medium,55,6.875,4,3,1,1.5499407005733188,True
E3:ring:p0.7:cv0.0:r18,medium,47,5.875,3,3,1,1.0301415080223637,True
E3:ring:p0.7:cv0.0:r19,medium,50,6.25,2,5,1,0.7986888810639812,True
E3:ring:p0.7:cv0.0:r20,medium,34,4.25,3,4,1,0.6375929010818255,True
E3:ring:p0.7:cv0.0:r21,medium,46,5.75,3,4,1,1.0221791371737736,True
E3:ring:p0.7:cv0.0:r22,medium,76,9.5,4,3,1,2.5434918629733154,True
E3:ring:p0.7:cv0.0:r23,medium,45,5.625,4,4,1,0.47115720594408494,True
E3:ring:p0.7:cv0.0:r24,medium,59,7.375,4,3,1,1.5523167113420773,True
E3:ring:p0.7:cv0.0:r25,medium,80,10.0,7,2,1,3.8134009967709717,True
E3:ring:p0.7:cv0.0:r26,medium,51,6.375,3,5,1,0.6996044062047541,True
E3:ring:p0.7:cv0.0:r27,medium,50,6.25,4,3,1,1.2586181924335675,True
E3:ring:p0.7:cv0.0:r28,medium,50,6.25,4,3,1,0.8919960027374289,True
E3:ring:p0.7:cv0.0:r29,medium,71,8.875,6,3,1,3.635867846383314,True
E3:ring:p0.85:cv0.0:r0,medium,46,5.75,3,3,1,1.3054716568470053,True
E3:ring:p0.85:cv0.0:r1,medium,66,8.25,6,3,1,1.7769641731865256,True
E3:ring:p0.85:cv0.0:r2,medium,50,6.25,3,4,1,0.6824093598775647,True
E3:ring:p0.85:cv0.0:r3,medium,78,9.75,8,2,1,4.560643239724814,True
E3:ring:p0.85:cv0.0:r4,medium,61,7.625,4,3,1,1.588066617026901,True
E3:ring:p0.85:cv0.0:r5,medium,47,5.875,3,4,1,0.5456013607832744,True
E3:ring:p0.85:cv0.0:r6,medium,68,8.5,4,3,1,1.4433951473833513,True
E3:ring:p0.85:cv0.0:r7,medium,57,7.125,4,3,1,2.0348507837227814,True
E3:ring:p0.85:cv0.0:r8,medium,47,5.875,4,4,1,0.3780457043087304,True
E3:ring:p0.85:cv0.0:r9,medium,53,6.625,5,3,1,0.9201726674783478,True
E3:ring:p0.85:cv0.0:r10,medium,71,8.875,4,3,1,2.5822237658019556,True
E3:ring:p0.85:cv0.0:r11,medium,63,7.875,4,3,1,2.105539824582377,True
E3:ring:p0.85:cv0.0:r12,medium,114,14.25,12,2,1,11.186393497351661,True
E3:ring:p0.85:cv0.0:r13,medium,61,7.625,3,4,1,0.9518524535122675,True
E3:ring:p0.85:cv0.0:r14,medium,60,7.5,3,3,1,1.5068814762074425,True
E3:ring:p0.85:cv0.0:r15,medium,75,9.375,4,3,1,1.607886099296831,True
E3:ring:p0.85:cv0.0:r16,medium,48,6.0,4,5,1,0.4432301674911502,True
E3:ring:p0.85:cv0.0:r17,medium,61,7.625,2,4,1,1.279522174878027,True
E3:ring:p0.85:cv0.0:r18,medium,94,11.75,4,2,1,3.7339798121613694,True
E3:ring:p0.85:cv0.0:r19,medium,55,6.875,5,3,1,2.040810877408702,True
E3:ring:p0.85:cv0.0:r20,medium,90,11.25,8,2,1,5.682712803746787,True
E3:ring:p0.85:cv0.0:r21,medium,56,7.0,4,3,1,1.5619088321546966,True
E3:ring:p0.85:cv0.0:r22,medium,60,7.5,3,3,1,1.9534581542651581,True
E3:ring:p0.85:cv0.0:r23,medium,40,5.0,2,7,1,0.3275263063166112,True
E3:ring:p0.85:cv0.0:r24,medium,57,7.125,3,4,1,0.7834258118658454,True
E3:ring:p0.85:cv0.0:r25,medium,55,6.875,5,4,1,0.9131122232961492,True
E3:ring:p0.85:cv0.0:r26,medium,61,7.625,5,3,1,1.1871720616875754,True
E3:ring:p0.85:cv0.0:r27,medium,48,6.0,3,3,1,0.8492880762599682,True
E3:ring:p0.85:cv0.0:r28,medium,49,6.125,4,3,1,0.9252128622506763,True
E3:ring:p0.85:cv0.0:r29,medium,105,13.125,10,2,1,8.842696207668485,True
E3:ring:p0.7:cv0.35:r0,medium,58,7.25,4,3,1,1.7124032178490791,True
E3:ring:p0.7:cv0.35:r1,medium,69,8.625,4,3,1,1.736043747220868,True
E3:ring:p0.7:cv0.35:r2,medium,49,6.125,2,4,1,0.7361585949938683,True
E3:ring:p0.7:cv0.35:r3,medium,52,6.5,3,5,1,0.4998686748791524,True
E3:ring:p0.7:cv0.35:r4,medium,58,7.25,3,3,1,1.6018135240249802,True
E3:ring:p0.7:cv0.35:r5,medium,45,5.625,4,4,1,1.068571152996957,True
E3:ring:p0.7:cv0.35:r6,medium,43,5.375,2,4,1,0.5545625388657608,True
E3:ring:p0.7:cv0.35:r7,medium,53,6.625,4,3,1,1.089992289283997,True
E3:ring:p0.7:cv0.35:r8,medium,91,11.375,7,2,1,4.819082714436709,True
E3:ring:p0.7:cv0.35:r9,medium,72,9.0,3,3,1,2.05780421864678,True
E3:ring:p0.7:cv0.35:r10,medium,45,5.625,3,4,1,0.8450544645593467,True
E3:ring:p0.7:cv0.35:r11,medium,50,6.25,4,3,1,1.1638111337282213,True
E3:ring:p0.7:cv0.35:r12,medium,58,7.25,2,4,1,1.175624459098846,True
E3:ring:p0.7:cv0.35:r13,medium,62,7.75,5,3,1,2.3319088985269554,True
E3:ring:p0.7:cv0.35:r14,medium,68,8.5,4,3,1,2.182830669333095,True
E3:ring:p0.7:cv0.35:r15,medium,57,7.125,5,3,1,2.09238600075662,True
E3:ring:p0.7:cv0.35:r16,medium,75,9.375,5,2,1,4.024941690402489,True
E3:ring:p0.7:cv0.35:r17,medium,55,6.875,4,3,1,1.5499407005733188,True
E3:ring:p0.7:cv0.35:r18,medium,47,5.875,3,3,1,1.0301415080223637,True
E3:ring:p0.7:cv0.35:r19,medium,50,6.25,2,5,1,0.7986888810639812,True
E3:ring:p0.7:cv0.35:r20,medium,34,4.25,3,4,1,0.6375929010818255,True
E3:ring:p0.7:cv0.35:r21,medium,46,5.75,3,4,1,1.0221791371737736,True
E3:ring:p0.7:cv0.35:r22,medium,76,9.5,4,3,1,2.5434918629733154,True
E3:ring:p0.7:cv0.35:r23,medium,45,5.625,4,4,1,0.47115720594408494,True
E3:ring:p0.7:cv0.35:r24,medium,59,7.375,4,3,1,1.5523167113420773,True
E3:ring:p0.7:cv0.35:r25,medium,80,10.0,7,2,1,3.8134009967709717,True
E3:ring:p0.7:cv0.35:r26,medium,51,6.375,3,5,1,0.6996044062047541,True
E3:ring:p0.7:cv0.35:r27,medium,50,6.25,4,3,1,1.2586181924335675,True
E3:ring:p0.7:cv0.35:r28,medium,50,6.25,4,3,1,0.8919960027374289,True
E3:ring:p0.7:cv0.35:r29,medium,71,8.875,6,3,1,3.635867846383314,True
E3:ring:p0.85:cv0.35:r0,medium,46,5.75,3,3,1,1.3054716568470053,True
E3:ring:p0.85:cv0.35:r1,medium,66,8.25,6,3,1,1.7769641731865256,True
E3:ring:p0.85:cv0.35:r2,medium,50,6.25,3,4,1,0.6824093598775647,True
E3:ring:p0.85:cv0.35:r3,medium,78,9.75,8,2,1,4.560643239724814,True
E3:ring:p0.85:cv0.35:r4,medium,61,7.625,4,3,1,1.588066617026901,True
E3:ring:p0.85:cv0.35:r5,medium,47,5.875,3,4,1,0.5456013607832744,True
E3:ring:p0.85:cv0.35:r6,medium,68,8.5,4,3,1,1.4433951473833513,True
E3:ring:p0.85:cv0.35:r7,medium,57,7.125,4,3,1,2.0348507837227814,True
E3:ring:p0.85:cv0.35:r8,medium,47,5.875,4,4,1,0.3780457043087304,True
E3:ring:p0.85:cv0.35:r9,medium,53,6.625,5,3,1,0.9201726674783478,True
E3:ring:p0.85:cv0.35:r10,medium,71,8.875,4,3,1,2.5822237658019556,True
E3:ring:p0.85:cv0.35:r11,medium,63,7.875,4,3,1,2.105539824582377,True
E3:ring:p0.85:cv0.35:r12,medium,114,14.25,12,2,1,11.186393497351661,True
E3:ring:p0.85:cv0.35:r13,medium,61,7.625,3,4,1,0.9518524535122675,True
E3:ring:p0.85:cv0.35:r14,medium,60,7.5,3,3,1,1.5068814762074425,True
E3:ring:p0.85:cv0.35:r15,medium,75,9.375,4,3,1,1.607886099296831,True
E3:ring:p0.85:cv0.35:r16,medium,48,6.0,4,5,1,0.4432301674911502,True
E3:ring:p0.85:cv0.35:r17,medium,61,7.625,2,4,1,1.279522174878027,True
E3:ring:p0.85:cv0.35:r18,medium,94,11.75,4,2,1,3.7339798121613694,True
E3:ring:p0.85:cv0.35:r19,medium,55,6.875,5,3,1,2.040810877408702,True
E3:ring:p0.85:cv0.35:r20,medium,90,11.25,8,2,1,5.682712803746787,True
E3:ring:p0.85:cv0.35:r21,medium,56,7.0,4,3,1,1.5619088321546966,True
E3:ring:p0.85:cv0.35:r22,medium,60,7.5,3,3,1,1.9534581542651581,True
E3:ring:p0.85:cv0.35:r23,medium,40,5.0,2,7,1,0.3275263063166112,True
E3:ring:p0.85:cv0.35:r24,medium,57,7.125,3,4,1,0.7834258118658454,True
E3:ring:p0.85:cv0.35:r25,medium,55,6.875,5,4,1,0.9131122232961492,True
E3:ring:p0.85:cv0.35:r26,medium,61,7.625,5,3,1,1.1871720616875754,True
E3:ring:p0.85:cv0.35:r27,medium,48,6.0,3,3,1,0.8492880762599682,True
E3:ring:p0.85:cv0.35:r28,medium,49,6.125,4,3,1,0.9252128622506763,True
E3:ring:p0.85:cv0.35:r29,medium,105,13.125,10,2,1,8.842696207668485,True
E3:ring:p0.7:cv0.65:r0,medium,58,7.25,4,3,1,1.7124032178490791,True
E3:ring:p0.7:cv0.65:r1,medium,69,8.625,4,3,1,1.736043747220868,True
E3:ring:p0.7:cv0.65:r2,medium,49,6.125,2,4,1,0.7361585949938683,True
E3:ring:p0.7:cv0.65:r3,medium,52,6.5,3,5,1,0.4998686748791524,True
E3:ring:p0.7:cv0.65:r4,medium,58,7.25,3,3,1,1.6018135240249802,True
E3:ring:p0.7:cv0.65:r5,medium,45,5.625,4,4,1,1.068571152996957,True
E3:ring:p0.7:cv0.65:r6,medium,43,5.375,2,4,1,0.5545625388657608,True
E3:ring:p0.7:cv0.65:r7,medium,53,6.625,4,3,1,1.089992289283997,True
E3:ring:p0.7:cv0.65:r8,medium,91,11.375,7,2,1,4.819082714436709,True
E3:ring:p0.7:cv0.65:r9,medium,72,9.0,3,3,1,2.05780421864678,True
E3:ring:p0.7:cv0.65:r10,medium,45,5.625,3,4,1,0.8450544645593467,True
E3:ring:p0.7:cv0.65:r11,medium,50,6.25,4,3,1,1.1638111337282213,True
E3:ring:p0.7:cv0.65:r12,medium,58,7.25,2,4,1,1.175624459098846,True
E3:ring:p0.7:cv0.65:r13,medium,62,7.75,5,3,1,2.3319088985269554,True
E3:ring:p0.7:cv0.65:r14,medium,68,8.5,4,3,1,2.182830669333095,True
E3:ring:p0.7:cv0.65:r15,medium,57,7.125,5,3,1,2.09238600075662,True
E3:ring:p0.7:cv0.65:r16,medium,75,9.375,5,2,1,4.024941690402489,True
E3:ring:p0.7:cv0.65:r17,medium,55,6.875,4,3,1,1.5499407005733188,True
E3:ring:p0.7:cv0.65:r18,medium,47,5.875,3,3,1,1.0301415080223637,True
E3:ring:p0.7:cv0.65:r19,medium,50,6.25,2,5,1,0.7986888810639812,True
E3:ring:p0.7:cv0.65:r20,medium,34,4.25,3,4,1,0.6375929010818255,True
E3:ring:p0.7:cv0.65:r21,medium,46,5.75,3,4,1,1.0221791371737736,True
E3:ring:p0.7:cv0.65:r22,medium,76,9.5,4,3,1,2.5434918629733154,True
E3:ring:p0.7:cv0.65:r23,medium,45,5.625,4,4,1,0.47115720594408494,True
E3:ring:p0.7:cv0.65:r24,medium,59,7.375,4,3,1,1.5523167113420773,True
E3:ring:p0.7:cv0.65:r25,medium,80,10.0,7,2,1,3.8134009967709717,True
E3:ring:p0.7:cv0.65:r26,medium,51,6.375,3,5,1,0.6996044062047541,True
E3:ring:p0.7:cv0.65:r27,medium,50,6.25,4,3,1,1.2586181924335675,True
E3:ring:p0.7:cv0.65:r28,medium,50,6.25,4,3,1,0.8919960027374289,True
E3:ring:p0.7:cv0.65:r29,medium,71,8.875,6,3,1,3.635867846383314,True
E3:ring:p0.85:cv0.65:r0,medium,46,5.75,3,3,1,1.3054716568470053,True
E3:ring:p0.85:cv0.65:r1,medium,66,8.25,6,3,1,1.7769641731865256,True
E3:ring:p0.85:cv0.65:r2,medium,50,6.25,3,4,1,0.6824093598775647,True
E3:ring:p0.85:cv0.65:r3,medium,78,9.75,8,2,1,4.560643239724814,True
E3:ring:p0.85:cv0.65:r4,medium,61,7.625,4,3,1,1.588066617026901,True
E3:ring:p0.85:cv0.65:r5,medium,47,5.875,3,4,1,0.5456013607832744,True
E3:ring:p0.85:cv0.65:r6,medium,68,8.5,4,3,1,1.4433951473833513,True
E3:ring:p0.85:cv0.65:r7,medium,57,7.125,4,3,1,2.0348507837227814,True
E3:ring:p0.85:cv0.65:r8,medium,47,5.875,4,4,1,0.3780457043087304,True
E3:ring:p0.85:cv0.65:r9,medium,53,6.625,5,3,1,0.9201726674783478,True
E3:ring:p0.85:cv0.65:r10,medium,71,8.875,4,3,1,2.5822237658019556,True
E3:ring:p0.85:cv0.65:r11,medium,63,7.875,4,3,1,2.105539824582377,True
E3:ring:p0.85:cv0.65:r12,medium,114,14.25,12,2,1,11.186393497351661,True
E3:ring:p0.85:cv0.65:r13,medium,61,7.625,3,4,1,0.9518524535122675,True
E3:ring:p0.85:cv0.65:r14,medium,60,7.5,3,3,1,1.5068814762074425,True
E3:ring:p0.85:cv0.65:r15,medium,75,9.375,4,3,1,1.607886099296831,True
E3:ring:p0.85:cv0.65:r16,medium,48,6.0,4,5,1,0.4432301674911502,True
E3:ring:p0.85:cv0.65:r17,medium,61,7.625,2,4,1,1.279522174878027,True
E3:ring:p0.85:cv0.65:r18,medium,94,11.75,4,2,1,3.7339798121613694,True
E3:ring:p0.85:cv0.65:r19,medium,55,6.875,5,3,1,2.040810877408702,True
E3:ring:p0.85:cv0.65:r20,medium,90,11.25,8,2,1,5.682712803746787,True
E3:ring:p0.85:cv0.65:r21,medium,56,7.0,4,3,1,1.5619088321546966,True
E3:ring:p0.85:cv0.65:r22,medium,60,7.5,3,3,1,1.9534581542651581,True
E3:ring:p0.85:cv0.65:r23,medium,40,5.0,2,7,1,0.3275263063166112,True
E3:ring:p0.85:cv0.65:r24,medium,57,7.125,3,4,1,0.7834258118658454,True
E3:ring:p0.85:cv0.65:r25,medium,55,6.875,5,4,1,0.9131122232961492,True
E3:ring:p0.85:cv0.65:r26,medium,61,7.625,5,3,1,1.1871720616875754,True
E3:ring:p0.85:cv0.65:r27,medium,48,6.0,3,3,1,0.8492880762599682,True
E3:ring:p0.85:cv0.65:r28,medium,49,6.125,4,3,1,0.9252128622506763,True
E3:ring:p0.85:cv0.65:r29,medium,105,13.125,10,2,1,8.842696207668485,True
E3:ring:p0.7:cv1.0:r0,medium,58,7.25,4,3,1,1.7124032178490791,True
E3:ring:p0.7:cv1.0:r1,medium,69,8.625,4,3,1,1.736043747220868,True
E3:ring:p0.7:cv1.0:r2,medium,49,6.125,2,4,1,0.7361585949938683,True
