world_id,scenario,capacity_cv,pressure,replicate,world_seed,world_digest
n3b-corridor-cv0.65-p0.85-r08,corridor,0.65,0.85,8,253175323140953,3a71bc2a604bf19510e9b81eb8feed1a3719b4b7a096aa49f2eedbbc0f608e8d
n3b-corridor-cv0.65-p0.85-r09,corridor,0.65,0.85,9,19334714537577,30966154c212ff43f6d6e654de0c8cb159165fb7b6620bba29519f84b711580f
n3b-corridor-cv0.65-p0.85-r10,corridor,0.65,0.85,10,120817268239463,a5daf12fa303d5b0693ad296a72cee0da8edd932aaaf146fbbc673b68c090f45
n3b-corridor-cv0.65-p0.85-r11,corridor,0.65,0.85,11,181924734769068,2672531d6a75831688274b2ba529ba276dd1aed4ad5190cfadcf1f6b0f10465a
n3b-corridor-cv0.65-p0.85-r12,corridor,0.65,0.85,12,252581725854711,9fd15f0503c0953b7582b0190fde348c0a7926acb8f65bc57f4d346f6842b5c8
n3b-corridor-cv0.65-p0.85-r13,corridor,0.65,0.85,13,257622783980592,911e8c3aac2ffbbbb008c5a0eb256ca2b5876be4adda72ecbe2033bf1ee91e11
n3b-corridor-cv0.65-p0.85-r14,corridor,0.65,0.85,14,38201037416560,e18384521129465c93b29c27275cea5c4877e4a11dd3b31ebe2893ab280cbd58
n3b-corridor-cv0.65-p0.85-r15,corridor,0.65,0.85,15,196415306216919,6bf893f918904df3b515de8c92c69a921e7700840faa3df15632d8eb4c98ddd7
n3b-corridor-cv0.65-p0.85-r16,corridor,0.65,0.85,16,81664890082408,41f444588f2634c81bba0aedcc3e820eaa7736db4f9240a6c79767aa2be319db
n3b-corridor-cv0.65-p0.85-r17,corridor,0.65,0.85,17,33540908680004,e58956961d3c52f9ddd07513b10b23875c82eb62049ab92936c154056de32512
n3b-corridor-cv1.00-p0.85-r00,corridor,1.0,0.85,0,7466388200410,3bbecd80ba9f86a5fb34e500a6fec17677c9d0f71c1909556b3cad125e7b1ba7
n3b-corridor-cv1.00-p0.85-r01,corridor,1.0,0.85,1,257473633865180,6d2d0c32a23c8dc5ca6ff3de7d43afd58d7bff66359b964b96cdc1cf49a1b5ec
n3b-corridor-cv1.00-p0.85-r02,corridor,1.0,0.85,2,58565412582433,f6c5afe7f3e27994dc74c16e0fb7b5120ef74619e277ac6793a771b8a0749ad8
n3b-corridor-cv1.00-p0.85-r03,corridor,1.0,0.85,3,236125595736857,a21f2d76ccb600b68309cae90a3274ff28c584d6c3fbd96f400ae1c7f0c8e8ff
n3b-corridor-cv1.00-p0.85-r04,corridor,1.0,0.85,4,190180604579302,d737fe00af4819c7b8c7e6b8e365a85107652035fd95bfa8f03cb6d49a1fdaeb
n3b-corridor-cv1.00-p0.85-r05,corridor,1.0,0.85,5,238970334551245,96a6a11a07c00678f3ca88a2431903cefedbb8bbf740facd330ed85d812f53b0
n3b-corridor-cv1.00-p0.85-r06,corridor,1.0,0.85,6,201516052532708,62f93e6a5f1f9caa09d242f9eebb51effb7e4f98b795a167d02fa593ef41ac3c
n3b-corridor-cv1.00-p0.85-r07,corridor,1.0,0.85,7,135412394135898,dce408bc9509eb4d6f59e31b0fb7bf7b7627a1f2b4c7e7ecda756b56c6caa71c
n3b-corridor-cv1.00-p0.85-r08,corridor,1.0,0.85,8,186832829185710,0bf885b88b014032c11fe798683c3f6276a469f18bf93e98997db87711151b49
n3b-corridor-cv1.00-p0.85-r09,corridor,1.0,0.85,9,16111768539824,a1d228f0196893d6300f1d6e5eb5b41b914bb083c13e63e33e4ac8c93f74ccf0
n3b-corridor-cv1.00-p0.85-r10,corridor,1.0,0.85,10,189686221276812,62b34b22fb96c84f32639c5ab35121ff4538463b3c5fcb9e17747ad41341dbfd
n3b-corridor-cv1.00-p0.85-r11,corridor,1.0,0.85,11,134963489694130,140b88c78bc8695c3abf23f8c39d70b8ddcd22505a8cd6e08c72c291bf0f563f
n3b-corridor-cv1.00-p0.85-r12,corridor,1.0,0.85,12,222565570825750,762537d68c41bf4ee50f5df7aa9c4936d0a51f04036d16b8f11aa7f4a5e2ac45
n3b-corridor-cv1.00-p0.85-r13,corridor,1.0,0.85,13,196129231181433,bec394e9558a6f4efb310d327e74170a504485302df30d09c12e709aac5bd743
n3b-corridor-cv1.00-p0.85-r14,corridor,1.0,0.85,14,121374793915653,8f98b44e226cbcf90408edfac73ce9a42da96581ecc0ced0ea139e17b6e0215b
n3b-corridor-cv1.00-p0.85-r15,corridor,1.0,0.85,15,61400753873156,ce330ae32cffc87bfbc01f57dfd4d3452d5c8e93ead39eb0512c5545c63e0926
n3b-corridor-cv1.00-p0.85-r16,corridor,1.0,0.85,16,27281260242344,979e830282afad087cdafea9bdaffe3533624aeb0d8615e24e973e33112cbd42
n3b-corridor-cv1.00-p0.85-r17,corridor,1.0,0.85,17,271785617604149,1d8d1023aa665532f624a3e7dd1eec893f74d15f8bb2f43f2e89f14913b952d7
