source,source_record_id,query_id,window_id,candidate_id,identity_key,v1_match,match_method,title,doi
openalex,https://openalex.org/W4385155193,F04,primary,C1E34C4925F5C,doi:10.1016/j.robot.2023.104492,yes,doi_exact,Optimization techniques for Multi-Robot Task Allocation problems: Review on the state-of-the-art,10.1016/j.robot.2023.104492
openalex,https://openalex.org/W2135132740,F04,primary,C6523E4540A0D,doi:10.1109/cdc.2008.4739098,no,new,A distributed auction algorithm for the assignment problem,10.1109/cdc.2008.4739098
openalex,https://openalex.org/W2088668112,F04,primary,C2A3DD50E6830,doi:10.1016/j.robot.2010.03.011,yes,doi_exact,Repeated auctions for robust task execution by a robot team,10.1016/j.robot.2010.03.011
openalex,https://openalex.org/W3096656822,F04,primary,C86FD126585DC,doi:10.1109/access.2020.3030190,yes,doi_exact,"Collaborative Multi-Robot Search and Rescue: Planning, Coordination, Perception, and Active Vision",10.1109/access.2020.3030190
openalex,https://openalex.org/W2076422387,F04,primary,C891DE52864F0,doi:10.1109/tcyb.2015.2418052,yes,doi_exact,A Heuristic Distributed Task Allocation Method for Multivehicle Multitask Problems and Its Application to Search and Rescue Scenario,10.1109/tcyb.2015.2418052
openalex,https://openalex.org/W2756720074,F04,primary,C55AEC4EE9876,doi:10.1109/tcyb.2017.2743164,yes,doi_exact,Distributed Task Rescheduling With Time Constraints for the Optimization of Total Task Allocations in a Multirobot System,10.1109/tcyb.2017.2743164
openalex,https://openalex.org/W3005448462,F04,primary,C20FBE73D7292,doi:10.1109/access.2020.2971585,yes,doi_exact,A Distributed Approach to the Multi-Robot Task Allocation Problem Using the Consensus-Based Bundle Algorithm and Ant Colony System,10.1109/access.2020.2971585
openalex,https://openalex.org/W2253228981,F04,primary,C524F35731846,tav:a fast distributed auction and consensus process for allocation of prioritised tasks in multi robot systems|2011,no,new,A Fast Distributed Auction and Consensus Process for Allocation of Prioritised Tasks in Multi-Robot Systems,
openalex,https://openalex.org/W4309818899,F04,primary,C3EF72778D75A,doi:10.1016/j.robot.2022.104314,yes,doi_exact,Multi-robot task allocation clustering based on game theory,10.1016/j.robot.2022.104314
openalex,https://openalex.org/W2146121432,F04,primary,CF78CD428E991,doi:10.1109/iros.2011.6094948,yes,doi_exact,A fast distributed auction and consensus process using parallel task allocation and execution,10.1109/iros.2011.6094948
openalex,https://openalex.org/W2128285524,F04,primary,C20522AB473AF,doi:10.1109/icra.2011.5980500,yes,doi_exact,Multi-robot assignment algorithm for tasks with set precedence constraints,10.1109/icra.2011.5980500
openalex,https://openalex.org/W2940459376,F04,primary,C3F21E81E4A7C,doi:10.1109/access.2019.2912306,no,new,LSAR: Multi-UAV Collaboration for Search and Rescue Missions,10.1109/access.2019.2912306
openalex,https://openalex.org/W3214218149,F04,primary,C21A5C922AE39,doi:10.1007/s11370-021-00393-4,yes,doi_exact,Multi-robot task allocation problem with multiple nonlinear criteria using branch and bound and genetic algorithms,10.1007/s11370-021-00393-4
openalex,https://openalex.org/W2065608827,F04,primary,CB7615D6CD379,doi:10.1007/s12559-014-9265-0,no,new,A Consensus-Based Grouping Algorithm for Multi-agent Cooperative Task Allocation with Complex Requirements,10.1007/s12559-014-9265-0
openalex,https://openalex.org/W2805031923,F04,primary,C5423D5A19BA0,doi:10.3389/frobt.2018.00059,yes,doi_exact,Cooperative Object Transport in Multi-Robot Systems: A Review of the State-of-the-Art,10.3389/frobt.2018.00059
openalex,https://openalex.org/W2913512536,F04,primary,CD08729954364,doi:10.1016/j.trc.2019.01.004,no,new,A consensus-based distributed trajectory control in a signal-free intersection,10.1016/j.trc.2019.01.004
openalex,https://openalex.org/W3152770304,F04,primary,C8620A2DF94BF,doi:10.1007/s10846-021-01378-2,yes,doi_exact,"Multi-Robot Coordination Analysis, Taxonomy, Challenges and Future Scope",10.1007/s10846-021-01378-2
openalex,https://openalex.org/W2605051224,F04,primary,CD0FD2F35D381,doi:10.1609/aaai.v31i1.11145,no,new,Multi-Robot Allocation of Tasks with Temporal and Ordering Constraints,10.1609/aaai.v31i1.11145
openalex,https://openalex.org/W4226197570,F04,primary,CA474E92DBDF5,doi:10.1109/access.2022.3165198,yes,doi_exact,Cooperative Task Allocation for Multi-Robot Systems Based on Multi-Objective Ant Colony System,10.1109/access.2022.3165198
openalex,https://openalex.org/W2805031923,F05,primary,C5423D5A19BA0,doi:10.3389/frobt.2018.00059,yes,doi_exact,Cooperative Object Transport in Multi-Robot Systems: A Review of the State-of-the-Art,10.3389/frobt.2018.00059
openalex,https://openalex.org/W2295546444,F05,primary,C09765F3EE979,doi:10.15607/rss.2013.ix.011,no,new,"Dynamics, Control and Planning for Cooperative Manipulation of Payloads Suspended by Cables from Multiple Quadrotor Robots",10.15607/rss.2013.ix.011
openalex,https://openalex.org/W2470235696,F05,primary,CB49E26DB4A4A,doi:10.15607/rss.2009.v,no,new,Robotics: Science and Systems V,10.15607/rss.2009.v
openalex,https://openalex.org/W2789905221,F05,primary,CE5BD3DDB5D68,doi:10.1016/j.mechatronics.2018.02.009,no,new,"Survey on human–robot collaboration in industrial settings: Safety, intuitive interfaces and applications",10.1016/j.mechatronics.2018.02.009
openalex,https://openalex.org/W2765218414,F05,primary,C17EC25600A5B,doi:10.1007/s10514-017-9677-2,no,new,Progress and prospects of the human–robot collaboration,10.1007/s10514-017-9677-2
openalex,https://openalex.org/W2054381558,F05,primary,C3A47955E8DB3,doi:10.1109/tro.2015.2400731,no,new,Occlusion-Based Cooperative Transport with a Swarm of Miniature Mobile Robots,10.1109/tro.2015.2400731
openalex,https://openalex.org/W4317604158,F05,primary,C4F0B5BB85F46,doi:10.1109/ojcs.2023.3238324,yes,doi_exact,"Multi-Robot Systems and Cooperative Object Transport: Communications, Platforms, and Challenges",10.1109/ojcs.2023.3238324
openalex,https://openalex.org/W2910539662,F05,primary,C9882AB073BAC,doi:10.1016/j.rcim.2019.01.002,no,new,Design of cooperative mobile robots for co-manipulation and transportation tasks,10.1016/j.rcim.2019.01.002
openalex,https://openalex.org/W3174123873,F05,primary,CA885F7BEF253,doi:10.1109/tro.2021.3084395,no,new,"Past, Present, and Future of Aerial Robotic Manipulators",10.1109/tro.2021.3084395
openalex,https://openalex.org/W2807656081,F05,primary,CB29874BDC22B,doi:10.1016/j.isatra.2018.05.022,no,new,Multi-objective control for cooperative payload transport with rotorcraft UAVs,10.1016/j.isatra.2018.05.022
openalex,https://openalex.org/W1978295341,F05,primary,CA664C4DDA25C,doi:10.1016/j.dt.2013.03.001,yes,doi_exact,Research Advance in Swarm Robotics,10.1016/j.dt.2013.03.001
openalex,https://openalex.org/W2097005306,F05,primary,C332C58A69B29,doi:10.1109/tmech.2006.871092,no,new,Screw-theoretic analysis framework for cooperative payload transport by mobile manipulator collectives,10.1109/tmech.2006.871092
openalex,https://openalex.org/W1895310206,F05,primary,C3F72B220EA03,doi:10.1007/978-3-540-30301-5_51,no,new,Search and Rescue Robotics,10.1007/978-3-540-30301-5_51
openalex,https://openalex.org/W2159266888,F05,primary,C686C0E1DE53C,doi:10.1109/robot.2002.1013709,no,new,Mars rover pair cooperatively transporting a long payload,10.1109/robot.2002.1013709
openalex,https://openalex.org/W2885466692,F05,primary,CD2B8CCEBDDCF,doi:10.1186/s10033-018-0267-9,no,new,A Review on Cable-driven Parallel Robots,10.1186/s10033-018-0267-9
openalex,https://openalex.org/W3152770304,F05,primary,C8620A2DF94BF,doi:10.1007/s10846-021-01378-2,yes,doi_exact,"Multi-Robot Coordination Analysis, Taxonomy, Challenges and Future Scope",10.1007/s10846-021-01378-2
openalex,https://openalex.org/W3138047676,F05,primary,C40F4D37A7FA5,doi:10.1007/s10207-021-00545-8,no,new,"Robotics cyber security: vulnerabilities, attacks, countermeasures, and recommendations",10.1007/s10207-021-00545-8
openalex,https://openalex.org/W2294241086,F05,primary,C38E7C391BA32,doi:10.15607/rss.2009.v.001,no,new,Cooperative manipulation and transportation with aerial robots,10.15607/rss.2009.v.001
openalex,https://openalex.org/W4296552195,F05,primary,CA7E5C70893AE,doi:10.1038/s41586-022-04988-4,yes,doi_exact,Aerial additive manufacturing with multiple autonomous robots,10.1038/s41586-022-04988-4
openalex,https://openalex.org/W2402735465,F05,primary,CDE493C0614DB,doi:10.1007/978-4-431-55879-8_13,yes,doi_exact,Cooperative Mobile Robot Control Architecture for Lifting and Transportation of Any Shape Payload,10.1007/978-4-431-55879-8_13
openalex,https://openalex.org/W1846144685,F05,primary,C87CB2392A7A8,doi:10.1016/j.procir.2015.08.014,no,new,Design Considerations for Safe Human-robot Collaborative Workplaces,10.1016/j.procir.2015.08.014
openalex,https://openalex.org/W2901162426,F05,primary,C80CCA1189AC7,doi:10.3390/s18114075,no,new,Wireless Communication Technologies for Safe Cooperative Cyber Physical Systems,10.3390/s18114075
openalex,https://openalex.org/W3088990421,F05,primary,CDA494F606429,doi:10.1109/access.2020.3025287,yes,doi_exact,Decentralized Control of Multi-Robot System in Cooperative Object Transportation Using Deep Reinforcement Learning,10.1109/access.2020.3025287
openalex,https://openalex.org/W4365452077,F05,primary,C394CCFE6567A,doi:10.1016/j.isatra.2023.04.006,yes,doi_exact,Design and control of a multi-mobile-robot cooperative transport system based on a novel six degree-of-freedom connector,10.1016/j.isatra.2023.04.006
openalex,https://openalex.org/W2141202025,F05,primary,C922769157D3F,doi:10.1109/mra.2007.339623,no,new,Modular Self-Reconfigurable Robot Systems,10.1109/mra.2007.339623
openalex,https://openalex.org/W1560564965,F05,foundational,C821F742FD7E5,tav:stanford aerospace research laboratory research overview|1993,no,new,Stanford Aerospace Research Laboratory research overview,
openalex,https://openalex.org/W1890901176,F05,foundational,C1C9F043D5D17,tav:automation and robotics for the space exploration initiative results from project outreach|1991,no,new,Automation and robotics for the Space Exploration Initiative: Results from Project Outreach,
openalex,https://openalex.org/W4206079372,F05,foundational,CE6BAF6C30972,doi:10.1002/9780470172506.gloss,no,new,Robotics Terminology,10.1002/9780470172506.gloss
openalex,https://openalex.org/W4235975228,F05,foundational,CF348374E2692,doi:10.2172/10135804,no,new,Robotics Technology Development Program. Technology summary,10.2172/10135804
openalex,https://openalex.org/W4387034832,F05,foundational,CDAE95B939891,doi:10.2172/6254686,no,new,"Environmental Restoration and Waste Management Robotics Technology Development Program Robotics 5-Year Program Plan: Volume II, Program Plan",10.2172/6254686
openalex,https://openalex.org/W1556681154,F05,foundational,C0322248BF789,tav:an assessment of the technology of automated rendezvous and capture in space|1998,no,new,An Assessment of the Technology of Automated Rendezvous and Capture in Space,
openalex,https://openalex.org/W3154400406,F05,foundational,CE1886490019D,tav:adaptive and robust control of flexible joint robots with joint torque feedback|1998,no,new,Adaptive and Robust Control of Flexible Joint Robots with Joint Torque Feedback,
openalex,https://openalex.org/W774495666,F05,foundational,CF284B49263E5,tav:study of robotics systems applications to the space station program|1983,no,new,Study of robotics systems applications to the space station program,
openalex,https://openalex.org/W2793075455,F05,foundational,CAAB2AC1A7436,doi:10.6028/nist.ir.5667v1,no,new,"A study of potential applications of automation and robotics technology in construction, maintenance and operation of highway systems:",10.6028/nist.ir.5667v1
openalex,https://openalex.org/W1551095406,F05,foundational,C2B650F32F8E3,tav:a colony architecture for an artificial creature|1989,no,new,A Colony Architecture for an Artificial Creature,
openalex,https://openalex.org/W821238038,F05,foundational,CDA1FDA4C44B4,tav:report of nasa lunar energy enterprise case study task force|1989,no,new,Report of NASA Lunar Energy Enterprise Case Study Task Force,
openalex,https://openalex.org/W3029664358,F05,foundational,C15D95DFC9391,tav:human capabilities in space|1984,no,new,Human capabilities in space,
openalex,https://openalex.org/W1634503469,F05,foundational,C9190231C86DE,tav:lunar exploration rover program developments|1994,no,new,Lunar exploration rover program developments,
openalex,https://openalex.org/W132295870,F05,foundational,C5D531F49B5ED,tav:remote science operation center research|1986,no,new,Remote Science Operation Center research,
openalex,https://openalex.org/W2298750723,F05,foundational,C6ADA066803EB,doi:10.26021/1597,no,new,The control of flexible-link robots carrying large payloads : from theory to experiments.,10.26021/1597
openalex,https://openalex.org/W828033813,F05,foundational,CBA05F946ED42,tav:nasa institute for advanced concepts|1999,no,new,NASA Institute for Advanced Concepts,
openalex,https://openalex.org/W1583690260,F05,foundational,C82383FD38C49,tav:microgravity a teacher s guide with activities in science mathematics and technology|1997,no,new,"Microgravity: A Teacher's Guide With Activities in Science, Mathematics, and Technology",
openalex,https://openalex.org/W3104870583,F05,foundational,C16235B733DA7,doi:10.5962/bhl.title.39118,no,new,Remotely operated vehicles,10.5962/bhl.title.39118
openalex,https://openalex.org/W812384136,F05,foundational,C986BB11415A2,doi:10.1016/0003-6870(92)90301-b,no,new,Human machine interfaces for tele-operators and virtual environments,10.1016/0003-6870(92)90301-b
openalex,https://openalex.org/W759182227,F05,foundational,C9B58AE050ADA,tav:automation and robotics human performance|1990,no,new,Automation and robotics human performance,
openalex,https://openalex.org/W286567151,F05,foundational,CAF00D2A50019,tav:government sponsored programs on structures technology|1997,no,new,Government-Sponsored Programs on Structures Technology,
openalex,https://openalex.org/W3179719540,F05,foundational,C86B53A9ADCB5,tav:a broadcast based coordination scheme for a system of autonomous mobile robots|1994,no,new,A broadcast-based coordination scheme for a system of autonomous mobile robots,
openalex,https://openalex.org/W790420581,F05,foundational,C6CC18B8A6175,tav:aerobrake assembly with minimum space station accommodation|1991,no,new,Aerobrake assembly with minimum Space Station accommodation,
openalex,https://openalex.org/W2966939738,F05,foundational,CA6C122A8171C,tav:spinoff 1976 a bicentennial report|1976,no,new,Spinoff 1976: A Bicentennial Report,
openalex,https://openalex.org/W297244940,F05,foundational,CB442883A6520,tav:jtec panel report on space and transatmospheric propulsion technology|1990,no,new,JTEC panel report on space and transatmospheric propulsion technology,
openalex,https://openalex.org/W2140929789,F06,primary,CE9B1CE0A649D,doi:10.5772/57313,yes,doi_exact,A Survey and Analysis of Multi-Robot Coordination,10.5772/57313
openalex,https://openalex.org/W2805031923,F06,primary,C5423D5A19BA0,doi:10.3389/frobt.2018.00059,yes,doi_exact,Cooperative Object Transport in Multi-Robot Systems: A Review of the State-of-the-Art,10.3389/frobt.2018.00059
openalex,https://openalex.org/W2789905221,F06,primary,CE5BD3DDB5D68,doi:10.1016/j.mechatronics.2018.02.009,no,new,"Survey on human–robot collaboration in industrial settings: Safety, intuitive interfaces and applications",10.1016/j.mechatronics.2018.02.009
openalex,https://openalex.org/W4210818687,F06,primary,CE44AEE603294,doi:10.1021/acs.chemrev.1c00481,no,new,Magnetic Soft Materials and Robots,10.1021/acs.chemrev.1c00481
openalex,https://openalex.org/W2765218414,F06,primary,C17EC25600A5B,doi:10.1007/s10514-017-9677-2,no,new,Progress and prospects of the human–robot collaboration,10.1007/s10514-017-9677-2
openalex,https://openalex.org/W4291819654,F06,primary,C441DC04A557E,doi:10.1007/s11042-022-13644-y,no,new,"Object detection using YOLO: challenges, architectural successors, datasets and applications",10.1007/s11042-022-13644-y
openalex,https://openalex.org/W4317604158,F06,primary,C4F0B5BB85F46,doi:10.1109/ojcs.2023.3238324,yes,doi_exact,"Multi-Robot Systems and Cooperative Object Transport: Communications, Platforms, and Challenges",10.1109/ojcs.2023.3238324
openalex,https://openalex.org/W2470235696,F06,primary,CB49E26DB4A4A,doi:10.15607/rss.2009.v,no,new,Robotics: Science and Systems V,10.15607/rss.2009.v
openalex,https://openalex.org/W3127511342,F06,primary,CCEC9D8FB3892,doi:10.1016/j.eswa.2021.114660,no,new,Trajectory planning for multi-robot systems: Methods and applications,10.1016/j.eswa.2021.114660
openalex,https://openalex.org/W3125055412,F06,primary,CF38547686B7B,doi:10.1016/j.ejor.2021.01.019,yes,doi_exact,Planning and control of autonomous mobile robots for intralogistics: Literature review and research agenda,10.1016/j.ejor.2021.01.019
openalex,https://openalex.org/W3166238888,F06,primary,C5F0D57FC3708,doi:10.1016/j.cogr.2021.06.001,yes,doi_exact,Substantial capabilities of robotics in enhancing industry 4.0 implementation,10.1016/j.cogr.2021.06.001
openalex,https://openalex.org/W3174123873,F06,primary,CA885F7BEF253,doi:10.1109/tro.2021.3084395,no,new,"Past, Present, and Future of Aerial Robotic Manipulators",10.1109/tro.2021.3084395
openalex,https://openalex.org/W1895310206,F06,primary,C3F72B220EA03,doi:10.1007/978-3-540-30301-5_51,no,new,Search and Rescue Robotics,10.1007/978-3-540-30301-5_51
openalex,https://openalex.org/W2768174095,F06,primary,C6881DAD52392,doi:10.1109/access.2017.2773127,no,new,Working Together: A Review on Safe Human-Robot Collaboration in Industrial Environments,10.1109/access.2017.2773127
openalex,https://openalex.org/W3152770304,F06,primary,C8620A2DF94BF,doi:10.1007/s10846-021-01378-2,yes,doi_exact,"Multi-Robot Coordination Analysis, Taxonomy, Challenges and Future Scope",10.1007/s10846-021-01378-2
openalex,https://openalex.org/W3134399564,F06,primary,C6EE6749F7371,doi:10.3390/robotics10010047,no,new,Service Robots in the Healthcare Sector,10.3390/robotics10010047
openalex,https://openalex.org/W2809349612,F06,primary,CA7499F6C8520,doi:10.1016/j.cirpj.2018.05.003,no,new,A method for planning human robot shared tasks,10.1016/j.cirpj.2018.05.003
openalex,https://openalex.org/W1982603963,F06,primary,CBB8000902AC0,doi:10.1016/j.robot.2012.02.004,no,new,Robotics software frameworks for multi-agent robotic systems development,10.1016/j.robot.2012.02.004
openalex,https://openalex.org/W3115599775,F06,primary,C3DE1719773D9,doi:10.1002/adfm.202005137,no,new,Magnetic Actuation Methods in Bio/Soft Robotics,10.1002/adfm.202005137
openalex,https://openalex.org/W2803750062,F06,primary,CF1C37D5AF138,doi:10.1109/comst.2018.2849509,no,new,Survey on Multi-Access Edge Computing for Internet of Things Realization,10.1109/comst.2018.2849509
openalex,https://openalex.org/W2981316255,F06,primary,CD100E5E6A893,doi:10.1109/etfa.2019.8868987,no,new,Survey on multi-robot manipulation of deformable objects,10.1109/etfa.2019.8868987
openalex,https://openalex.org/W3148921802,F06,primary,C63239EAD5F69,doi:10.1109/access.2021.3070634,no,new,A Comprehensive Review on NSGA-II for Multi-Objective Combinatorial Optimization Problems,10.1109/access.2021.3070634
openalex,https://openalex.org/W4296552195,F06,primary,CA7E5C70893AE,doi:10.1038/s41586-022-04988-4,yes,doi_exact,Aerial additive manufacturing with multiple autonomous robots,10.1038/s41586-022-04988-4
openalex,https://openalex.org/W3034606981,F06,primary,C842BC2505C78,doi:10.1109/access.2020.3001277,no,new,"A Survey of Multi-Access Edge Computing in 5G and Beyond: Fundamentals, Technology Integration, and State-of-the-Art",10.1109/access.2020.3001277
openalex,https://openalex.org/W2921599593,F06,primary,C7167F3F42103,doi:10.1126/scirobotics.aau8479,no,new,A review of collective robotic construction,10.1126/scirobotics.aau8479
openalex,https://openalex.org/W4387895087,F07,primary,C280781B3FE24,doi:10.1007/s10015-023-00908-5,no,new,A data grid strategy for non-prehensile object transport by a multi-robot system,10.1007/s10015-023-00908-5
openalex,https://openalex.org/W4389920466,F07,primary,CD70B3CCEF275,doi:10.1017/s0263574723001704,no,new,Force-based organization and control scheme for the non-prehensile cooperative transportation of objects,10.1017/s0263574723001704
openalex,https://openalex.org/W3102873856,F07,primary,C9B10DE129D77,doi:10.1146/annurev-control-061520-010405,no,new,Mechanisms for Robotic Grasping and Manipulation,10.1146/annurev-control-061520-010405
openalex,https://openalex.org/W3185444974,F07,primary,CD60330D06F9E,doi:10.1561/9781680838596,no,new,A Roadmap for US Robotics – From Internet to Robotics 2020 Edition,10.1561/9781680838596
openalex,https://openalex.org/W3012171967,F07,primary,C397D42B364D0,doi:10.1109/access.2020.2979929,yes,doi_exact,Robotic Swarm Motion Planning for Load Carrying and Manipulating,10.1109/access.2020.2979929
openalex,https://openalex.org/W2295340815,F07,primary,C0BED51D8E83B,doi:10.15607/rss.2008.iv.019,no,new,Abstractions and Algorithms for Cooperative Multiple Robot Planar Manipulation,10.15607/rss.2008.iv.019
openalex,https://openalex.org/W4319950026,F07,primary,C2082F362C762,doi:10.1049/cth2.12432,no,new,Compliant‐based robotic 3D bin packing with unavoidable uncertainties,10.1049/cth2.12432
openalex,https://openalex.org/W4387676587,F07,primary,C9DBB29969DD5,doi:10.58190/ijamec.2023.40,no,new,A Non-Contact Object Delivery System Using Leader-Follower Formation Control for Multi-Robots,10.58190/ijamec.2023.40
openalex,https://openalex.org/W145346663,F07,primary,C937ED98D5416,tav:grasping and assembling with modular robots|2014,no,new,Grasping and assembling with modular robots,
openalex,https://openalex.org/W4381233153,F07,primary,C237EC78A6E93,doi:10.1109/lra.2023.3287363,yes,doi_exact,TacMMs: Tactile Mobile Manipulators for Warehouse Automation,10.1109/lra.2023.3287363
openalex,https://openalex.org/W4393383247,F07,primary,CA6FB7EA99679,doi:10.1002/rob.22321,no,new,Towards practical robotic chef: Review of relevant work and future challenges,10.1002/rob.22321
openalex,https://openalex.org/W4405957605,F07,primary,C28313BC7E8CB,doi:10.48550/arxiv.2412.20998,no,new,T-DOM: A Taxonomy for Robotic Manipulation of Deformable Objects,10.48550/arxiv.2412.20998
openalex,https://openalex.org/W3139089294,F07,primary,C4AE917757236,doi:10.5204/thesis.eprints.207886,no,new,Robotic grasping in unstructured and dynamic environments,10.5204/thesis.eprints.207886
openalex,https://openalex.org/W4404779852,F07,primary,C762DF3E712EF,doi:10.1007/s11721-024-00246-7,no,new,Occlusion-based object transportation around obstacles with a swarm of miniature robots,10.1007/s11721-024-00246-7
openalex,https://openalex.org/W2623503439,F07,primary,C22F7210D83EC,doi:10.1184/r1/6721364,no,new,Robust Rearrangement Planning Using Nonprehensile Interaction,10.1184/r1/6721364
openalex,https://openalex.org/W4306704382,F07,primary,CBD1CE9A56B49,doi:10.48550/arxiv.2210.07420,no,new,Learning to Efficiently Plan Robust Frictional Multi-Object Grasps,10.48550/arxiv.2210.07420
openalex,https://openalex.org/W2037009643,F07,primary,C7A5DD677104B,doi:10.1007/s11071-014-1643-3,no,new,Decomposition frameworks for cooperative manipulation of a planar rigid body with multiple unilateral thrusters,10.1007/s11071-014-1643-3
openalex,https://openalex.org/W7162700061,F07,primary,C4E9484B3034A,tav:multi robot box transport over different surfaces with decentralized role based proportional control|2026,no,new,Multi-Robot Box Transport over Different Surfaces with Decentralized Role-based Proportional Control,
openalex,https://openalex.org/W4396914070,F07,primary,CA0B8EA202E23,doi:10.48550/arxiv.2405.07908,no,new,Collaborative Planar Pushing of Polytopic Objects with Multiple Robots in Complex Scenes,10.48550/arxiv.2405.07908
openalex,https://openalex.org/W2310734115,F07,primary,C865ED0186C2F,tav:coordinated nonprehensile manipulation for parts transfer mechanics control and planning|2006,no,new,"Coordinated nonprehensile manipulation for parts transfer: Mechanics, control, and planning",
openalex,https://openalex.org/W4410704551,F07,primary,CA5A4BBA9A8CC,doi:10.1186/s40648-025-00308-3,yes,doi_exact,Cooperative transportation of an object with a nonholonomic constraint by a swarm robot,10.1186/s40648-025-00308-3
openalex,https://openalex.org/W7154045372,F07,primary,C24DC27F940F3,doi:10.21203/rs.3.rs-9157105/v1,no,new,Distributed Cooperative Transportation of an Elastic Object Using Omnidirectional Mobile Robots,10.21203/rs.3.rs-9157105/v1
openalex,https://openalex.org/W7168818361,F07,primary,C6CACD850A584,doi:10.1007/s11044-026-10181-6,no,new,Distributed cooperative transportation of an elastic object using omnidirectional mobile robots,10.1007/s11044-026-10181-6
openalex,https://openalex.org/W4320167252,F07,primary,C4358D26313CD,doi:10.48550/arxiv.2206.00229,no,new,Multi-Object Grasping in the Plane,10.48550/arxiv.2206.00229
openalex,https://openalex.org/W4286783877,F07,primary,CCD5126F76AC7,doi:10.48550/arxiv.2003.10247,no,new,Linear Time-Varying MPC for Nonprehensile Object Manipulation with a\n Nonholonomic Mobile Robot,10.48550/arxiv.2003.10247
openalex,https://openalex.org/W3174123873,F08,primary,CA885F7BEF253,doi:10.1109/tro.2021.3084395,no,new,"Past, Present, and Future of Aerial Robotic Manipulators",10.1109/tro.2021.3084395
openalex,https://openalex.org/W2934971075,F08,primary,C16CF59D72425,doi:10.1007/s00170-019-03403-z,no,new,Industrial robotic machining: a review,10.1007/s00170-019-03403-z
openalex,https://openalex.org/W2095462685,F08,primary,C5D1B9C9734F9,doi:10.5402/2013/726506,no,new,Continuous Backbone “Continuum” Robot Manipulators,10.5402/2013/726506
openalex,https://openalex.org/W4288885957,F08,primary,C0956EAD593FB,doi:10.1016/j.robot.2022.104224,no,new,A survey of robot manipulation in contact,10.1016/j.robot.2022.104224
openalex,https://openalex.org/W2810622842,F08,primary,CADA93C874F41,doi:10.1109/tmech.2018.2848255,no,new,ODAR: Aerial Manipulation Platform Enabling Omnidirectional Wrench Generation,10.1109/tmech.2018.2848255
openalex,https://openalex.org/W3037426978,F08,primary,C83D9A06BF206,doi:10.1088/2516-1091/ab9f41,no,new,Challenges of continuum robots in clinical context: a review,10.1088/2516-1091/ab9f41
openalex,https://openalex.org/W2051410726,F08,primary,CEDB48F78D097,doi:10.1007/s00170-012-4433-4,no,new,Robot machining: recent development and future research issues,10.1007/s00170-012-4433-4
openalex,https://openalex.org/W3093987621,F08,primary,CA805AC1C5CAA,doi:10.1016/j.mechmachtheory.2020.104141,no,new,Multi-Objective optimal design of a cable driven parallel robot for rehabilitation tasks,10.1016/j.mechmachtheory.2020.104141
openalex,https://openalex.org/W2981316255,F08,primary,CD100E5E6A893,doi:10.1109/etfa.2019.8868987,no,new,Survey on multi-robot manipulation of deformable objects,10.1109/etfa.2019.8868987
openalex,https://openalex.org/W2986578974,F08,primary,CB7929AA753DF,doi:10.1109/mra.2019.2943395,no,new,Humanoid Robots in Aircraft Manufacturing: The Airbus Use Cases,10.1109/mra.2019.2943395
openalex,https://openalex.org/W1527127121,F08,primary,C86E54FEED1C6,doi:10.5772/9183,no,new,Dexterous Robotic Manipulation of Deformable Objects with Multi-Sensory Feedback - a Review,10.5772/9183
openalex,https://openalex.org/W2533621232,F08,primary,CB2F23F0E2DFC,doi:10.1016/j.robot.2016.10.003,no,new,Finger design automation for industrial robot grippers: A review,10.1016/j.robot.2016.10.003
openalex,https://openalex.org/W2099355316,F08,primary,CF5B251096ED3,doi:10.13189/ujme.2014.020603,no,new,Continuum Arm Robotic Manipulator: A Review,10.13189/ujme.2014.020603
openalex,https://openalex.org/W2020966348,F08,primary,C4453F1240F28,doi:10.1299/mer.2014dsm0004,no,new,Cable-driven parallel mechanisms: state of the art and perspectives,10.1299/mer.2014dsm0004
openalex,https://openalex.org/W3182689414,F08,primary,C363476B88A2E,doi:10.1002/aisy.202100047,no,new,Interactive Force Control Based on Multimodal Robot Skin for Physical Human−Robot Collaboration,10.1002/aisy.202100047
openalex,https://openalex.org/W4387653674,F08,primary,C0E70AB27F358,doi:10.1007/s10514-023-10146-0,no,new,RoLoMa: robust loco-manipulation for quadruped robots with arms,10.1007/s10514-023-10146-0
openalex,https://openalex.org/W4285603480,F08,primary,C172AD1F4335C,doi:10.1007/s10846-022-01668-3,no,new,Precise Cable-Suspended Pick-and-Place with an Aerial Multi-robot System,10.1007/s10846-022-01668-3
openalex,https://openalex.org/W3102873856,F08,primary,C9B10DE129D77,doi:10.1146/annurev-control-061520-010405,no,new,Mechanisms for Robotic Grasping and Manipulation,10.1146/annurev-control-061520-010405
openalex,https://openalex.org/W2922464707,F08,primary,C52F04E572AC3,doi:10.1016/j.robot.2019.03.003,no,new,Cobot programming for collaborative industrial tasks: An overview,10.1016/j.robot.2019.03.003
openalex,https://openalex.org/W2909574549,F08,primary,C50D5A35DF22E,doi:10.1109/iros.2018.8594140,yes,doi_exact,Human-Robot Cooperative Object Manipulation with Contact Changes,10.1109/iros.2018.8594140
openalex,https://openalex.org/W3182112682,F08,primary,CDAC69D385152,doi:10.1109/access.2021.3093856,no,new,Experimental Evaluation of Aerial Manipulation Robot in Contact With 15 kV Power Line: Shielded and Long Reach Configurations,10.1109/access.2021.3093856
