candidate_id,title,title_original,title_norm,authors,authors_original,authors_norm,year,year_original,venue,venue_original,doi,doi_original,doi_norm,abstract,document_type,source_ids,provenance,provenance_sources,provenance_queries,verification_status,metadata_verification_status,evidence_status,screening_status,legacy_seed_id,wos_ut,citation_count,citation_count_source,retrieved_at_utc,duplicate_status,dedup_status,dedup_parent_candidate_id,notes,seed_raw
C33AC3BEE0DA8,"A Review of Hybrid VLC/RF Networks: Features, Applications, and Future Directions","A Review of Hybrid VLC/RF Networks: Features, Applications, and Future Directions",a review of hybrid vlc rf networks features applications and future directions,Lisandra Bravo Alvarez; Samuel Montejo‐Sánchez; Lien Rodríguez‐López; César A. Azurdia-Meza; Gabriel Saavedra,Lisandra Bravo Alvarez; Samuel Montejo‐Sánchez; Lien Rodríguez‐López; César A. Azurdia-Meza; Gabriel Saavedra,lisandra bravo alvarez; samuel montejo‐sánchez; lien rodríguez‐lópez; césar a. azurdia-meza; gabriel saavedra,2023,2023,Sensors,Sensors,10.3390/s23177545,https://doi.org/10.3390/s23177545,10.3390/s23177545,,article,openalex:https://openalex.org/W4386324891,openalex,openalex,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,pending,,,66,openalex,2026-09-13T22:39:35.927672+00:00,unique,unique,,,
C41F7C8CC14A1,Adaptive Fuzzy Event-Triggered Cooperative Control for Multi-Robot Systems: A Predefined-Time Strategy,Adaptive Fuzzy Event-Triggered Cooperative Control for Multi-Robot Systems: A Predefined-Time Strategy,adaptive fuzzy event triggered cooperative control for multi robot systems a predefined time strategy,Xuehong Tian; Xin Huang; Haitao Liu; Qingqun Mai,Xuehong Tian; Xin Huang; Haitao Liu; Qingqun Mai,xuehong tian; xin huang; haitao liu; qingqun mai,2023,2023,Sensors,Sensors,10.3390/s23187950,10.3390/s23187950,10.3390/s23187950,"A predefined-time adaptive fuzzy cooperative controller with event triggering is proposed for multi-robot systems that takes into account external disturbances, input saturation, and model uncertainties in this paper. First, based on the asymmetric tan-type barrier Lyapunov function, a predefined-time controller is proposed to acquire a quick response and more precise convergence time under the directed communication topology. Second, predefined-time fuzzy logic systems are developed to approximate external disturbances and model uncertainties. Third, a dynamic relative threshold event-triggered mechanism is improved to save the communication resources of the robots. Subsequently, the proof procedure for the predefined-time stability is given using the Lyapunov stability theorem. Finally, some simulation examples, including a comparative experi-ment on multi-robot systems, are provided to test the effectiveness of the above algorithm.",journal-article,crossref:10.3390/s23187950,crossref,crossref,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,pending,,,5,crossref,2026-09-13T22:39:35.906227+00:00,unique,unique,,,
CC8B994B3AED4,An Omnidirectional Transportation System With High Terrain Adaptability and Flexible Configurations Using Multiple Nonholonomic Mobile Robots,,an omnidirectional transportation system with high terrain adaptability and flexible configurations using multiple nonholonomic mobile robots,"Liu, Quan; Nie, Zhenguo; Gong, Zhao; Liu, Xin-Jun",,,2023,,IEEE ROBOTICS AND AUTOMATION LETTERS,,10.1109/lra.2023.3301723,,10.1109/lra.2023.3301723,"Multi-robot cooperative transportation systems (MRCTSs) hold great potential in industrial material transport, where they need to be omnidirectional, highly flexible, adaptable to various terrains, and cost-effective. This letter presents an industrial MRCTS that employs a novel composite connector, consisting of a passive revolute joint and a gasbag, to link the robots and the payload. An angular sensor is used in the revolute joint to provide feedback control on the robot's orientation. We also introduce a simplified and cost-effective cooperative strategy that treats the robots as steering wheels (SWs) and the entire transportation system as a single robot with multiple SWs. The cooperative strategy for transporting payloads only necessitates handling robots to measure their heading, and the information provided to handling robots solely consists of the control velocities of the payload. Besides, we provide kinematics controllers for the entire system and individual robots and successfully perform three kinds of physical handling experiments. Experimental results demonstrate that the system can smoothly shuttle between flat and sloping roads without any midway stopping and possess highly flexible configurations. Besides, the system shows omnidirectional mobility, despite using nonholonomic mobile robots.",Article,wos:WOS:001049939600007,wos,wos:F05_primary_wos_plaintext_full_record_cited_references.txt,F05_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:001049939600007,15,wos,2026-09-13T22:39:35.967376+00:00,unique,unique,,,
C9B14DC8CEC46,Ant Colony Optimization for Heterogeneous Coalition Formation and Scheduling with Multi-Skilled Robots,Ant Colony Optimization for Heterogeneous Coalition Formation and Scheduling with Multi-Skilled Robots,ant colony optimization for heterogeneous coalition formation and scheduling with multi skilled robots,William Babincsak; Ashay Aswale; Carlo Pinciroli,William Babincsak; Ashay Aswale; Carlo Pinciroli,william babincsak; ashay aswale; carlo pinciroli,2023,2023,2023 International Symposium on Multi-Robot and Multi-Agent Systems (MRS),2023 International Symposium on Multi-Robot and Multi-Agent Systems (MRS),10.1109/mrs60187.2023.10416771,10.1109/mrs60187.2023.10416771,10.1109/mrs60187.2023.10416771,,proceedings-article,crossref:10.1109/mrs60187.2023.10416771,crossref,crossref,Q5_heterogeneous_local,metadata_verified,metadata_verified,not_evidence,pending,,,5,crossref,2026-09-13T22:39:35.872601+00:00,unique,unique,,,
CBF202D600FE4,Auction-Based Task Allocation and Motion Planning for Multi-Robot Systems with Human Supervision,,auction based task allocation and motion planning for multi robot systems with human supervision,"Galati, Giada; Primatesta, Stefano; Rizzo, Alessandro",,,2023,,JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,,10.1007/s10846-023-01935-x,,10.1007/s10846-023-01935-x,"This paper presents a task allocation strategy for a multi-robot system with a human supervisor. The multi-robot system consists of a team of heterogeneous robots with different capabilities that operate in a dynamic scenario that can change in the robots' capabilities or in the operational requirements. The human supervisor can intervene in the operation scenario by approving the final plan before its execution or forcing a robot to execute a specific task. The proposed task allocation strategy leverages an auction-based method in combination with a sampling-based multi-goal motion planning. The latter is used to evaluate the costs of execution of tasks based on realistic features of paths. The proposed architecture enables the allocation of tasks accounting for priorities and precedence constraints, as well as the quick re-allocation of tasks after a dynamic perturbation occurs -a crucial feature when the human supervisor preempts the outcome of the algorithm and makes manual adjustments. An extensive simulation campaign in a rescue scenario validates our approach in dynamic scenarios comprising a sensor failure of a robot, a total failure of a robot, and a human-driven re-allocation. We highlight the benefits of the proposed multi-goal strategy by comparing it with single-goal motion planning strategies at the state of the art. Finally, we provide evidence for the system efficiency by demonstrating the powerful synergistic combination of the auction-based allocation and the multi-goal motion planning approach.",Article,wos:WOS:001066852700001,wos,wos:F02_primary_wos_plaintext_full_record_cited_references.txt,F02_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:001066852700001,14,wos,2026-09-13T22:39:35.959310+00:00,unique,unique,,,
C9EB1691A1878,"Cooperative vehicular platooning: a multi-dimensional survey towards enhanced safety, security and validation","Cooperative vehicular platooning: a multi-dimensional survey towards enhanced safety, security and validation",cooperative vehicular platooning a multi dimensional survey towards enhanced safety security and validation,Ênio Vasconcelos Filho; Ricardo Severino; Pedro M. Santos; Anis Koubâa; Eduardo Tovar,Ênio Vasconcelos Filho; Ricardo Severino; Pedro M. Santos; Anis Koubâa; Eduardo Tovar,ênio vasconcelos filho; ricardo severino; pedro m. santos; anis koubâa; eduardo tovar,2023,2023,Cyber-Physical Systems,Cyber-Physical Systems,10.1080/23335777.2023.2214584,https://doi.org/10.1080/23335777.2023.2214584,10.1080/23335777.2023.2214584,,article,openalex:https://openalex.org/W4377824468,openalex,openalex,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,pending,,,13,openalex,2026-09-13T22:39:35.927537+00:00,unique,unique,,,
C90D31E8AFA02,Decentralized Randomly Distributed Multi-agent Multi-armed Bandit with Heterogeneous Rewards,Decentralized Randomly Distributed Multi-agent Multi-armed Bandit with Heterogeneous Rewards,decentralized randomly distributed multi agent multi armed bandit with heterogeneous rewards,Mengfan Xu; Diego Klabjan,Mengfan Xu; Diego Klabjan,mengfan xu; diego klabjan,2023,2023,Advances in Neural Information Processing Systems 36,Advances in Neural Information Processing Systems 36,10.52202/075280-3270,10.52202/075280-3270,10.52202/075280-3270,,proceedings-article,crossref:10.52202/075280-3270,crossref,crossref,Q5_heterogeneous_local,metadata_verified,metadata_verified,not_evidence,pending,,,0,crossref,2026-09-13T22:39:35.872576+00:00,unique,unique,,,
C04A83D345E8A,"Deep Reinforcement Learning for Resilient Power and Energy Systems: Progress, Prospects, and Future Avenues","Deep Reinforcement Learning for Resilient Power and Energy Systems: Progress, Prospects, and Future Avenues",deep reinforcement learning for resilient power and energy systems progress prospects and future avenues,Mukesh Gautam,Mukesh Gautam,mukesh gautam,2023,2023,Electricity,Electricity,10.3390/electricity4040020,https://doi.org/10.3390/electricity4040020,10.3390/electricity4040020,,article,openalex:https://openalex.org/W4389237440,openalex,openalex,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,pending,,,72,openalex,2026-09-13T22:39:35.927852+00:00,unique,unique,,,
C0DB8404395A4,Deep reinforcement learning of event-triggered communication and consensus-based control for distributed cooperative transport,Event-triggered communication and consensus-based control for distributed cooperative transport,deep reinforcement learning of event triggered communication and consensus based control for distributed cooperative transport,Kazuki Shibata; Tomohiko Jimbo; Takamitsu Matsubara,"Shibata, K.; Jimbo, T.; Matsubara, T.","shibata, k.; jimbo, t.; matsubara, t.",2023,2023,Robotics and Autonomous Systems,Robotics and Autonomous Systems,10.1016/j.robot.2022.104307,10.1016/j.robot.2022.104307,10.1016/j.robot.2022.104307,,journal-article,crossref:10.1016/j.robot.2022.104307,legacy_review;crossref,legacy_review;crossref,legacy_seed;legacy_seed_verify,unverified_seed,metadata_verified,not_evidence,pending,L014,,18,crossref,2026-09-13T22:39:35.532804+00:00,unique,unique,,,"{""authors"": ""Shibata, K.; Jimbo, T.; Matsubara, T."", ""doi"": ""10.1016/j.robot.2022.104307"", ""legacy_seed_id"": ""L014"", ""notes"": """", ""provenance"": ""legacy_review_reconstructed"", ""title"": ""Event-triggered communication and consensus-based control for distributed cooperative transport"", ""venue"": ""Robotics and Autonomous Systems"", ""verification_status"": ""unverified_seed"", ""year"": ""2023""}"
C394CCFE6567A,Design and control of a multi-mobile-robot cooperative transport system based on a novel six degree-of-freedom connector,Design and control of a multi-mobile-robot cooperative transport system based on a novel six degree-of-freedom connector,design and control of a multi mobile robot cooperative transport system based on a novel six degree of freedom connector,Zhao Gong; Zhenguo Nie; Quan Liu; Xin-Jun Liu,"Gong, Z.; et al.","gong, z.; et al.",2023,2023,ISA Transactions,ISA Transactions,10.1016/j.isatra.2023.04.006,10.1016/j.isatra.2023.04.006,10.1016/j.isatra.2023.04.006,,journal-article,crossref:10.1016/j.isatra.2023.04.006,legacy_review;crossref,legacy_review;crossref,legacy_seed;legacy_seed_verify,unverified_seed,metadata_verified,not_evidence,pending,L015,,18,crossref,2026-09-13T22:39:35.542454+00:00,unique,unique,,,"{""authors"": ""Gong, Z.; et al."", ""doi"": ""10.1016/j.isatra.2023.04.006"", ""legacy_seed_id"": ""L015"", ""notes"": """", ""provenance"": ""legacy_review_reconstructed"", ""title"": ""Design and control of a multi-mobile-robot cooperative transport system based on a novel six degree-of-freedom connector"", ""venue"": ""ISA Transactions"", ""verification_status"": ""unverified_seed"", ""year"": ""2023""}"
CFBE35740C7F0,Fast Force-Closure Grasp Synthesis With Learning-Based Sampling,Fast Force-Closure Grasp Synthesis With Learning-Based Sampling,fast force closure grasp synthesis with learning based sampling,Wei Xu; Weichao Guo; Xu Shi; Xinjun Sheng; Xiangyang Zhu,Wei Xu; Weichao Guo; Xu Shi; Xinjun Sheng; Xiangyang Zhu,wei xu; weichao guo; xu shi; xinjun sheng; xiangyang zhu,2023,2023,IEEE Robotics and Automation Letters,IEEE Robotics and Automation Letters,10.1109/lra.2023.3281906,10.1109/lra.2023.3281906,10.1109/lra.2023.3281906,,journal-article,crossref:10.1109/lra.2023.3281906,crossref,crossref,Q3_physical_certificate,metadata_verified,metadata_verified,not_evidence,pending,,,13,crossref,2026-09-13T22:39:35.824009+00:00,unique,unique,,,
C976A155453ED,Fast Task Allocation of Heterogeneous Robots With Temporal Logic and Inter-Task Constraints,,fast task allocation of heterogeneous robots with temporal logic and inter task constraints,"Li, Lin; Chen, Ziyang; Wang, Hao; Kan, Zhen",,,2023,,IEEE ROBOTICS AND AUTOMATION LETTERS,,10.1109/lra.2023.3290531,,10.1109/lra.2023.3290531,"This work develops a fast task allocation framework for heterogeneous multi-robot systems subject to both temporal logic and inter-task constraints. The considered inter-task constraints include unrelated tasks, compatible tasks, and exclusive tasks. To specify such inter-task relationships, we extend conventional atomic proposition to batch atomic propositions, which gives rise to the LTL$<^>{\mathcal {T}}$ formula. The Task Batch Planning Decision Tree (TB-PDT) is then developed, which is a variant of conventional decision tree specialized for temporal logic and inter-task constraints. The TB-PDT is built incrementally to represent the task progress and does not require sophisticated product automaton, which significantly reduces the search space. Based on TB-PDT, the search algorithm, namely Intensive Inter-task Relationship Tree Search (IIRTS), is developed for the fast task allocation of heterogeneous multi-robot systems. It is shown that the solution time of finding a satisfactory task allocation grows almost quadratically with the number of automaton states. Extensive simulation and experiment demonstrate the validity, the effectiveness, and the transferability of IIRTS.",Article,wos:WOS:001025473100014,wos,wos:F02_primary_wos_plaintext_full_record_cited_references.txt,F02_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:001025473100014,21,wos,2026-09-13T22:39:35.958729+00:00,unique,unique,,,
C5F24A6C09A05,From animal collective behaviors to swarm robotic cooperation,From animal collective behaviors to swarm robotic cooperation,from animal collective behaviors to swarm robotic cooperation,Haibin Duan; Mengzhen Huo; Yanming Fan,Haibin Duan; Mengzhen Huo; Yanming Fan,haibin duan; mengzhen huo; yanming fan,2023,2023,National Science Review,National Science Review,10.1093/nsr/nwad040,https://doi.org/10.1093/nsr/nwad040,10.1093/nsr/nwad040,,article,openalex:https://openalex.org/W4321015392,openalex,openalex,Q2_sharedload_distributed,metadata_verified,metadata_verified,not_evidence,pending,,,117,openalex,2026-09-13T22:39:35.813281+00:00,unique,unique,,,
C64E3848C7D11,Genetic Fuzzy Methodology for Decentralized Cooperative UAVs to Transport a Shared Payload,Genetic Fuzzy Methodology for Decentralized Cooperative UAVs to Transport a Shared Payload,genetic fuzzy methodology for decentralized cooperative uavs to transport a shared payload,Anoop Sathyan; Ou Ma; Kelly Cohen,Anoop Sathyan; Ou Ma; Kelly Cohen,anoop sathyan; ou ma; kelly cohen,2023,2023,Drones,Drones,10.3390/drones7020103,10.3390/drones7020103,10.3390/drones7020103,"In this work, we train controllers (models) using Genetic Fuzzy Methodology (GFM) for learning cooperative behavior in a team of decentralized UAVs to transport a shared slung payload. The training is done in a reinforcement learning fashion where the models learn strategies based on feedback received from the environment. The controllers in the UAVs are modeled as fuzzy systems. Genetic Algorithm is used to evolve the models to achieve the overall goal of bringing the payload to the desired locations while satisfying the physical and operational constraints. The UAVs do not explicitly communicate with one another, and each UAV makes its own decisions, thus making it a decentralized system. However, during the training, the cost function is defined such that it is a representation of the team’s effectiveness in achieving the overall goal of bringing the shared payload to the target. By including a penalization term for any constraint violation during the training, the UAVs learn strategies that do not require explicit communication to achieve efficient transportation of payload while satisfying all constraints. We also present the performance metrics by testing the trained UAVs on new scenarios with different target locations and with different number of UAVs in the team.",journal-article,crossref:10.3390/drones7020103,crossref,crossref,Q2_sharedload_distributed;Q7_counterexample_full_conjunction,metadata_verified,metadata_verified,not_evidence,pending,,,5,crossref,2026-09-13T22:39:35.791533+00:00,unique,unique,,,
CA06B90768DC3,Heterogeneous Coalition Formation and Scheduling with Multi-Skilled Robots,,heterogeneous coalition formation and scheduling with multi skilled robots,"Aswale, Ashay; Pinciroli, Carlo",,,2023,,2023 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),,10.1109/iros55552.2023.10342489,,10.1109/iros55552.2023.10342489,"We present an approach to task scheduling in heterogeneous multi-robot systems. In our setting, the tasks to complete require diverse skills. We assume that each robot is multi-skilled, i.e., each robot offers a subset of the possible skills. This makes the formation of heterogeneous teams (coalitions) a requirement for task completion. We present two centralized algorithms to schedule robots across tasks and to form suitable coalitions, assuming stochastic travel times across tasks. The coalitions are dynamic, in that the robots form and disband coalitions as the schedule is executed. The first algorithm we propose guarantees optimality, but its run-time is acceptable only for small problem instances. The second algorithm we propose can tackle large problems with short run-times, and is based on a heuristic approach that typically reaches 1x-2x of the optimal solution cost.",Proceedings Paper,wos:WOS:001136907800033,wos,wos:F01_primary_wos_plaintext_full_record_cited_references.txt,F01_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:001136907800033,6,wos,2026-09-13T22:39:35.954121+00:00,unique,unique,,,
C9ECC32B85296,Increasing Mobile Robot Tethered Payload Transport Capacity Through Multipurpose Manipulation,Increasing Mobile Robot Tethered Payload Transport Capacity Through Multipurpose Manipulation,increasing mobile robot tethered payload transport capacity through multipurpose manipulation,Raymond Kim; Edward Diller; Eemil Harkonen; Anirban Mazumdar,Raymond Kim; Edward Diller; Eemil Harkonen; Anirban Mazumdar,raymond kim; edward diller; eemil harkonen; anirban mazumdar,2023,2023,2023 IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM),2023 IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM),10.1109/aim46323.2023.10196251,10.1109/aim46323.2023.10196251,10.1109/aim46323.2023.10196251,,proceedings-article,crossref:10.1109/aim46323.2023.10196251,crossref,crossref,Q4_recovery_replacement,metadata_verified,metadata_verified,not_evidence,pending,,,0,crossref,2026-09-13T22:39:35.852934+00:00,unique,unique,,,
CB475AB66D923,Leaderless consensus decision-making determines cooperative transport direction in weaver ants,Leaderless consensus decision-making determines cooperative transport direction in weaver ants,leaderless consensus decision making determines cooperative transport direction in weaver ants,Daniele Carlesso; Madelyne Stewardson; Simon Garnier; Ofer Feinerman; Chris R. Reid,Daniele Carlesso; Madelyne Stewardson; Simon Garnier; Ofer Feinerman; Chris R. Reid,daniele carlesso; madelyne stewardson; simon garnier; ofer feinerman; chris r. reid,2023,2023,,,10.1101/2023.10.29.564117,10.1101/2023.10.29.564117,10.1101/2023.10.29.564117,"Abstract 
                 Animal groups need to achieve and maintain consensus to minimise conflict among individuals and prevent group fragmentation. An excellent example of a consensus challenge is cooperative transport, where multiple individuals cooperate to move a large item together. This behavior, regularly displayed by ants and humans only, requires individuals to agree on which direction to move in. Unlike humans, ants cannot use verbal communication but most likely rely on private information and/or mechanical forces sensed through the carried item to coordinate their behaviour. Here we investigated how groups of weaver ants achieve consensus during cooperative transport using a tethered-object protocol, where ants had to transport a prey item that was tethered in place with a thin string. This protocol allows the decoupling of the movement of informed ants from that of uninformed individuals. We showed that weaver ants pool together the opinions of all group members to increase their navigational accuracy. We confirmed this result using a symmetry-breaking task, in which we challenged ants with navigating an open-ended corridor. Weaver ants are the first reported ant species to use a ‘wisdom of the crowd’ strategy for cooperative transport, demonstrating that consensus mechanisms may differ according to the ecology of each species.",posted-content,crossref:10.1101/2023.10.29.564117,crossref,crossref,Q7_counterexample_full_conjunction,metadata_verified,metadata_verified,not_evidence,pending,,,2,crossref,2026-09-13T22:39:35.938870+00:00,unique,unique,,,
CAD59551B5523,"Learning Locally, Communicating Globally: Reinforcement Learning of Multi-robot Task Allocation for Cooperative Transport","Learning Locally, Communicating Globally: RL of MRTA for Cooperative Transport",learning locally communicating globally reinforcement learning of multi robot task allocation for cooperative transport,Kazuki Shibata; Tomohiko Jimbo; Tadashi Odashima; Keisuke Takeshita; Takamitsu Matsubara,"Shibata, K.; Jimbo, T.; Matsubara, T.","shibata, k.; jimbo, t.; matsubara, t.",2023,2023,IFAC-PapersOnLine,IFAC-PapersOnLine,10.1016/j.ifacol.2023.10.431,10.1016/j.ifacol.2023.10.431,10.1016/j.ifacol.2023.10.431,,journal-article,crossref:10.1016/j.ifacol.2023.10.431,legacy_review;crossref,legacy_review;crossref,legacy_seed;legacy_seed_verify,unverified_seed,metadata_verified,not_evidence,pending,L016,,14,crossref,2026-09-13T22:39:35.551468+00:00,unique,unique,,,"{""authors"": ""Shibata, K.; Jimbo, T.; Matsubara, T."", ""doi"": ""10.1016/j.ifacol.2023.10.431"", ""legacy_seed_id"": ""L016"", ""notes"": """", ""provenance"": ""legacy_review_reconstructed"", ""title"": ""Learning Locally, Communicating Globally: RL of MRTA for Cooperative Transport"", ""venue"": ""IFAC-PapersOnLine"", ""verification_status"": ""unverified_seed"", ""year"": ""2023""}"
CCFE8ABE83AD1,Minimum‐energy time‐varying formation of distributed multi‐agent systems with interaction constraints,Minimum‐energy time‐varying formation of distributed multi‐agent systems with interaction constraints,minimum energy time varying formation of distributed multi agent systems with interaction constraints,Donghao Qin; Le Wang; Junlong Li; Jianxiang Xi,Donghao Qin; Le Wang; Junlong Li; Jianxiang Xi,donghao qin; le wang; junlong li; jianxiang xi,2023,2023,Asian Journal of Control,Asian Journal of Control,10.1002/asjc.3095,https://doi.org/10.1002/asjc.3095,10.1002/asjc.3095,,article,openalex:https://openalex.org/W4376108639,openalex,openalex,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,pending,,,5,openalex,2026-09-13T22:39:35.927789+00:00,unique,unique,,,
C1E34C4925F5C,Optimization techniques for Multi-Robot Task Allocation problems: Review on the state-of-the-art,Optimization techniques for Multi-Robot Task Allocation problems: Review on the state-of-the-art,optimization techniques for multi robot task allocation problems review on the state of the art,Hamza Chakraa; F. Guérin; Edouard Leclercq; Dimitri Lefebvre,Hamza Chakraa; F. Guérin; Edouard Leclercq; Dimitri Lefebvre,hamza chakraa; f. guérin; edouard leclercq; dimitri lefebvre,2023,2023,Robotics and Autonomous Systems,Robotics and Autonomous Systems,10.1016/j.robot.2023.104492,https://doi.org/10.1016/j.robot.2023.104492,10.1016/j.robot.2023.104492,,article,openalex:https://openalex.org/W4385155193,openalex,openalex,Q5_heterogeneous_local,metadata_verified,metadata_verified,not_evidence,pending,,,200,openalex,2026-09-13T22:39:35.895232+00:00,unique,unique,,,
CFA3ED1756E20,Predefined-Time Consensus of Nonlinear Multi-Agent Input Delay/Dynamic Event-Triggered Under Switching Topology,Predefined-Time Consensus of Nonlinear Multi-Agent Input Delay/Dynamic Event-Triggered Under Switching Topology,predefined time consensus of nonlinear multi agent input delay dynamic event triggered under switching topology,Xiaolu Ma; Yibo Tan; Hong Mei,Xiaolu Ma; Yibo Tan; Hong Mei,xiaolu ma; yibo tan; hong mei,2023,2023,IEEE Access,IEEE Access,10.1109/access.2023.3258547,10.1109/access.2023.3258547,10.1109/access.2023.3258547,,journal-article,crossref:10.1109/access.2023.3258547,crossref,crossref,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,pending,,,15,crossref,2026-09-13T22:39:35.906116+00:00,unique,unique,,,
C3A88EABFDA15,Task Allocation of Multi-robot Coalition Formation,Task Allocation of Multi-robot Coalition Formation,task allocation of multi robot coalition formation,Chuang Huang; Hao Zhang; Zhuping Wang,Chuang Huang; Hao Zhang; Zhuping Wang,chuang huang; hao zhang; zhuping wang,2023,2023,Lecture Notes in Electrical Engineering Proceedings of 2021 5th Chinese Conference on Swarm Intelligence and Cooperative Control,Lecture Notes in Electrical Engineering Proceedings of 2021 5th Chinese Conference on Swarm Intelligence and Cooperative Control,10.1007/978-981-19-3998-3_22,10.1007/978-981-19-3998-3_22,10.1007/978-981-19-3998-3_22,,book-chapter,crossref:10.1007/978-981-19-3998-3_22,crossref,crossref,Q1_coalition_transport,metadata_verified,metadata_verified,not_evidence,pending,,,1,crossref,2026-09-13T22:39:35.773788+00:00,unique,unique,,,
C22635AD687FB,Task Elimination: Faster Coalition Formation for Overtasked Collectives,Task Elimination: Faster Coalition Formation for Overtasked Collectives,task elimination faster coalition formation for overtasked collectives,Grace Diehl; Julie A. Adams,Grace Diehl; Julie A. Adams,grace diehl; julie a. adams,2023,2023,2023 International Symposium on Multi-Robot and Multi-Agent Systems (MRS),2023 International Symposium on Multi-Robot and Multi-Agent Systems (MRS),10.1109/mrs60187.2023.10416770,10.1109/mrs60187.2023.10416770,10.1109/mrs60187.2023.10416770,,proceedings-article,crossref:10.1109/mrs60187.2023.10416770,crossref,crossref,Q1_coalition_transport,metadata_verified,metadata_verified,not_evidence,pending,,,0,crossref,2026-09-13T22:39:35.773637+00:00,unique,unique,,,
C4E676F926E1D,Towards Agrirobot Digital Twins: Agri-RO5—A Multi-Agent Architecture for Dynamic Fleet Simulation,Towards Agrirobot Digital Twins: Agri-RO5—A Multi-Agent Architecture for Dynamic Fleet Simulation,towards agrirobot digital twins agri ro5 a multi agent architecture for dynamic fleet simulation,Jorge Gutiérrez-Cejudo; Francisco Enguix; Marin Lujak; Carlos Carrascosa; Alberto Fernández; Luís Hernández,Jorge Gutiérrez-Cejudo; Francisco Enguix; Marin Lujak; Carlos Carrascosa; Alberto Fernández; Luís Hernández,jorge gutiérrez-cejudo; francisco enguix; marin lujak; carlos carrascosa; alberto fernández; luís hernández,2023,2023,Electronics,Electronics,10.3390/electronics13010080,https://doi.org/10.3390/electronics13010080,10.3390/electronics13010080,,article,openalex:https://openalex.org/W4390174894,openalex,openalex,Q5_heterogeneous_local,metadata_verified,metadata_verified,not_evidence,pending,,,18,openalex,2026-09-13T22:39:35.895689+00:00,unique,unique,,,
C3C0DDA383C6E,Two-stage multi-sensor fusion positioning system with seamless switching for cooperative mobile robot and manipulator system,Two-stage multi-sensor fusion positioning system with seamless switching for cooperative mobile robot and manipulator system,two stage multi sensor fusion positioning system with seamless switching for cooperative mobile robot and manipulator system,Manman Yang; Erfu Yang,Manman Yang; Erfu Yang,manman yang; erfu yang,2023,2023,International Journal of Intelligent Robotics and Applications,International Journal of Intelligent Robotics and Applications,10.1007/s41315-023-00276-0,10.1007/s41315-023-00276-0,10.1007/s41315-023-00276-0,"Abstract  The stoppage of a mobile platform is generally scheduled to feed parts for machines on production lines, such as fenced industrial robotic manipulators. A non-stop mobile robotic part feeding system can contribute to production efficiency and flexibility but contains several challenging tasks. For example, the industrial robotic manipulator needs to perceive the positions of the mobile robot accurately and robustly before grasping the supplies when the mobile robot moves around. Thus, based on the relative distance between the two robots, an interaction mode of the integrated robotic system consisting of a fixed robotic manipulator and a mobile robot is developed for robotic interaction. In order to accurately and robustly perceive the positions of a mobile robot, two different positioning approaches for the robotic manipulator positioning mobile robot in an indoor environment are utilised. One approach is ultrasonic sensors fused with inertia measurement units (IMU) by extended Kalman filter (EKF). Furthermore, an outlier rejection mechanism is implemented to escape outliers from ultrasonic measurement. Another positioning approach is achieved by detecting an ArUco marker with visual sensor. Lastly, a positioning switching strategy according to the visual sensor state allows the robotic manipulator to reposition the mobile robot seamlessly. According to the static experiments, EKF-based positioning approach fusing IMU with ultrasonic sensor can export high-accuracy (the root mean square error is 0.04 m) and high-precision (the standard deviation is 0.0033 m) in positioning while keeping a high update frequency of 181.9 HZ in static positioning. Evaluations through dynamic experiments demonstrate that the proposed positioning system can suppress the positioning drifts over time in comparison with wheel encoder-based positioning method. The two-stage repositioning strategy can support the robotic manipulator to identify the positions of the mobile robot robustly, even in the case when the visual sensor is occluded.",journal-article,crossref:10.1007/s41315-023-00276-0,crossref,crossref,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,pending,,,15,crossref,2026-09-13T22:39:35.906926+00:00,unique,unique,,,
C4AC079BB62C5,Virtual Coupling in Railways: A Comprehensive Review,Virtual Coupling in Railways: A Comprehensive Review,virtual coupling in railways a comprehensive review,Jesús Félez Mindán; Miguel Angel Vaquero-Serrano,Jesús Félez Mindán; Miguel Angel Vaquero-Serrano,jesús félez mindán; miguel angel vaquero-serrano,2023,2023,Machines,Machines,10.3390/machines11050521,https://doi.org/10.3390/machines11050521,10.3390/machines11050521,,article,openalex:https://openalex.org/W4367598767,openalex,openalex,Q2_sharedload_distributed,metadata_verified,metadata_verified,not_evidence,pending,,,86,openalex,2026-09-13T22:39:35.813319+00:00,unique,unique,,,
