source_path,locator,label,type,assumptions,domain,units,proof_status,dependencies,counterexample_check,claim_id,evidence_id,verdict,rationale,auditor,result_id,title,recommended_destination,source_audit,source_verdict,normalized_verdict,promotion_decision,normalization_note
paper/sec_comunicacion.tex,L648-L668,pr:frontera-retardo,proposicion,"h>0, kappa>0, retardo constante y modo escalar; positividad solo esta implicita.",Ecuacion diferencial retardada lineal; no se extiende a la red multimodal sin diagonalizacion valida.,"h y omega son 1/s, kappa es 1/s y tau es s; consistente.","PARTIAL: se hallan raices imaginarias, pero no se demuestra que sea el primer cruce ni la direccion/transversalidad del cruce.","th:N-ventana y th:intervalo se mencionan solo como lectura, no son necesarios para la algebra.",Las ramas tau_n=(atan(h/omega)+2pi n)/omega deben compararse; falta probar estabilidad para tau<tau* y cruce desestabilizante.,NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_comunicacion.tex:L648-L668,LIMITED,"Las ecuaciones de frontera son correctas, pero el calificativo primer cruce exige un argumento espectral adicional.",formal_audit_b,PAPER-FR-0065-pr:frontera-retardo,Frontera modal retardo-ganancia,monograph,semantic-b.csv,LIMITED,LIMITED,monograph-candidate-with-explicit-limitation,identity
paper/sec_comunicacion.tex,L680-L701,pr:limite-poblacion,proposicion,"Poblacion finita, tasas por agente acotadas y Lipschitz, escalado dependiente de densidad e inicializacion L2 O(1/N).",Aproximacion en horizonte finito de cadenas de Markov por una ODE; no certifica coaliciones atomicas ni tiempo infinito.,Estado y tasas normalizados; C_T absorbe la escala temporal. Sin magnitudes fisicas.,"COMPLETE_SKETCH_WITH_PRIMARY_THEOREM: descomposicion martingala, Doob y Gronwall identifican los pasos suficientes.",kurtz1970solutions; sandholm2010population.,No se encontro contraejemplo bajo Lipschitz y horizonte fijo; la conclusion puede fallar en horizonte creciente o tasas no Lipschitz.,NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_comunicacion.tex:L680-L701,PASS,La ley de grandes numeros y la cota cuadratica O(1/N) estan bien delimitadas a horizonte finito; no deben leerse como divisibilidad fisica.,formal_audit_b,PAPER-FR-0066-pr:limite-poblacion,Limite de poblacion para revisiones de Poisson,monograph,semantic-b.csv,PASS,PASS,proof-pass-but-claim-or-independent-evidence-unmapped,identity
paper/sec_continuacion.tex,L59-L75,pr:commit,proposicion,"Cotas L_d<=V<=U_d, cota superior del coste de transicion y delta>0.",Comparacion determinista de dos compromisos en el mismo estado/reinicio; no garantiza que las cotas sean computables.,"C_e, U, L, V y delta deben compartir unidad de coste; consistente.",COMPLETE: cadena de desigualdades exacta.,def:continuaciones y eq:valor-mision.,"No se encontro contraejemplo si las cuatro cotas son validas; una cota mal calibrada invalida el certificado, no la proposicion.",NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_continuacion.tex:L59-L75,PASS,Es un certificado suficiente correcto y deliberadamente conservador; su utilidad empirica requiere artefactos separados.,formal_audit_b,PAPER-FR-0067-pr:commit,Commit certificado por cotas,monograph,semantic-b.csv,PASS,PASS,proof-pass-but-claim-or-independent-evidence-unmapped,identity
paper/sec_continuacion.tex,L88-L107,pr:presupuesto-progreso,proposicion,"W no negativo, rho_0>0, delta>0, todos los intervalos cubren el tiempo y las dos disminuciones son aditivas; varias condiciones no se formalizan.","Contabilidad de una funcion presupuesto, no dinamica fisica.",W es coste; rho_0 coste/s; delta coste y Delta t s. Consistente.,PARTIAL: el proof despeja una desigualdad que en realidad debe asumirse como ley de actualizacion de W.,th:testigo y pr:reloj-seguro se invocan como interpretacion.,"Si la mejora de una revision ya esta incluida en el consumo durante el mismo intervalo, restar ambos terminos duplica progreso; hace falta definir incrementos disjuntos.",NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_continuacion.tex:L88-L107,LIMITED,"La cota es una identidad contable condicional, no consecuencia de las frases consume y mejora sin una ecuacion de balance precisa.",formal_audit_b,PAPER-FR-0068-pr:presupuesto-progreso,Presupuesto de progreso del testigo,monograph,semantic-b.csv,LIMITED,LIMITED,monograph-candidate-with-explicit-limitation,identity
paper/sec_continuacion.tex,L123-L168,pr:recourse,proposicion,"Margenes inicialmente no negativos, absolutamente continuos y sin saltos; cotas rho_j>=0; T_rec determinista.",Conservacion temporal de certificados escalares durante recuperacion; no prueba que exista reemplazo ni transicion segura.,"m_j/rho_j es s solo si cada rho_j conserva la unidad de m_j por segundo; el minimo mezcla tiempos, no margenes.","PARTIAL: integracion correcta, pero no trata rho_j=0 para todos, margen inicial cero ni resets de modo.",def:margen-vectorial; th:prima se cita solo como uso.,"Si algun margen salta negativamente por perdida de contacto, la cota derivativa entre saltos no protege; si el conjunto rho_j>0 es vacio, T_hold debe definirse como infinito.",NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_continuacion.tex:L123-L168,LIMITED,Condicion suficiente valida para margenes continuos con convenciones de borde; el enunciado necesita esas convenciones y no acredita recourse fisico.,formal_audit_b,PAPER-FR-0069-pr:recourse,Condicion suficiente de recourse,monograph,semantic-b.csv,LIMITED,LIMITED,monograph-candidate-with-explicit-limitation,identity
paper/sec_continuacion.tex,L205-L226,th:externalidad-atomica,teorema,"Coste propio separable, externalidad marginal exacta, interacciones por pares simetricas y continuaciones bien definidas.",Juego de trayectorias con desviaciones unilaterales finitas; no exige convexidad para la identidad ni da optimalidad global.,Todos los sumandos de J_a y P comparten unidad de coste.,COMPLETE: cancelacion exacta de la externalidad y de pares no incidentes.,def:continuaciones; definicion local de H y rho.,No se encontro contraejemplo bajo simetria; una interaccion asimetrica o externalidad aproximada rompe la igualdad.,NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_continuacion.tex:L205-L226,PASS,La identidad de potencial exacto esta correctamente demostrada para la estructura especificada; no hereda convexidad ni ejecutabilidad.,formal_audit_b,PAPER-FR-0070-th:externalidad-atomica,Externalidad atomica exacta,monograph,semantic-b.csv,PASS,PASS,proof-pass-but-claim-or-independent-evidence-unmapped,identity
paper/sec_continuacion.tex,L250-L269,pr:smith-caja,proposicion,T_i>0 y lambda_i>=0; J diferenciable y accion escalar; los signos se omiten en el enunciado.,Flujo continuo por coordenada en una caja; no demuestra convergencia a minimo ni estabilidad digital.,lambda_i debe escalar el tiempo inverso al gradiente; no se declara normalizacion.,COMPLETE_WITH_MISSING_ASSUMPTIONS: tangencia y dot J<=0 se prueban por casos.,J y gamma_i definidos localmente.,Con lambda_i<0 el flujo asciende e invierte las tangencias; por eso el signo omitido es material.,NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_continuacion.tex:L250-L269,LIMITED,El calculo es correcto si T_i y lambda_i son no negativos; faltan esos supuestos y no hay resultado de convergencia.,formal_audit_b,PAPER-FR-0071-pr:smith-caja,Dinamica Smith en caja,monograph,semantic-b.csv,LIMITED,LIMITED,monograph-candidate-with-explicit-limitation,identity
paper/sec_continuacion.tex,L283-L298,pr:convolucion-intencion,proposicion,"S definida positiva, Sigma_b semidefinida y variable euclidea gaussiana; no se enuncian.",Convolucion gaussiana en R^n; una pose angular en SE(2) no es globalmente gaussiana.,S y Sigma son covarianzas de pose al cuadrado; determinante y exponente son consistentes en coordenadas comunes.,"SKETCH: se invoca la convolucion y Monte Carlo, sin completar cuadrados ni normalizacion.",co:tensado se usa despues; no es necesario para la identidad.,Con S singular o una distribucion envuelta de orientacion la formula no esta definida o no es exacta.,NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_continuacion.tex:L283-L298,LIMITED,"Formula correcta para gaussianas euclideas no degeneradas, pero el enunciado omite definitud y no justifica el uso global sobre pose.",formal_audit_b,PAPER-FR-0072-pr:convolucion-intencion,Intencion publicada con incertidumbre,monograph,semantic-b.csv,LIMITED,LIMITED,monograph-candidate-with-explicit-limitation,identity
paper/sec_continuacion.tex,L311-L328,pr:conectividad-acumulada,proposicion,"L(t) laplaciano simetrico no negativo, c>0, e_I permanece en 1-perp y la senal es absolutamente continua; supuestos implicitos.","Consenso continuo con grafo variable; la integral de lambda_2 puntual es una condicion suficiente, no joint-connectivity general.",c lambda_2 tiene 1/s; el log es adimensional y T_G es s.,COMPLETE_WITH_IMPLICIT_SCOPE: Rayleigh y Gronwall prueban la cota para laplacianos no dirigidos.,Ninguna dependencia formal necesaria.,"Si los grafos dirigidos no son balanceados o e_I abandona 1-perp, lambda_2 no controla la norma. Grafos instantaneamente desconectados pueden mezclar por union aunque esta condicion no lo detecte.",NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_continuacion.tex:L311-L328,LIMITED,"La desigualdad es valida en el caso simetrico preservador del promedio, pero esos supuestos deben aparecer en el enunciado.",formal_audit_b,PAPER-FR-0073-pr:conectividad-acumulada,Conectividad acumulada antes del conflicto,monograph,semantic-b.csv,LIMITED,LIMITED,monograph-candidate-with-explicit-limitation,identity
paper/sec_continuacion.tex,L464-L479,pr:certificado-gradiente,proposicion,"Phi diferenciable m-fuertemente convexa en R^n; para FW, Phi convexa diferenciable y K caja compacta no vacia.",Dos cotas de suboptimalidad convexa; sin restricciones en la primera y caja en la segunda.,Gradiente al cuadrado dividido por m tiene unidad de Phi; G_FW tambien.,COMPLETE: minorante cuadratico y desigualdad de primer orden convexa.,Ninguna dependencia formal necesaria.,No se encontro contraejemplo bajo m>0 y caja compacta; para conjunto no acotado el maximo FW puede no existir.,NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_continuacion.tex:L464-L479,PASS,Ambas cotas son estandar y estan demostradas correctamente con el dominio correspondiente.,formal_audit_b,PAPER-FR-0074-pr:certificado-gradiente,Certificado de calidad por residual,monograph,semantic-b.csv,PASS,PASS,proof-pass-but-claim-or-independent-evidence-unmapped,identity
paper/sec_continuacion.tex,L577-L587,le:valoracion-2c,lema,"c>=0, error uniforme y existencia de minimizadores Bhat y B*.",Seleccion sobre un conjunto de propuestas; no requiere convexidad.,"Psi, Psihat y c comparten unidad de valor/coste.",COMPLETE: tres aplicaciones directas de la cota uniforme y optimalidad estimada.,Ninguna dependencia formal necesaria.,No se encontro contraejemplo; sin error uniforme el factor 2 no esta garantizado.,NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_continuacion.tex:L577-L587,PASS,"La cota 2c esta correctamente probada y es util como certificado determinista, con existencia de argmin implicita.",formal_audit_b,PAPER-FR-0075-le:valoracion-2c,Error de valoracion de propuestas,monograph,semantic-b.csv,PASS,PASS,proof-pass-but-claim-or-independent-evidence-unmapped,identity
paper/sec_degradacion.tex,L22-L70,th:degradacion,teorema,"Regularizacion positiva; los incisos (iii)-(iv) no fijan matriz KKT, norma, constantes ni operador contractivo.","Mezcla un QP singular regularizado, distancia a frontera factible y canal de consenso en un unico resultado.","a, delta y eta tienen naturalezas y escalas distintas; min{a,delta,eta} y q aproximado no son dimensionalmente definidos sin normalizacion.","INVALID_MIXED: (i)-(ii) tienen algebra singular valida en un regimen, (iii) se afirma por transporte y (iv) por composicion sin prueba.","th:autoridad; th:robusto; th:mapa, ninguno auditado aqui.",El condicionamiento de una KKT no crece necesariamente al acercarse una demanda a la frontera con matriz y conjunto bien condicionados; q aproximado no define cota. Ademas el teorema usa componentes con unidades incompatibles.,NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_degradacion.tex:L22-L70,FAIL,Un teorema unico no puede heredar los incisos exactos a las leyes de condicionamiento y rondas no demostradas; deben separarse y normalizarse.,formal_audit_b,PAPER-FR-0076-th:degradacion,Degradacion de recursos,archive-only,semantic-b.csv,FAIL,FAIL,reject-as-formal-support,identity
paper/sec_degradacion.tex,L101-L107,co:guarda-global,corolario,Depende de los cuatro incisos de th:degradacion y de co:guarda; no declara constantes de condicionamiento.,Guarda escalar de autoridad para tres propiedades heterogeneas.,kappa sqrt(epsilon_lambda) comparte unidad con a solo en el QP normalizado; no controla delta ni eta.,MISSING_AND_DEPENDS_ON_FAIL: no hay proof y la dependencia principal tiene incisos invalidos.,co:guarda; th:degradacion.,Fijar a no fija delta ni eta; dos instancias con igual a y distinta distancia a frontera/canal tienen condicionamiento y rondas diferentes.,NONE_IN_DOCS_04,SOURCE_STATEMENT_ONLY:paper/sec_degradacion.tex:L101-L107,FAIL,"La guarda de autoridad puede acotar residual/esfuerzo del QP, pero no simultaneamente condicionamiento y mezcla de red como se afirma.",formal_audit_b,PAPER-FR-0077-co:guarda-global,Guarda espectral acoplada,archive-only,semantic-b.csv,FAIL,FAIL,reject-as-formal-support,identity
paper/sec_estimacion.tex,L44-L100,pr:cubo,proposicion,Incrementos de rueda independientes y varianza proporcional a distancia; falta hipotesis de angulo pequeno/linealizacion.,Odometria de marcha recta; la prueba reemplaza sin declararlo sin(theta) por theta y usa un limite browniano.,"Varianzas de rumbo rad^2, longitudinal m^2 y transversal m^2; las leyes Theta comparan cada magnitud consigo misma.","INVALID_FOR_STATED_MODEL: el proof demuestra el modelo linealizado, no la odometria trigonometrica global de eq:odometria.",eq:odometria; eq:sigma-delta.,"A distancias asintoticamente grandes el rumbo difunde y sin(theta) queda acotado; la varianza transversal crece linealmente, no como Theta(d^3).",NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_estimacion.tex:L44-L100,FAIL,La ley cubica es local/preasintotica bajo linealizacion de rumbo; presentada como Theta(d) global bajo el modelo exacto es falsa.,formal_audit_b,PAPER-FR-0078-pr:cubo,La incertidumbre transversal crece con el cubo de la distancia,archive-only,semantic-b.csv,FAIL,FAIL,reject-as-formal-support,identity
paper/sec_estimacion.tex,L139-L153,pr:interseccion,proposicion,"Estimaciones insesgadas/consistentes y covarianzas definidas positivas; omega en [0,1]. Los supuestos de consistencia se omiten.",Covariance Intersection lineal con correlacion cruzada desconocida; no cubre directamente medias en SE(2) sin carta local.,Covarianzas y matrices de informacion son dimensionalmente compatibles solo en coordenadas con escala comun.,MISSING: se cita julier1997ci pero no se da demostracion ni se verifica el orden de dominancia afirmado.,julier1997ci.,"Si una covarianza reportada ya es optimista/inconsistente, CI no la vuelve consistente; la frase para cualquier correlacion requiere entradas consistentes.",NONE_IN_DOCS_04,SOURCE_STATEMENT_ONLY:paper/sec_estimacion.tex:L139-L153,LIMITED,"Resultado bibliografico util, pero faltan sus hipotesis esenciales y una pose en variedad requiere formulacion local explicita.",formal_audit_b,PAPER-FR-0079-pr:interseccion,Fusion consistente sin conocer la correlacion,background,semantic-b.csv,LIMITED,LIMITED,monograph-candidate-with-explicit-limitation,identity
paper/sec_estimacion.tex,L155-L190,th:asimetria,teorema,"Supone independencia condicional para log-odds, consenso que recupera suma y promedio aritmetico como unica fusion de pose; no se enuncian.",Comparacion de cartografia de ocupacion y localizacion cooperativa; formula una imposibilidad general.,Log-odds adimensionales; pose mezcla m y rad sin metrica declarada.,"INVALID_OVERGENERALIZATION: el proof enumera dificultades, no demuestra la imposibilidad ni la dicotomia final.",le:aditividad; th:mapa; pr:interseccion.,Existen estimadores distribuidos sobre SE(2) y filtros de informacion que mantienen correlaciones; por tanto localizacion no admite solo CI o centralizacion. Promediar log-odds tampoco equivale automaticamente a fusion bayesiana sin ponderacion/independencia.,NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_estimacion.tex:L155-L190,FAIL,"La asimetria practica es razonable, pero el teorema convierte limitaciones de un promedio ingenuo en una imposibilidad universal no probada.",formal_audit_b,PAPER-FR-0080-th:asimetria,Asimetria entre cartografiar y localizar,archive-only,semantic-b.csv,FAIL,FAIL,reject-as-formal-support,identity
paper/sec_estimacion.tex,L210-L241,co:tensado,corolario,"Error posicional gaussiano puntual, Sigma_xy valida y barrera 1-Lipschitz en posicion; faltan orientacion, dependencia temporal y probabilidad conjunta.",Tensado elipsoidal de una estimacion instantanea; el enunciado lo transfiere a invariancia de trayectoria.,d_tens en m; consistente para covarianza posicional m^2.,MISSING_AND_OVERCLAIMED: no hay proof de la transferencia a le:astop/th:astop-cuerpo.,pr:pose; le:astop; th:astop-cuerpo.,Una cobertura 1-alpha por muestra no implica probabilidad 1-alpha de invariancia durante multiples muestras; la union de fallos y error angular pueden violarla.,NONE_IN_DOCS_04,SOURCE_STATEMENT_ONLY:paper/sec_estimacion.tex:L210-L241,FAIL,"La formula contiene una elipse gaussiana en un disco conservador, pero no preserva por si sola una garantia temporal de invariancia.",formal_audit_b,PAPER-FR-0081-co:tensado,Tensado derivado del filtro,archive-only,semantic-b.csv,FAIL,FAIL,reject-as-formal-support,identity
paper/sec_fundamentos.tex,L63-L81,pr:pose,proposicion,Error euclideo de cada pose acotado por epsilon_p y distancia segura basada solo en posicion.,Separacion par a par en R^2; no cubre huellas orientadas ni error angular.,Todas las distancias y epsilon_p en m; h usa m^2.,COMPLETE: desigualdad triangular con dos errores.,s:pose.,No se encontro contraejemplo para discos/posiciones; con huellas no circulares se requiere incluir orientacion.,NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_fundamentos.tex:L63-L81,PASS,El estrechamiento 2epsilon_p es una condicion suficiente correcta para separacion posicional bajo error acotado.,formal_audit_b,PAPER-FR-0082-pr:pose,Estrechamiento de la barrera por error de pose,monograph,semantic-b.csv,PASS,PASS,proof-pass-but-claim-or-independent-evidence-unmapped,identity
paper/sec_informacion.tex,L8-L44,pr:implementable,proposicion,"El mecanismo debe depender solo de vecinos y datos disponibles en un salto, no solo poder identificar aristas; esa premisa queda implicita.",Calculabilidad local de grafos de proximidad euclideos.,No aplica unidad fisica salvo R_com en m.,"MISSING: cita Prop. 2.9 para los grafos, sin prueba ni extension a todo el mecanismo.",def:espacialmente; bullo2009distributed.,Un mecanismo puede tener grafo localmente calculable y payoff dependiente de un estado global; entonces el grafo se conoce en un salto pero el mecanismo no es implementable con esa informacion. La observacion L92-L105 lo reconoce.,NONE_IN_DOCS_04,SOURCE_STATEMENT_ONLY:paper/sec_informacion.tex:L8-L44,LIMITED,"La conclusion es valida para construir la vecindad, no para toda la evaluacion del payoff sin una hipotesis adicional de localidad de datos.",formal_audit_b,PAPER-FR-0083-pr:implementable,Condicion de implementabilidad,background,semantic-b.csv,LIMITED,LIMITED,monograph-candidate-with-explicit-limitation,identity
paper/sec_informacion.tex,L49-L67,th:jerarquia-grafos,teorema,"Puntos euclideos distintos, convenciones para empates/general position y definiciones exactas de RN, Gabriel, Delaunay y LD; no se declaran.",Teorema bibliografico sobre grafos de proximidad y corte por disco.,R_com en m; inclusiones y conectividad son adimensionales.,MISSING: no hay proof; se remite a bullo2009distributed sin localizar cada inciso.,bullo2009distributed.,Degeneraciones cocirculares pueden hacer no unico el Delaunay y alterar inclusiones segun convencion; deben fijarse empates.,NONE_IN_DOCS_04,SOURCE_STATEMENT_ONLY:paper/sec_informacion.tex:L49-L67,LIMITED,"La jerarquia es estandar bajo convenciones geometricas, pero no es una demostracion propia y el enunciado omite degeneraciones.",formal_audit_b,PAPER-FR-0084-th:jerarquia-grafos,"Orden, conectividad y localidad",background,semantic-b.csv,LIMITED,LIMITED,monograph-candidate-with-explicit-limitation,identity
paper/sec_informacion2.tex,L11-L31,pr:monotonia-info,proposicion,"Estado, compromiso y problema congelados; Theta_2 subconjunto de Theta_1.","Interseccion robusta de conjuntos de acciones, sin afirmacion sobre identificacion correcta de Theta.",No mezcla magnitudes: es inclusion de conjuntos.,COMPLETE: monotonia de intersecciones por inclusion del conjunto indice.,eq:factibilidad-robusta.,"No se encontro contraejemplo; una reduccion incorrecta que excluya el parametro real viola la premisa de incertidumbre valida, no el teorema.",NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_informacion2.tex:L11-L31,PASS,Resultado elemental pero formalmente correcto; solo afirma ampliacion del certificado robusto al reducir validamente la incertidumbre.,formal_audit_b,PAPER-FR-0085-pr:monotonia-info,Monotonia de la informacion,monograph,semantic-b.csv,PASS,PASS,proof-pass-but-claim-or-independent-evidence-unmapped,identity
paper/sec_informacion2.tex,L33-L46,co:medir,corolario,"No se define una metrica de ampliacion, transicion de creencias, coste de riesgo ni potencial comun.",Propuesta de accion informativa en el juego hibrido.,La ampliacion de un conjunto no es un escalar con unidad de payoff; tiempo y riesgo requieren pesos.,MISSING: no hay proof y la conclusion no se sigue solo de pr:monotonia-info.,pr:monotonia-info; def:estrategia.,Dos acciones pueden ampliar conjuntos no comparables por inclusion; no existe pago escalar ni identidad de potencial sin una funcion de valor explicita.,NONE_IN_DOCS_04,SOURCE_STATEMENT_ONLY:paper/sec_informacion2.tex:L33-L46,CONJECTURE,"Es una direccion de diseno plausible, no un corolario matematico. Debe formular valor de informacion, dinamica de creencias y externalidades.",formal_audit_b,PAPER-FR-0086-co:medir,Medir es una accion del juego,monograph,semantic-b.csv,CONJECTURE,CONJECTURE,monograph-candidate-with-explicit-limitation,identity
paper/sec_informacion2.tex,L102-L139,pr:euler-diverge,proposicion,"Silla bilineal, h>0 y norma euclidea; para extragradiente se restringe 0<h<1.","Ejemplo lineal no restringido; prueba un contraejemplo a Euler simultaneo, no convergencia general de extragradiente.",Variables normalizadas; h adimensional en el ejemplo.,COMPLETE: matrices de rotacion/escalado y normas desarrolladas exactamente.,eq:operador-silla.,"No se encontro contraejemplo; en h=1 el factor extragradiente es uno y para h>1 crece, conforme al limite.",NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_informacion2.tex:L102-L139,PASS,El ejemplo demuestra correctamente divergencia de Euler para todo h>0 y contraccion del extragradiente solo en 0<h<1.,formal_audit_b,PAPER-FR-0087-pr:euler-diverge,El paso de Euler simultaneo diverge,monograph,semantic-b.csv,PASS,PASS,proof-pass-but-claim-or-independent-evidence-unmapped,identity
paper/sec_mision.tex,L11-L51,pr:anidados,proposicion,Los tres K deben vivir en un espacio ambiente comun y las guardas de transicion deben conservar restricciones anteriores; no se definen.,"Fases con modos, contactos y variables diferentes.",No aplica directamente; restricciones cinematicas y fisicas mezclan unidades pero solo se afirma inclusion.,"PARTIAL: el proof dice que se anaden restricciones, aunque la propia redaccion indica que algunas desigualdades se sustituyen por igualdades.",def:automata; pr:cota; th:rigidizacion; pr:barrera-compuesta.,Si FORM y TRANS se representan en espacios/modos distintos no hay inclusion literal. Un reset de contacto puede satisfacer rigidez y perder una restriccion anterior si no se exige preservacion.,NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_mision.tex:L11-L51,LIMITED,La intuicion de conjuntos anidados necesita una incrustacion comun y un mapa de reset; anadir la etiqueta de fase no basta para una inclusion formal.,formal_audit_b,PAPER-FR-0088-pr:anidados,Los conjuntos admisibles se anidan,monograph,semantic-b.csv,LIMITED,LIMITED,monograph-candidate-with-explicit-limitation,identity
paper/sec_mision.tex,L53-L115,pr:rigidez,proposicion,"Contacto en el eje de traccion, marcos coherentes y rigidez planar ideal; la observacion posterior revela que el contacto real fuera del eje cambia la condicion.","Compatibilidad cinematica instantanea de twists, no factibilidad dinamica.","Filas de A combinan coeficientes adimensionales y brazo en m para mapear m/s,m/s,rad/s a m/s; consistente si r y e estan en el mismo marco.","PARTIAL: derivacion algebraica correcta en un marco comun, pero el enunciado declara r en marco de carga y usa theta mundial sin rotacion explicita.","Modelo diferencial y pr:fuera-eje, citado en la autocritica.","Para punto de contacto adelantado a>0, el mapa de entradas puede realizar velocidad planar arbitraria dentro de saturacion; A_kin xi=0 deja de ser la restriccion correcta, como L91-L115 reconoce.",NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_mision.tex:L53-L115,LIMITED,Es valido solo para el punto controlado sobre el eje y con marcos corregidos; no describe la interfaz Pioneer Cargo posterior.,formal_audit_b,PAPER-FR-0089-pr:rigidez,Restriccion de rigidez,background,semantic-b.csv,LIMITED,LIMITED,monograph-candidate-with-explicit-limitation,identity
paper/sec_mision.tex,L118-L140,le:astop,lema,"Obstaculo estatico, movimiento colineal, deceleracion realizable constante y sin otras restricciones; no se enuncian.",Distancia de frenado escalar de un AMR; se extrapola a todas las barreras y todo estado.,"v m/s, a m/s^2 y holguras m; consistente si h_min es distancia, pero h suele denotar funcion de barrera y queda ambiguo.","INVALID_OVERCLAIM: demuestra una distancia de parada unidimensional, no factibilidad simultanea de todas las barreras.",pr:hocbf.,"Un vecino que se aproxima, un obstaculo lateral en una trayectoria curva o una restriccion de contacto pueden hacer que frenar recto viole otra barrera aunque la distancia frontal satisfaga la formula.",NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_mision.tex:L118-L140,FAIL,"La cota cinetica es correcta en 1D estatico, pero no descarga la factibilidad de un programa multiobstaculo, no holonomo y acoplado.",formal_audit_b,PAPER-FR-0090-le:astop,Cota de velocidad por frenado,archive-only,semantic-b.csv,FAIL,FAIL,reject-as-formal-support,identity
paper/sec_mision.tex,L142-L148,co:invariancia-incondicional,corolario,"Depende de le:astop y pr:hocbf; no trata muestreo, obstaculos moviles, resets ni autoridad.",Invariancia global de toda fase y toda decision superior.,No se especifica la barrera ni sus unidades.,MISSING_AND_DEPENDS_ON_FAIL: no hay proof y le:astop no garantiza factibilidad conjunta.,le:astop; pr:hocbf.,Cualquier escenario de contraejemplo de le:astop con obstaculo movil o restriccion conflictiva invalida la independencia respecto de capas superiores.,NONE_IN_DOCS_04,SOURCE_STATEMENT_ONLY:paper/sec_mision.tex:L142-L148,FAIL,La prioridad lexicografica no crea una accion segura cuando el conjunto es vacio; incondicional es una sobreafirmacion.,formal_audit_b,PAPER-FR-0091-co:invariancia-incondicional,Invariancia incondicional,archive-only,semantic-b.csv,FAIL,FAIL,reject-as-formal-support,identity
paper/sec_mision.tex,L161-L223,th:astop-cuerpo,teorema,"W(C) compacto, F_fren>0, fuerza pura opuesta disponible, direccion/autoridad constantes, entorno estatico y contactos preservados; faltan varias.",Frenado planar de cuerpo compuesto mediante funcion soporte de un conjunto de wrench.,m v^2/F es m; fuerza en N y masa kg son consistentes. La direccion -vhat debe incrustarse en el espacio wrench con componente de par especificada.,"INVALID: el proof identifica el maximo de fuerza lineal con una deceleracion pura y omite el par, la rotacion y esfuerzos externos.",th:robusto para W(C); no auditado aqui.,"El wrench que maximiza fuerza opuesta puede tener par no nulo; entonces cambia orientacion y holgura, y no se sigue dot|V|=-F/m. Si F_fren=0 la barrera ni siquiera esta definida.",NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_mision.tex:L161-L223,FAIL,La funcion soporte debe restringirse a wrenches compatibles con par/rigidez y modelar la dinamica completa antes de afirmar invariancia.,formal_audit_b,PAPER-FR-0092-th:astop-cuerpo,Frenado del cuerpo compuesto,archive-only,semantic-b.csv,FAIL,FAIL,reject-as-formal-support,identity
paper/sec_mision.tex,L261-L287,pr:extincion,proposicion,"Se requiere tambien dot xi_d->0, estabilidad del lazo de precio, ausencia de otros pagos de permanencia y politica fisica de liberacion; no se enuncian.",Seguimiento asintotico y disolucion estrategica; no ejecuta desacoplamiento.,M dot xi y D xi son wrench; precio/payoff normalizados no se conectan dimensionalmente.,INVALID: el proof solo identifica un reposo para demanda cero y no prueba convergencia ni una desviacion estricta a libre.,eq:tatonnement; th:potencial.,"xi_d->0 no implica dot xi_d->0: por ejemplo xi_d(t)=sin(t^3)/t tiende a cero pero su derivada no. Aun con precio cero, costes de salida o beneficios de permanencia pueden impedir disolucion.",NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_mision.tex:L261-L287,FAIL,La cadena demanda cero -> precio cero -> pago cero -> liberacion contiene tres implicaciones no demostradas y omite el desacoplamiento fisico.,formal_audit_b,PAPER-FR-0093-pr:extincion,Extincion del precio y disolucion,archive-only,semantic-b.csv,FAIL,FAIL,reject-as-formal-support,identity
