t,robot,x,y,theta,policy
25.0,Pioneer_02,-12.1593,3.4408,1.6771,smith_qr_battery
25.0,Pioneer_03,0.481,0.5978,0.7305,smith_qr_battery
25.0,Pioneer_04,0.5977,0.6289,0.8059,smith_qr_battery
25.0,Pioneer_05,0.7271,0.2583,0.8882,smith_qr_battery
25.0,Pioneer_06,1.0147,-0.4252,0.9771,smith_qr_battery
25.0,Pioneer_07,1.3495,-0.8969,1.0717,smith_qr_battery
25.0,Pioneer_08,1.4809,-3.7272,1.1021,smith_qr_battery
25.0,Pioneer_09,1.9594,-3.2013,1.2253,smith_qr_battery
25.0,Pioneer_10,2.5366,-2.3785,1.3511,smith_qr_battery
25.0,Pioneer_11,3.2208,-1.6746,1.4757,smith_qr_battery
25.0,Pioneer_12,3.927,-1.2977,1.5953,smith_qr_battery
25.0,Pioneer_13,4.7539,-1.4435,1.7071,smith_qr_battery
25.0,Pioneer_14,5.7797,-1.9546,1.8094,smith_qr_battery
25.0,Pioneer_15,6.5859,-5.028,1.994,smith_qr_battery
25.5,Pioneer_01,0.6309,-0.6743,0.5996,smith_qr_battery
25.5,Pioneer_02,-12.2796,3.6612,1.6771,smith_qr_battery
25.5,Pioneer_03,0.5972,0.8045,0.7305,smith_qr_battery
25.5,Pioneer_04,0.7711,0.838,0.8059,smith_qr_battery
25.5,Pioneer_05,0.922,0.4283,0.8882,smith_qr_battery
25.5,Pioneer_06,1.1627,-0.1821,0.9771,smith_qr_battery
25.5,Pioneer_07,1.4825,-0.6952,1.0717,smith_qr_battery
25.5,Pioneer_08,1.5435,-3.5831,1.1021,smith_qr_battery
25.5,Pioneer_09,2.0185,-3.0932,1.2253,smith_qr_battery
25.5,Pioneer_10,2.5623,-2.2347,1.3511,smith_qr_battery
25.5,Pioneer_11,3.2091,-1.4513,1.4757,smith_qr_battery
25.5,Pioneer_12,3.9129,-1.1031,1.5953,smith_qr_battery
25.5,Pioneer_13,4.7387,-1.1746,1.7071,smith_qr_battery
25.5,Pioneer_14,5.6206,-1.7409,1.8094,smith_qr_battery
25.5,Pioneer_15,6.4301,-4.8012,1.994,smith_qr_battery
26.0,Pioneer_01,0.8662,-0.4689,0.5996,smith_qr_battery
26.0,Pioneer_02,-12.2504,3.8807,1.6771,smith_qr_battery
26.0,Pioneer_03,0.8429,0.9844,0.7305,smith_qr_battery
26.0,Pioneer_04,0.9384,1.0654,0.8059,smith_qr_battery
26.0,Pioneer_05,1.0877,0.6466,0.8882,smith_qr_battery
26.0,Pioneer_06,1.3009,0.0206,0.9771,smith_qr_battery
26.0,Pioneer_07,1.5779,-0.4538,1.0717,smith_qr_battery
26.0,Pioneer_08,1.7071,-3.4365,1.1021,smith_qr_battery
26.0,Pioneer_09,2.0543,-2.853,1.2253,smith_qr_battery
26.0,Pioneer_10,2.6355,-2.0268,1.3511,smith_qr_battery
26.0,Pioneer_11,3.1828,-1.2536,1.4757,smith_qr_battery
26.0,Pioneer_12,3.8778,-0.8053,1.5953,smith_qr_battery
26.0,Pioneer_13,4.6789,-0.9501,1.7071,smith_qr_battery
26.0,Pioneer_14,5.4918,-1.4992,1.8094,smith_qr_battery
26.0,Pioneer_15,6.2916,-4.559,1.994,smith_qr_battery
26.5,Pioneer_01,1.1672,-0.3316,0.5996,smith_qr_battery
26.5,Pioneer_02,-12.3209,4.0546,1.6771,smith_qr_battery
26.5,Pioneer_03,1.0862,1.1294,0.7305,smith_qr_battery
26.5,Pioneer_04,1.1417,1.2006,0.8059,smith_qr_battery
26.5,Pioneer_05,1.2554,0.8177,0.8882,smith_qr_battery
26.5,Pioneer_06,1.4824,0.2317,0.9771,smith_qr_battery
26.5,Pioneer_07,1.6781,-0.2287,1.0717,smith_qr_battery
26.5,Pioneer_08,1.7413,-3.2204,1.1021,smith_qr_battery
26.5,Pioneer_09,2.1124,-2.7008,1.2253,smith_qr_battery
26.5,Pioneer_10,2.6089,-1.7985,1.3511,smith_qr_battery
26.5,Pioneer_11,3.1871,-1.0291,1.4757,smith_qr_battery
26.5,Pioneer_12,3.8799,-0.6077,1.5953,smith_qr_battery
26.5,Pioneer_13,4.5691,-0.7083,1.7071,smith_qr_battery
26.5,Pioneer_14,5.4756,-1.268,1.8094,smith_qr_battery
26.5,Pioneer_15,6.1632,-4.431,1.994,smith_qr_battery
27.0,Pioneer_01,1.3769,-0.1294,0.5996,smith_qr_battery
27.0,Pioneer_02,-12.3423,4.2575,1.6771,smith_qr_battery
27.0,Pioneer_03,1.3395,1.3331,0.7305,smith_qr_battery
27.0,Pioneer_04,1.3539,1.4338,0.8059,smith_qr_battery
27.0,Pioneer_05,1.4599,0.9924,0.8882,smith_qr_battery
27.0,Pioneer_06,1.6256,0.4901,0.9771,smith_qr_battery
27.0,Pioneer_07,1.7723,0.0161,1.0717,smith_qr_battery
27.0,Pioneer_08,1.8664,-3.0243,1.1021,smith_qr_battery
27.0,Pioneer_09,2.2104,-2.471,1.2253,smith_qr_battery
27.0,Pioneer_10,2.6513,-1.6515,1.3511,smith_qr_battery
27.0,Pioneer_11,3.216,-0.8068,1.4757,smith_qr_battery
27.0,Pioneer_12,3.8578,-0.3884,1.5953,smith_qr_battery
27.0,Pioneer_13,4.5336,-0.4983,1.7071,smith_qr_battery
27.0,Pioneer_14,5.312,-0.9944,1.8094,smith_qr_battery
27.0,Pioneer_15,6.0159,-4.2698,1.994,smith_qr_battery
27.5,Pioneer_01,1.6717,0.0496,0.5996,smith_qr_battery
27.5,Pioneer_02,-12.4086,4.4699,1.6771,smith_qr_battery
27.5,Pioneer_03,1.5599,1.5202,0.7305,smith_qr_battery
27.5,Pioneer_04,1.556,1.5724,0.8059,smith_qr_battery
27.5,Pioneer_05,1.5968,1.2716,0.8882,smith_qr_battery
27.5,Pioneer_06,1.78,0.6483,0.9771,smith_qr_battery
27.5,Pioneer_07,1.9705,0.2672,1.0717,smith_qr_battery
27.5,Pioneer_08,1.9432,-2.8433,1.1021,smith_qr_battery
27.5,Pioneer_09,2.2799,-2.2486,1.2253,smith_qr_battery
27.5,Pioneer_10,2.6734,-1.4648,1.3511,smith_qr_battery
27.5,Pioneer_11,3.2066,-0.6203,1.4757,smith_qr_battery
27.5,Pioneer_12,3.8005,-0.1694,1.5953,smith_qr_battery
27.5,Pioneer_13,4.4925,-0.2552,1.7071,smith_qr_battery
27.5,Pioneer_14,5.2283,-0.7842,1.8094,smith_qr_battery
27.5,Pioneer_15,5.8661,-4.0635,1.994,smith_qr_battery
28.0,Pioneer_01,1.8969,0.2224,0.5996,smith_qr_battery
28.0,Pioneer_02,-12.4684,4.6608,1.6771,smith_qr_battery
28.0,Pioneer_03,1.7338,1.713,0.7305,smith_qr_battery
28.0,Pioneer_04,1.7317,1.7681,0.8059,smith_qr_battery
28.0,Pioneer_05,1.8276,1.4323,0.8882,smith_qr_battery
28.0,Pioneer_06,1.9207,0.8845,0.9771,smith_qr_battery
28.0,Pioneer_07,2.1347,0.4621,1.0717,smith_qr_battery
28.0,Pioneer_08,2.0787,-2.6584,1.1021,smith_qr_battery
28.0,Pioneer_09,2.3923,-2.0988,1.2253,smith_qr_battery
28.0,Pioneer_10,2.7885,-1.2219,1.3511,smith_qr_battery
28.0,Pioneer_11,3.2614,-0.4434,1.4757,smith_qr_battery
28.0,Pioneer_12,3.7535,0.0904,1.5953,smith_qr_battery
28.0,Pioneer_13,4.4638,-0.0246,1.7071,smith_qr_battery
28.0,Pioneer_14,5.1459,-0.5048,1.8094,smith_qr_battery
28.0,Pioneer_15,5.7022,-3.8365,1.994,smith_qr_battery
28.5,Pioneer_01,2.1274,0.3881,0.5996,smith_qr_battery
28.5,Pioneer_02,-12.5119,4.8375,1.6771,smith_qr_battery
28.5,Pioneer_03,1.9173,1.8782,0.7305,smith_qr_battery
28.5,Pioneer_04,1.9016,1.996,0.8059,smith_qr_battery
28.5,Pioneer_05,1.982,1.6366,0.8882,smith_qr_battery
28.5,Pioneer_06,2.108,1.0633,0.9771,smith_qr_battery
28.5,Pioneer_07,2.2351,0.7336,1.0717,smith_qr_battery
28.5,Pioneer_08,2.1788,-2.4599,1.1021,smith_qr_battery
28.5,Pioneer_09,2.4362,-1.9197,1.2253,smith_qr_battery
28.5,Pioneer_10,2.8221,-1.0298,1.3511,smith_qr_battery
28.5,Pioneer_11,3.2514,-0.2004,1.4757,smith_qr_battery
28.5,Pioneer_12,3.776,0.2506,1.5953,smith_qr_battery
28.5,Pioneer_13,4.4273,0.2339,1.7071,smith_qr_battery
28.5,Pioneer_14,5.0741,-0.2988,1.8094,smith_qr_battery
28.5,Pioneer_15,5.629,-3.6797,1.994,smith_qr_battery
29.0,Pioneer_01,2.4077,0.5606,0.5996,smith_qr_battery
29.0,Pioneer_02,-12.5236,5.0246,1.6771,smith_qr_battery
29.0,Pioneer_03,2.1489,2.0461,0.7305,smith_qr_battery
29.0,Pioneer_04,2.0775,2.1146,0.8059,smith_qr_battery
29.0,Pioneer_05,2.154,1.8371,0.8882,smith_qr_battery
29.0,Pioneer_06,2.2031,1.3197,0.9771,smith_qr_battery
29.0,Pioneer_07,2.3296,0.9124,1.0717,smith_qr_battery
29.0,Pioneer_08,2.2741,-2.287,1.1021,smith_qr_battery
29.0,Pioneer_09,2.5145,-1.6841,1.2253,smith_qr_battery
29.0,Pioneer_10,2.8484,-0.8494,1.3511,smith_qr_battery
29.0,Pioneer_11,3.287,0.0067,1.4757,smith_qr_battery
29.0,Pioneer_12,3.8136,0.5051,1.5953,smith_qr_battery
29.0,Pioneer_13,4.3395,0.4657,1.7071,smith_qr_battery
29.0,Pioneer_14,4.9606,-0.0776,1.8094,smith_qr_battery
29.0,Pioneer_15,5.4539,-3.4771,1.994,smith_qr_battery
29.5,Pioneer_01,2.5797,0.7717,0.5996,smith_qr_battery
29.5,Pioneer_02,-12.5999,5.1842,1.6771,smith_qr_battery
29.5,Pioneer_03,2.3216,2.2305,0.7305,smith_qr_battery
29.5,Pioneer_04,2.3388,2.3469,0.8059,smith_qr_battery
29.5,Pioneer_05,2.316,2.0368,0.8882,smith_qr_battery
29.5,Pioneer_06,2.3806,1.4806,0.9771,smith_qr_battery
29.5,Pioneer_07,2.4622,1.1061,1.0717,smith_qr_battery
29.5,Pioneer_08,2.411,-2.1155,1.1021,smith_qr_battery
29.5,Pioneer_09,2.5947,-1.545,1.2253,smith_qr_battery
29.5,Pioneer_10,2.9648,-0.6391,1.3511,smith_qr_battery
29.5,Pioneer_11,3.2916,0.2069,1.4757,smith_qr_battery
29.5,Pioneer_12,3.7844,0.747,1.5953,smith_qr_battery
29.5,Pioneer_13,4.286,0.6868,1.7071,smith_qr_battery
29.5,Pioneer_14,4.9638,0.1821,1.8094,smith_qr_battery
29.5,Pioneer_15,5.444,-3.2952,1.994,smith_qr_battery
30.0,Pioneer_01,2.878,0.9308,0.5996,smith_qr_battery
30.0,Pioneer_02,-12.7027,5.4,1.6771,smith_qr_battery
30.0,Pioneer_03,2.6038,2.3853,0.7305,smith_qr_battery
30.0,Pioneer_04,2.5167,2.4862,0.8059,smith_qr_battery
30.0,Pioneer_05,2.4987,2.2398,0.8882,smith_qr_battery
30.0,Pioneer_06,2.5748,1.7418,0.9771,smith_qr_battery
30.0,Pioneer_07,2.5794,1.3664,1.0717,smith_qr_battery
30.0,Pioneer_08,2.4744,-1.8442,1.1021,smith_qr_battery
30.0,Pioneer_09,2.6594,-1.3036,1.2253,smith_qr_battery
30.0,Pioneer_10,2.9675,-0.4142,1.3511,smith_qr_battery
30.0,Pioneer_11,3.3419,0.418,1.4757,smith_qr_battery
30.0,Pioneer_12,3.7629,0.9378,1.5953,smith_qr_battery
30.0,Pioneer_13,4.2912,0.8487,1.7071,smith_qr_battery
30.0,Pioneer_14,4.8948,0.4057,1.8094,smith_qr_battery
30.0,Pioneer_15,5.3038,-3.1152,1.994,smith_qr_battery
30.5,Pioneer_01,3.0957,1.1276,0.5996,smith_qr_battery
30.5,Pioneer_02,-12.7379,5.5933,1.6771,smith_qr_battery
30.5,Pioneer_03,2.7892,2.5565,0.7305,smith_qr_battery
30.5,Pioneer_04,2.6598,2.662,0.8059,smith_qr_battery
30.5,Pioneer_05,2.6993,2.3641,0.8882,smith_qr_battery
30.5,Pioneer_06,2.6676,1.9655,0.9771,smith_qr_battery
30.5,Pioneer_07,2.7766,1.59,1.0717,smith_qr_battery
30.5,Pioneer_08,2.5831,-1.6732,1.1021,smith_qr_battery
30.5,Pioneer_09,2.8042,-1.1363,1.2253,smith_qr_battery
30.5,Pioneer_10,3.0429,-0.2411,1.3511,smith_qr_battery
30.5,Pioneer_11,3.37,0.5792,1.4757,smith_qr_battery
30.5,Pioneer_12,3.7559,1.1094,1.5953,smith_qr_battery
30.5,Pioneer_13,4.2686,1.0746,1.7071,smith_qr_battery
30.5,Pioneer_14,4.8054,0.5947,1.8094,smith_qr_battery
30.5,Pioneer_15,5.2172,-2.9232,1.994,smith_qr_battery
31.0,Pioneer_01,3.3425,1.2833,0.5996,smith_qr_battery
31.0,Pioneer_02,-12.8254,5.6851,1.6771,smith_qr_battery
31.0,Pioneer_03,3.0286,2.7329,0.7305,smith_qr_battery
31.0,Pioneer_04,2.9459,2.9026,0.8059,smith_qr_battery
31.0,Pioneer_05,2.8703,2.6254,0.8882,smith_qr_battery
31.0,Pioneer_06,2.8452,2.1264,0.9771,smith_qr_battery
31.0,Pioneer_07,2.8831,1.7989,1.0717,smith_qr_battery
31.0,Pioneer_08,2.747,-1.5172,1.1021,smith_qr_battery
31.0,Pioneer_09,2.9012,-0.9698,1.2253,smith_qr_battery
31.0,Pioneer_10,3.0712,-0.065,1.3511,smith_qr_battery
31.0,Pioneer_11,3.4906,0.8238,1.4757,smith_qr_battery
31.0,Pioneer_12,3.7888,1.3476,1.5953,smith_qr_battery
31.0,Pioneer_13,4.2216,1.3079,1.7071,smith_qr_battery
31.0,Pioneer_14,4.7816,0.8436,1.8094,smith_qr_battery
31.0,Pioneer_15,5.0582,-2.6809,1.994,smith_qr_battery
31.5,Pioneer_01,3.5531,1.4757,0.5996,smith_qr_battery
31.5,Pioneer_02,-12.8579,5.8719,1.6771,smith_qr_battery
31.5,Pioneer_03,3.2484,2.899,0.7305,smith_qr_battery
31.5,Pioneer_04,3.1035,3.0264,0.8059,smith_qr_battery
31.5,Pioneer_05,3.0686,2.8096,0.8882,smith_qr_battery
31.5,Pioneer_06,2.9848,2.3407,0.9771,smith_qr_battery
31.5,Pioneer_07,3.0364,2.025,1.0717,smith_qr_battery
31.5,Pioneer_08,2.8728,-1.2698,1.1021,smith_qr_battery
31.5,Pioneer_09,2.9883,-0.7238,1.2253,smith_qr_battery
31.5,Pioneer_10,3.1813,0.1049,1.3511,smith_qr_battery
31.5,Pioneer_11,3.486,1.01,1.4757,smith_qr_battery
31.5,Pioneer_12,3.793,1.5448,1.5953,smith_qr_battery
31.5,Pioneer_13,4.2219,1.5057,1.7071,smith_qr_battery
31.5,Pioneer_14,4.7321,1.0525,1.8094,smith_qr_battery
31.5,Pioneer_15,5.0185,-2.5589,1.994,smith_qr_battery
32.0,Pioneer_01,3.7989,1.6129,0.5996,smith_qr_battery
32.0,Pioneer_02,-12.9709,6.076,1.6771,smith_qr_battery
32.0,Pioneer_03,3.4581,3.0275,0.7305,smith_qr_battery
32.0,Pioneer_04,3.2981,3.2204,0.8059,smith_qr_battery
32.0,Pioneer_05,3.217,3.009,0.8882,smith_qr_battery
32.0,Pioneer_06,3.22,2.4932,0.9771,smith_qr_battery
32.0,Pioneer_07,3.1736,2.2163,1.0717,smith_qr_battery
32.0,Pioneer_08,2.98,-1.0952,1.1021,smith_qr_battery
32.0,Pioneer_09,3.0685,-0.5815,1.2253,smith_qr_battery
32.0,Pioneer_10,3.2975,0.3463,1.3511,smith_qr_battery
32.0,Pioneer_11,3.5398,1.2054,1.4757,smith_qr_battery
32.0,Pioneer_12,3.817,1.7107,1.5953,smith_qr_battery
32.0,Pioneer_13,4.2449,1.7514,1.7071,smith_qr_battery
32.0,Pioneer_14,4.6584,1.3268,1.8094,smith_qr_battery
32.0,Pioneer_15,4.928,-2.3918,1.994,smith_qr_battery
32.5,Pioneer_01,4.0415,1.7851,0.5996,smith_qr_battery
32.5,Pioneer_02,-13.0425,6.2514,1.6771,smith_qr_battery
32.5,Pioneer_03,3.6419,3.1646,0.7305,smith_qr_battery
32.5,Pioneer_04,3.5196,3.3936,0.8059,smith_qr_battery
32.5,Pioneer_05,3.3888,3.149,0.8882,smith_qr_battery
32.5,Pioneer_06,3.3429,2.7344,0.9771,smith_qr_battery
32.5,Pioneer_07,3.3151,2.4606,1.0717,smith_qr_battery
32.5,Pioneer_08,3.0341,-0.9939,1.1021,smith_qr_battery
32.5,Pioneer_09,3.1606,-0.3514,1.2253,smith_qr_battery
32.5,Pioneer_10,3.3481,0.5262,1.3511,smith_qr_battery
32.5,Pioneer_11,3.5585,1.3418,1.4757,smith_qr_battery
32.5,Pioneer_12,3.8911,1.9326,1.5953,smith_qr_battery
32.5,Pioneer_13,4.1975,1.9587,1.7071,smith_qr_battery
32.5,Pioneer_14,4.6828,1.4891,1.8094,smith_qr_battery
32.5,Pioneer_15,4.8998,-2.1764,1.994,smith_qr_battery
33.0,Pioneer_01,4.2923,1.9845,0.5996,smith_qr_battery
33.0,Pioneer_02,-13.129,6.3478,1.6771,smith_qr_battery
33.0,Pioneer_03,3.8718,3.3707,0.7305,smith_qr_battery
33.0,Pioneer_04,3.7334,3.5614,0.8059,smith_qr_battery
33.0,Pioneer_05,3.5905,3.3303,0.8882,smith_qr_battery
33.0,Pioneer_06,3.5667,3.0044,0.9771,smith_qr_battery
33.0,Pioneer_07,3.5005,2.6705,1.0717,smith_qr_battery
33.0,Pioneer_08,3.2079,-0.8042,1.1021,smith_qr_battery
33.0,Pioneer_09,3.2535,-0.1665,1.2253,smith_qr_battery
33.0,Pioneer_10,3.4557,0.7336,1.3511,smith_qr_battery
33.0,Pioneer_11,3.5938,1.5948,1.4757,smith_qr_battery
33.0,Pioneer_12,3.8772,2.0774,1.5953,smith_qr_battery
33.0,Pioneer_13,4.187,2.1607,1.7071,smith_qr_battery
33.0,Pioneer_14,4.6158,1.7032,1.8094,smith_qr_battery
33.0,Pioneer_15,4.7874,-1.9795,1.994,smith_qr_battery
33.5,Pioneer_01,4.5015,2.1145,0.5996,smith_qr_battery
33.5,Pioneer_02,-13.1808,6.5763,1.6771,smith_qr_battery
33.5,Pioneer_03,4.0305,3.5071,0.7305,smith_qr_battery
33.5,Pioneer_04,3.8636,3.6946,0.8059,smith_qr_battery
33.5,Pioneer_05,3.7938,3.5342,0.8882,smith_qr_battery
33.5,Pioneer_06,3.6415,3.1589,0.9771,smith_qr_battery
33.5,Pioneer_07,3.6082,2.9042,1.0717,smith_qr_battery
33.5,Pioneer_08,3.3166,-0.5674,1.1021,smith_qr_battery
33.5,Pioneer_09,3.4315,-0.0296,1.2253,smith_qr_battery
33.5,Pioneer_10,3.5171,0.9125,1.3511,smith_qr_battery
33.5,Pioneer_11,3.675,1.7688,1.4757,smith_qr_battery
33.5,Pioneer_12,3.9497,2.329,1.5953,smith_qr_battery
33.5,Pioneer_13,4.2134,2.2826,1.7071,smith_qr_battery
33.5,Pioneer_14,4.6387,1.9366,1.8094,smith_qr_battery
33.5,Pioneer_15,4.7745,-1.8099,1.994,smith_qr_battery
34.0,Pioneer_01,4.6786,2.3046,0.5996,smith_qr_battery
34.0,Pioneer_02,-13.2371,6.6943,1.6771,smith_qr_battery
34.0,Pioneer_03,4.2313,3.6264,0.7305,smith_qr_battery
34.0,Pioneer_04,4.1063,3.8334,0.8059,smith_qr_battery
34.0,Pioneer_05,3.9523,3.7245,0.8882,smith_qr_battery
34.0,Pioneer_06,3.865,3.3305,0.9771,smith_qr_battery
34.0,Pioneer_07,3.8085,3.0816,1.0717,smith_qr_battery
34.0,Pioneer_08,3.4426,-0.3873,1.1021,smith_qr_battery
34.0,Pioneer_09,3.504,0.2717,1.2253,smith_qr_battery
34.0,Pioneer_10,3.6186,1.1369,1.3511,smith_qr_battery
34.0,Pioneer_11,3.7571,1.9413,1.4757,smith_qr_battery
34.0,Pioneer_12,3.9357,2.5179,1.5953,smith_qr_battery
34.0,Pioneer_13,4.2451,2.5834,1.7071,smith_qr_battery
34.0,Pioneer_14,4.5493,2.1697,1.8094,smith_qr_battery
34.0,Pioneer_15,4.7084,-1.6151,1.994,smith_qr_battery
34.5,Pioneer_01,4.925,2.4934,0.5996,smith_qr_battery
34.5,Pioneer_02,-13.3441,6.8796,1.6771,smith_qr_battery
34.5,Pioneer_03,4.4592,3.8295,0.7305,smith_qr_battery
34.5,Pioneer_04,4.2974,4.0129,0.8059,smith_qr_battery
34.5,Pioneer_05,4.1513,3.9281,0.8882,smith_qr_battery
34.5,Pioneer_06,4.0211,3.5619,0.9771,smith_qr_battery
34.5,Pioneer_07,3.9155,3.3796,1.0717,smith_qr_battery
34.5,Pioneer_08,3.5589,-0.1803,1.1021,smith_qr_battery
34.5,Pioneer_09,3.5912,0.3875,1.2253,smith_qr_battery
34.5,Pioneer_10,3.7116,1.252,1.3511,smith_qr_battery
34.5,Pioneer_11,3.7888,2.1296,1.4757,smith_qr_battery
34.5,Pioneer_12,4.0389,2.6812,1.5953,smith_qr_battery
34.5,Pioneer_13,4.2133,2.7429,1.7071,smith_qr_battery
34.5,Pioneer_14,4.5968,2.3694,1.8094,smith_qr_battery
34.5,Pioneer_15,4.6956,-1.4349,1.994,smith_qr_battery
35.0,Pioneer_01,5.1559,2.6227,0.5996,smith_qr_battery
35.0,Pioneer_02,-13.3707,7.0433,1.6771,smith_qr_battery
35.0,Pioneer_03,4.6443,3.9543,0.7305,smith_qr_battery
35.0,Pioneer_04,4.4862,4.1522,0.8059,smith_qr_battery
35.0,Pioneer_05,4.3314,4.0319,0.8882,smith_qr_battery
35.0,Pioneer_06,4.1969,3.7517,0.9771,smith_qr_battery
35.0,Pioneer_07,4.082,3.6008,1.0717,smith_qr_battery
35.0,Pioneer_08,3.7245,0.0287,1.1021,smith_qr_battery
35.0,Pioneer_09,3.7094,0.592,1.2253,smith_qr_battery
35.0,Pioneer_10,3.7868,1.4277,1.3511,smith_qr_battery
35.0,Pioneer_11,3.8754,2.3217,1.4757,smith_qr_battery
35.0,Pioneer_12,4.0337,2.8664,1.5953,smith_qr_battery
35.0,Pioneer_13,4.2812,2.9417,1.7071,smith_qr_battery
35.0,Pioneer_14,4.5541,2.5313,1.8094,smith_qr_battery
35.0,Pioneer_15,4.6749,-1.27,1.994,smith_qr_battery
35.5,Pioneer_01,5.3482,2.7895,0.5996,smith_qr_battery
35.5,Pioneer_02,-13.5149,7.1468,1.6771,smith_qr_battery
35.5,Pioneer_03,4.8654,4.0712,0.7305,smith_qr_battery
35.5,Pioneer_04,4.6942,4.3033,0.8059,smith_qr_battery
35.5,Pioneer_05,4.5004,4.2264,0.8882,smith_qr_battery
35.5,Pioneer_06,4.3167,3.9552,0.9771,smith_qr_battery
35.5,Pioneer_07,4.2632,3.7801,1.0717,smith_qr_battery
35.5,Pioneer_08,3.8839,0.246,1.1021,smith_qr_battery
35.5,Pioneer_09,3.8391,0.8231,1.2253,smith_qr_battery
35.5,Pioneer_10,3.9192,1.6831,1.3511,smith_qr_battery
35.5,Pioneer_11,3.9723,2.4779,1.4757,smith_qr_battery
35.5,Pioneer_12,4.0939,3.0283,1.5953,smith_qr_battery
35.5,Pioneer_13,4.2603,3.1095,1.7071,smith_qr_battery
35.5,Pioneer_14,4.5411,2.7847,1.8094,smith_qr_battery
35.5,Pioneer_15,4.6171,-1.0589,1.994,smith_qr_battery
36.0,Pioneer_01,5.618,2.9888,0.5996,smith_qr_battery
36.0,Pioneer_02,-13.5935,7.2818,1.6771,smith_qr_battery
36.0,Pioneer_03,5.0231,4.1966,0.7305,smith_qr_battery
36.0,Pioneer_04,4.8893,4.4863,0.8059,smith_qr_battery
36.0,Pioneer_05,4.6758,4.4061,0.8882,smith_qr_battery
36.0,Pioneer_06,4.4689,4.129,0.9771,smith_qr_battery
36.0,Pioneer_07,4.4219,3.9896,1.0717,smith_qr_battery
36.0,Pioneer_08,4.0204,0.4152,1.1021,smith_qr_battery
36.0,Pioneer_09,3.9713,0.9888,1.2253,smith_qr_battery
36.0,Pioneer_10,3.9999,1.7912,1.3511,smith_qr_battery
36.0,Pioneer_11,4.0432,2.6358,1.4757,smith_qr_battery
36.0,Pioneer_12,4.1767,3.2483,1.5953,smith_qr_battery
36.0,Pioneer_13,4.3296,3.3455,1.7071,smith_qr_battery
36.0,Pioneer_14,4.556,3.0499,1.8094,smith_qr_battery
36.0,Pioneer_15,4.5591,-0.8875,1.994,smith_qr_battery
36.5,Pioneer_01,5.8007,3.1163,0.5996,smith_qr_battery
36.5,Pioneer_02,-13.7139,7.4747,1.6771,smith_qr_battery
36.5,Pioneer_03,5.2502,4.3392,0.7305,smith_qr_battery
36.5,Pioneer_04,5.0534,4.5732,0.8059,smith_qr_battery
36.5,Pioneer_05,4.8942,4.6017,0.8882,smith_qr_battery
36.5,Pioneer_06,4.6696,4.3731,0.9771,smith_qr_battery
36.5,Pioneer_07,4.5669,4.1968,1.0717,smith_qr_battery
36.5,Pioneer_08,4.1489,0.6737,1.1021,smith_qr_battery
36.5,Pioneer_09,4.1422,1.1699,1.2253,smith_qr_battery
36.5,Pioneer_10,4.0854,1.9814,1.3511,smith_qr_battery
36.5,Pioneer_11,4.1472,2.836,1.4757,smith_qr_battery
36.5,Pioneer_12,4.2292,3.4263,1.5953,smith_qr_battery
36.5,Pioneer_13,4.3774,3.5042,1.7071,smith_qr_battery
36.5,Pioneer_14,4.5802,3.2091,1.8094,smith_qr_battery
36.5,Pioneer_15,4.5248,-0.6319,1.994,smith_qr_battery
37.0,Pioneer_01,6.0512,3.3437,0.5996,smith_qr_battery
37.0,Pioneer_02,-13.7483,7.5968,1.6771,smith_qr_battery
37.0,Pioneer_03,5.4648,4.4873,0.7305,smith_qr_battery
37.0,Pioneer_04,5.2456,4.7629,0.8059,smith_qr_battery
37.0,Pioneer_05,5.039,4.7192,0.8882,smith_qr_battery
37.0,Pioneer_06,4.8485,4.5531,0.9771,smith_qr_battery
37.0,Pioneer_07,4.6916,4.4627,1.0717,smith_qr_battery
37.0,Pioneer_08,4.3,0.8121,1.1021,smith_qr_battery
37.0,Pioneer_09,4.2559,1.3309,1.2253,smith_qr_battery
37.0,Pioneer_10,4.1545,2.1507,1.3511,smith_qr_battery
37.0,Pioneer_11,4.2047,2.993,1.4757,smith_qr_battery
37.0,Pioneer_12,4.3193,3.575,1.5953,smith_qr_battery
37.0,Pioneer_13,4.3955,3.6948,1.7071,smith_qr_battery
37.0,Pioneer_14,4.5689,3.4,1.8094,smith_qr_battery
37.0,Pioneer_15,4.5862,-0.5373,1.994,smith_qr_battery
37.5,Pioneer_01,6.2299,3.4434,0.5996,smith_qr_battery
37.5,Pioneer_02,-13.849,7.7071,1.6771,smith_qr_battery
37.5,Pioneer_03,5.657,4.5994,0.7305,smith_qr_battery
37.5,Pioneer_04,5.4352,4.927,0.8059,smith_qr_battery
37.5,Pioneer_05,5.2273,4.8863,0.8882,smith_qr_battery
37.5,Pioneer_06,5.0295,4.7611,0.9771,smith_qr_battery
37.5,Pioneer_07,4.8955,4.589,1.0717,smith_qr_battery
37.5,Pioneer_08,4.4587,1.0586,1.1021,smith_qr_battery
37.5,Pioneer_09,4.3996,1.5634,1.2253,smith_qr_battery
37.5,Pioneer_10,4.2918,2.3852,1.3511,smith_qr_battery
37.5,Pioneer_11,4.2981,3.154,1.4757,smith_qr_battery
37.5,Pioneer_12,4.3535,3.7168,1.5953,smith_qr_battery
37.5,Pioneer_13,4.4791,3.9074,1.7071,smith_qr_battery
