paragraph_id,chapter,section,path,line_start,line_end,words,sentences,text,normalized_sha256,query_fragment,sample_rank,sampled,exact_query,unquoted_query,search_status
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:148:p009,Monografía: resultados SP2,Juego de reparación,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,148,148,39,2,"La demostración considera las dos desviaciones unilaterales: ingresar reduce un déficit y salir de una coalición mínima crea al menos . Con el umbral indicado, la penalización domina el ahorro de salida y un ingreso redundante aumenta el coste (Anexo ).",8a5cab6261dba6b551ac1125cb076c622b71254b9013c1be686454ae696fe7e3,demostración considera las dos desviaciones unilaterales ingresar reduce un déficit y salir,42d82c3ae2a8ea88a01e6a6d57d8e3827e0d48a7f0004c4333e5e970edbc153d,True,"""demostración considera las dos desviaciones unilaterales ingresar reduce un déficit y salir""",demostración considera las dos desviaciones unilaterales ingresar reduce un déficit y salir,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:155:p011,Monografía: resultados SP2,Juego de reparación,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,155,155,20,1,El conjunto de Nash contiene un óptimo social; la trayectoria de mejoras puede terminar en cualquier reparación mínima por inclusión.,415a46dad971e51f1b1508f6b63079fdcf93867a88090440ddf7a3a6ef5fcb1d,óptimo social la trayectoria de mejoras puede terminar en cualquier reparación mínima,2d7a70f7feb50be19a72edfcb8664b17adcbbb5f8873dc8ce300351ac0a6c718,True,"""óptimo social la trayectoria de mejoras puede terminar en cualquier reparación mínima""",óptimo social la trayectoria de mejoras puede terminar en cualquier reparación mínima,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:162:p013,Monografía: resultados SP2,Juego de reparación,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,162,162,30,2,"La construcción del Anexo usa un soporte de coste y dos complementarios de coste total dos. Ambos son Nash y el cociente diverge, de donde aunque exista un equilibrio óptimo.",425f432f9717458fc34c28972b13bb98d9ea24d2540dd861761e1057bb6877c6,dos Ambos son Nash y el cociente diverge de donde aunque exista,4a8d86b0ca4faca31f2745b8ecdca84a807e96168514fb7e5dc91da839626e26,True,"""dos Ambos son Nash y el cociente diverge de donde aunque exista""",dos Ambos son Nash y el cociente diverge de donde aunque exista,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:173:p016,Monografía: resultados SP2,Movimiento del reemplazo,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,173,175,37,1,"[cota temporal de reparación] Bajo los supuestos de los Teoremas -- , una política que prolonga un camino maximal y acota por cada ventana agregada entre cambios aceptados o certificación, con trayectorias de reemplazo libres y velocidades inferiores positivas",9197f25c1b5cef1547044482d95495f21b40bc25ad6b881c2d8f8a9b60a7c147,aceptados o certificación con trayectorias de reemplazo libres y velocidades inferiores positivas,3b1be474fb8d7a7153b1226eef60e19cb4dce7fb5b4ed77a0bb0eedb44aea1a7,True,"""aceptados o certificación con trayectorias de reemplazo libres y velocidades inferiores positivas""",aceptados o certificación con trayectorias de reemplazo libres y velocidades inferiores positivas,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:185:p018,Monografía: resultados SP2,Movimiento del reemplazo,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,185,185,33,2,"El término aproxima el viaje por un segmento libre y omite el giro y la evitación; representa el asentamiento por separado. La campaña evalúa cierre, restauración del certificado y puntualidad hasta el contacto.",fd7d4e83b31d75ae46c9dd5e0f4348a87410c4e0e52004ac50c58229920031eb,término aproxima el viaje por un segmento libre y omite el giro,00c11a88e17fd9161832a82c57d389b1571fa5b8ec2c305183180be4dccbb691,True,"""término aproxima el viaje por un segmento libre y omite el giro""",término aproxima el viaje por un segmento libre y omite el giro,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:223:p021,Monografía: resultados SP2,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,223,223,50,3,"Condicionado a factibilidad física, el juego restaura el certificado en de los mundos y no reabre ninguno de reserva insuficiente. Frente a no reparar, el efecto no condicionado es con IC del 95\,% y . En la enumeración, todos los Nash fueron factibles y mínimos por inclusión, como predicen los teoremas.",9964de0b8134066b5a1e48b5465dd0f3eee8d84fb7848d10efe3fd8fd50f668c,enumeración todos los Nash fueron factibles y mínimos por inclusión como predicen,193511eff2836830039a2c14d8e0822b903d0df80898c2b8b6994906eee1e109,True,"""enumeración todos los Nash fueron factibles y mínimos por inclusión como predicen""",enumeración todos los Nash fueron factibles y mínimos por inclusión como predicen,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:227:p023,Monografía: resultados SP2,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,227,227,49,2,"En los escenarios recuperables sin plazo estrecho, todos los métodos activos restauraron el certificado y llegaron a tiempo. Al estrechar el plazo, el éxito temporal del juego cayó a frente a del voraz; la distancia de la reserva domina una decisión estratégicamente factible cuando el tiempo físico resulta insuficiente.",717722e37e3d474da9fd120e395a9c56c8c22356e8ed0113dee65b2db57b01c9,escenarios recuperables sin plazo estrecho todos los métodos activos restauraron el certificado,4a6cad3379a197793ca839642dca84fa3ae8b1ae0aba0910c522c0206f6fd727,True,"""escenarios recuperables sin plazo estrecho todos los métodos activos restauraron el certificado""",escenarios recuperables sin plazo estrecho todos los métodos activos restauraron el certificado,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:230:p024,Monografía: resultados SP2,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,230,230,26,1,"No se definió una función que combinara coste, puntualidad y comunicación; el juego priorizó restauración sin redundancia y pagó una brecha de movilización frente al oráculo.",551e76ec2cc1dc88451327712b8b00aaf18724379fa53763caa39096a2973f6d,que combinara coste puntualidad y comunicación el juego priorizó restauración sin redundancia,3132b533d2c05c3723a5fe20a971097b1f15d13e86ae1f736c71605aaa4b5f12,True,"""que combinara coste puntualidad y comunicación el juego priorizó restauración sin redundancia""",que combinara coste puntualidad y comunicación el juego priorizó restauración sin redundancia,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:238:p027,Monografía: resultados SP2,Síntesis,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,238,238,25,2,"garantiza que existe un Nash óptimo, pero permite equilibrios arbitrariamente caros. E7 toma las coaliciones restauradas como agentes compuestos y evalúa sus conflictos de ruta.",3795797cbeb97eac586a04857ea3b55f17c8150246149352998dee233be8b0a8,permite equilibrios arbitrariamente caros E7 toma las coaliciones restauradas como agentes compuestos,417c340bc8daaf1f53c16fdda120ea3b4c1c7def27903a4545a901159c8a95ce,True,"""permite equilibrios arbitrariamente caros E7 toma las coaliciones restauradas como agentes compuestos""",permite equilibrios arbitrariamente caros E7 toma las coaliciones restauradas como agentes compuestos,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/cargo-e2e.tex:6:p001,Monografía: resultados SP2,Etapa 2.4: demostrador híbrido de la cadena Cargo,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/cargo-e2e.tex,6,6,60,3,"El demostrador ejecuta reclutamiento, acoplamiento, transporte y recuperación sobre una misma planta planar. Su selección mediante líder, su criterio agregado y su reemplazo voraz difieren de los mecanismos evaluados en las etapas históricas sp2, sp3 y sp6. La campaña evalúa la compatibilidad funcional de esta arquitectura híbrida; las garantías parciales de SP1 y SP2 no se componen automáticamente en ella.",c2eebdf210b63558df94a81bee0f009c2d1f921853555c270353dab19154cd41,etapas históricas sp2 sp3 y sp6 La campaña evalúa la compatibilidad funcional,0c3ce8d0dc39d29ca9f56bed70763fd594587d5c312f3a0b817b2247d4fe2431,True,"""etapas históricas sp2 sp3 y sp6 La campaña evalúa la compatibilidad funcional""",etapas históricas sp2 sp3 y sp6 La campaña evalúa la compatibilidad funcional,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/cargo-e2e.tex:71:p006,Monografía: resultados SP2,Ejecución común,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/cargo-e2e.tex,71,74,27,2,"Ordenar cuesta y propagar mensajes por barrido. Cada fila del registro anota identidad del mundo, miembros, certificados, terminación, tiempos, errores, seguridad, wrench, energía, comunicación, CPU y fases.",139df754bf93ba28ebdfb25b6c9b21675f65362f3e188397b6c47f7315f6bc4f,anota identidad del mundo miembros certificados terminación tiempos errores seguridad wrench energía,04d2f21a72a6b2bfeef8ddf18b7b8411a4cba76b44c652d29033959d779f1e4c,True,"""anota identidad del mundo miembros certificados terminación tiempos errores seguridad wrench energía""",anota identidad del mundo miembros certificados terminación tiempos errores seguridad wrench energía,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/cargo-e2e.tex:102:p009,Monografía: resultados SP2,Contrato de información y ablaciones,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/cargo-e2e.tex,102,102,95,4,"La contabilidad asigna 16 B de cabecera y 32 B por identificador. No incluye elección de líder, atributos, pose de carga ni consultas al registro, por lo que no estima el tráfico de una realización completamente distribuida. La ablación ``sin guardia física'' retira a la vez el criterio de fuerza, el punto intermedio y el filtro de velocidad; identifica el bloque conjunto, no cada componente. ``Sin reparación'' detiene la misión cuando aparece el fallo, de modo que su contraste mide continuar con reemplazo frente a detenerse y no compara el juego E6 con otro reasignador.",d1e01a7e37dc336b6cf668699eb49e7d57cbcaaace4c00275700011bca76e074,cabecera y 32 B por identificador No incluye elección de líder atributos,2e71ce2610aaf23cf82316c47a68466314b762f4f1e2bf854197ddf4316a6416,True,"""cabecera y 32 B por identificador No incluye elección de líder atributos""",cabecera y 32 B por identificador No incluye elección de líder atributos,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/cargo-e2e.tex:130:p012,Monografía: resultados SP2,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/cargo-e2e.tex,130,130,83,6,"Según la Tabla , el demostrador alcanzó una tasa de misión sin intersección durante transporte; un reemplazo agotó el horizonte. No se mide colisión continua de aproximación, robot--robot ni 3D. La referencia central alcanzó . El demostrador y la vista perfecta eligieron la misma coalición inicial en todo el banco; bajo red degradada ambos alcanzaron . Esta coincidencia describe un benchmark poco discriminante para calidad de selección y no prueba equivalencia. El demostrador promedió mensajes; en red fueron y kB, sin los datos del registro.",37d58e73db805328854159acbcc662b859009c8e21530c673febc1b2864bd44d,degradada ambos alcanzaron Esta coincidencia describe un benchmark poco discriminante para calidad,19f6857ca5e579a9cd95489c38a861fd4c99513f69f108c526b7fe266b4ed2c7,True,"""degradada ambos alcanzaron Esta coincidencia describe un benchmark poco discriminante para calidad""",degradada ambos alcanzaron Esta coincidencia describe un benchmark poco discriminante para calidad,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex:63:p004,Monografía: resultados SP3,Problema de optimización de referencia,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex,63,63,35,3,"El programa de está sujeto a exclusión de vértice, arista, zona y . Con , la enumeración de combinaciones certifica el óptimo dentro del catálogo restringido. MAPF con un conjunto general de rutas constituye un problema distinto.",1f6492a78af25a07e8dcb8d220ce663ffbf1d942a2c35c11c94d3c719fb19f1f,dentro del catálogo restringido MAPF con un conjunto general de rutas constituye,0d71e1a72ec84ce4bc0b7d56afdc5d519368c12b5fa57ab5eee21a2b9dc238b4,True,"""dentro del catálogo restringido MAPF con un conjunto general de rutas constituye""",dentro del catálogo restringido MAPF con un conjunto general de rutas constituye,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex:91:p006,Monografía: resultados SP3,Juego de rutas,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex,91,92,23,1,"Para , sea el conjunto de recursos que cruza, su coste base adimensional y . Defínase el número de pares en conflicto y el potencial",79bd4224e51abe3144d707ac52f50960566a086aba0f88b93c1aa56c3139f74b,que cruza su coste base adimensional y Defínase el número de pares,2aa48ca738e610e0c3a6f8ae98944b164985a3f8028f9a1bb8172af0c3deade4,True,"""que cruza su coste base adimensional y Defínase el número de pares""",que cruza su coste base adimensional y Defínase el número de pares,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex:127:p008,Monografía: resultados SP3,Juego de rutas,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex,127,127,32,1,"La accesibilidad exigida por la Proposición se cumplió en los cruces y falló en el pasillo y el cuello; en estos dos escenarios, el testigo temporal es necesario para ordenar el avance.",5dbe7b1a88e731b683999a903ade3f901db3595a366a83ea02f271b15b9274e5,cuello en estos dos escenarios el testigo temporal es necesario para ordenar,2ad884980f7c44634b74be7e587760f0b851c5fae766f6e211fb1babe68805b0,True,"""cuello en estos dos escenarios el testigo temporal es necesario para ordenar""",cuello en estos dos escenarios el testigo temporal es necesario para ordenar,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex:235:p019,Monografía: resultados SP3,Síntesis,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex,235,235,40,3,"El potencial exacto garantiza terminación de las mejoras de ruta. Alcanzar exige además accesibilidad unilateral y , condiciones que fallan en algunos pasillos. La reserva local entregó las instancias; al retirarla, la tasa perdió puntos porcentuales por interbloqueos entre huellas opuestas.",b5704ec1af60e37f4b2e71e9b3ab68e674edae91e177fc22def885da6a7daf63,al retirarla la tasa perdió puntos porcentuales por interbloqueos entre huellas opuestas,2733e15bc5ddac7918f695906ad97fc63635a31459110bbfbbfebde43b21d413,True,"""al retirarla la tasa perdió puntos porcentuales por interbloqueos entre huellas opuestas""",al retirarla la tasa perdió puntos porcentuales por interbloqueos entre huellas opuestas,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex:237:p020,Monografía: resultados SP3,Síntesis,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex,237,237,39,2,"La evidencia activa cubre exclusión y progreso en el ejecutor discreto descrito. E8 reutiliza ese juego y degrada las vistas con escala, retardo y pérdida, pero se conserva como campaña histórica en la monografía y no sustenta conclusiones VIU.",1510a6becf2d930281f3a298c4520de20fab5e638f2c4bce6401ff9d4d09e0cd,activa cubre exclusión y progreso en el ejecutor discreto descrito E8 reutiliza,4005d1ec54db15aa50f6ea45a724065474b9a6a2c44c37b7924184725faee16c,True,"""activa cubre exclusión y progreso en el ejecutor discreto descrito E8 reutiliza""",activa cubre exclusión y progreso en el ejecutor discreto descrito E8 reutiliza,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp8.tex:99:p004,Monografía: resultados SP3,Juego sobre información visible,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp8.tex,99,101,20,1,potencial de red y frontera de observabilidad demostrado bajo coherencia de copias y para la clase indistinguible declarada. La función,d4c4e5b3366150ea7f4c30070a44b99a601505a58d2a30d13dfe211e8d2b1172,observabilidad demostrado bajo coherencia de copias y para la clase indistinguible declarada,3d9a36c907a04e32399b077efee97bc0a46fe825ae413c1e80d84a0aa3791cc7,True,"""observabilidad demostrado bajo coherencia de copias y para la clase indistinguible declarada""",observabilidad demostrado bajo coherencia de copias y para la clase indistinguible declarada,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp8.tex:107:p006,Monografía: resultados SP3,Juego sobre información visible,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp8.tex,107,107,54,2,"La identidad y la terminación finita exigen coherencia: en cada actualización aceptada, las rutas vecinas usadas por el agente deben coincidir con el perfil visible vigente. El retardo o la pérdida pueden romper esa condición, de modo que la trayectoria observada se evalúa empíricamente en lugar de tratarse como una secuencia de mejoras de .",f90b535781994869ba0b447cdba2df556c9bdc254e9691ce372d8125b834d62d,terminación finita exigen coherencia en cada actualización aceptada las rutas vecinas usadas,0cc8d8cf5ed3a6fe7cb4986db8820aae266633bb00a89f1f8612dc7d757a0ffe,True,"""terminación finita exigen coherencia en cada actualización aceptada las rutas vecinas usadas""",terminación finita exigen coherencia en cada actualización aceptada las rutas vecinas usadas,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp8.tex:120:p009,Monografía: resultados SP3,Protocolo de comunicación,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp8.tex,120,120,38,2,"Un cambio de ruta genera anuncios de 32 bytes con identificador, versión y ruta. Las activaciones asíncronas aplican retardo entero y pérdida Bernoulli; el tratamiento periódico retransmite el estado, mientras la variante por evento envía únicamente los cambios.",7a1a3ee0e27fd6cb6285b49e0120652105fe28d80f147ea74bcc2a834b291be1,activaciones asíncronas aplican retardo entero y pérdida Bernoulli el tratamiento periódico retransmite,23434510b4df2c660d189ca388fe89c810a73f89c8a353ddcf53708c3ac675b3,True,"""activaciones asíncronas aplican retardo entero y pérdida Bernoulli el tratamiento periódico retransmite""",activaciones asíncronas aplican retardo entero y pérdida Bernoulli el tratamiento periódico retransmite,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp8.tex:161:p013,Monografía: resultados SP3,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp8.tex,161,161,51,3,"En los mundos degradados, la política periódica elevó en la tasa libre de conflictos frente a la política por evento (IC del 95\,% , ) y añadió mensajes por agente (IC ). Frente a información perfecta, conservó pares de conflicto adicionales por instancia y régimen (IC ). Calidad y tráfico se reportan como estimandos separados.",2d07fd609210f650bf5b8be1fc66f003b2788df0d8784af195ad5312f774338a,95 y añadió mensajes por agente IC Frente a información perfecta conservó,2dddd124cbd7fcea1ef2e5797d4aa7996d7977663b0f85ac84dd242ca8649866,True,"""95 y añadió mensajes por agente IC Frente a información perfecta conservó""",95 y añadió mensajes por agente IC Frente a información perfecta conservó,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp8.tex:170:p016,Monografía: resultados SP3,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp8.tex,170,170,31,2,"La campaña alcanzó 128 robots, donde la tasa libre de conflictos nominal fue cero. El oráculo certificó hasta doce coaliciones y los tiempos de CPU describen únicamente la implementación Python evaluada.",3cfff0a160ebf93d2691cb5fafd0cc108a33acfdb3f31198c21b59376cdfb021,oráculo certificó hasta doce coaliciones y los tiempos de CPU describen únicamente,0924a6421543e56fc1aa1b3f57fc5bfd76e627f0853f029334a7c3689b0fd79c,True,"""oráculo certificó hasta doce coaliciones y los tiempos de CPU describen únicamente""",oráculo certificó hasta doce coaliciones y los tiempos de CPU describen únicamente,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/aws-industrial2.tex:14:p002,Monografía: resultados SP3,Etapa 3.3: piloto AWS Industrial,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/aws-industrial2.tex,14,14,96,6,"Se cruzaron cuatro métodos, cuatro escenarios y dos semillas: ejecuciones de s. La referencia central usa un MILP instantáneo global sin planificación espacio--temporal. Subasta, reciprocidad y predictor son proxies que no reproducen CBBA, ORCA o DMPC. En el escenario abierto, Central MILP + preview obtuvo , Auction + reciprocal proxy , Auction + predictive CBF proxy y Replicator + CBF (TFM) cargas por ejecución; los otros tres escenarios obtuvieron cero. La referencia central optimiza la asignación de cada instantánea, pero no anticipa reservas espacio--temporales. Su valor documenta un bloqueo del ejecutor integrado y no un fallo del MILP de asignación.",6109e1e3e4f48a3090aeaf635a5e6ca9a5ccb604952007b4255cb2a83b385c10,escenario abierto Central MILP preview obtuvo Auction reciprocal proxy Auction predictive CBF,34ba2c4d83a482b4a9dd87fa396293d5d51d26ef8aff9ffdac7ba993150ad959,True,"""escenario abierto Central MILP preview obtuvo Auction reciprocal proxy Auction predictive CBF""",escenario abierto Central MILP preview obtuvo Auction reciprocal proxy Auction predictive CBF,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/aws-industrial2.tex:16:p003,Monografía: resultados SP3,Etapa 3.3: piloto AWS Industrial,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/aws-industrial2.tex,16,16,55,3,"Las ejecuciones no registraron solapamientos muestreados, pero el verificador contabilizó violaciones de la desigualdad de barrera: residual seguro máximo y residual ejecutado máximo . La discrepancia distingue el certificado algebraico de la intersección geométrica muestreada. Replicator--CBF permaneció bloqueado durante una fracción -- del tiempo simulado; dos semillas no permiten establecer un ranking ni estimar fiabilidad industrial.",f27d8f9a227a6a82f505454054f63f1a65d87920435aaa1cf6ca2b9cfa70c19e,simulado dos semillas no permiten establecer un ranking ni estimar fiabilidad industrial,2413dc78d3349e2bfba06efc14012485696efcfeaf6a0ef62e0b3abf4ad92692,True,"""simulado dos semillas no permiten establecer un ranking ni estimar fiabilidad industrial""",simulado dos semillas no permiten establecer un ranking ni estimar fiabilidad industrial,ORIGINAL
pre-thesis/monograph/sections/formal-candidate-atlas.tex:6:p001,Monografía: resultados E0--E1,Atlas de resultados formales candidatos,pre-thesis/monograph/sections/formal-candidate-atlas.tex,6,6,57,3,"Este atlas registra los 166 resultados formales detectados en el corpus candidato. El veredicto evalúa el enunciado y la prueba en su fuente; no incorpora el resultado a la columna activa ni sustituye el cruce con una afirmación y evidencia independiente. Los textos completos, supuestos, dominios, unidades, contraejemplos y razones de decisión permanecen en semantic-all.csv.",bc7edb88c5d2c1447095c2722d2cae46d1687c662653f89aae268127a6336cd9,dominios unidades contraejemplos y razones de decisión permanecen en semantic all csv,4cd04d9b02a8fc332bd214c65ce81367469a02e3ed3b086ce78306139dc0fe6f,True,"""dominios unidades contraejemplos y razones de decisión permanecen en semantic all csv""",dominios unidades contraejemplos y razones de decisión permanecen en semantic all csv,ORIGINAL
pre-thesis/monograph/sections/formal-candidate-atlas.tex:199:p003,Monografía: resultados E0--E1,Atlas de resultados formales candidatos,pre-thesis/monograph/sections/formal-candidate-atlas.tex,199,199,38,1,La decisión de destino es documental: los registros PASS aún requieren enlace exacto con el ledger de claims; LIMITED y CONJECTURE solo se conservan con su frontera explícita; FAIL no respalda conclusiones; y DUPLICATE remite al resultado canónico.,87122985a55a3dad043e33aa5404d084ad59318cbbf0287894e3ecfe4c179178,frontera explícita FAIL no respalda conclusiones y DUPLICATE remite al resultado canónico,3aad1a1655ffa470b0ab07d332a0fb4293cdd24230c1d9062397496ccad57e7c,True,"""frontera explícita FAIL no respalda conclusiones y DUPLICATE remite al resultado canónico""",frontera explícita FAIL no respalda conclusiones y DUPLICATE remite al resultado canónico,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/02-sp0-proofs.tex:26:p005,Monografía: demostraciones extendidas,Caracterización del equilibrio.,pre-thesis/sections/source-snapshot/appendices/02-sp0-proofs.tex,26,26,66,5,"En un perfil factible, retirar un robot crea déficit. Trasladarlo a una tarea ocupada crea déficit y exceso, mientras que activar un robot sobre una tarea ocupada crea exceso. El ahorro de coste no supera , por lo que ninguna desviación mejora la utilidad. Los Nash son exactamente las asignaciones factibles. Como en ese conjunto, los máximos globales del potencial coinciden con las asignaciones de coste mínimo.",74e681c7e557b5b01b4a9100355e8c3b5d5db4ef9e40050fa4503bc6dce5cfc0,perfil factible retirar un robot crea déficit Trasladarlo a una tarea ocupada,0f0fe1aeac6b771416664008cc13d5c811bf22e84c3068e11270664011f3d8bd,True,"""perfil factible retirar un robot crea déficit Trasladarlo a una tarea ocupada""",perfil factible retirar un robot crea déficit Trasladarlo a una tarea ocupada,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/02-sp0-proofs.tex:59:p009,Monografía: demostraciones extendidas,"Precios locales, contracción espectral e imposibilidad",pre-thesis/sections/source-snapshot/appendices/02-sp0-proofs.tex,59,59,51,4,"Defínase , el desacuerdo inicial apilado, que acota . Para simétrica, grafo conexo y , restringir al subespacio ortogonal a da , con . Resolver produce y el coste suficiente . Esta cota cuenta transmisiones escalares y usa la contracción modal de peor caso; el empaquetado de valores o una contracción observada mayor reducirían el coste real.",136f89e188bc017563e66b003396a9d212339181d39882f235cde7c21d73375c,apilado que acota Para simétrica grafo conexo y restringir al subespacio ortogonal,28c17693694da2313c1245b92afe20f32c474465e62e1ca4436106b0ee4c9548,True,"""apilado que acota Para simétrica grafo conexo y restringir al subespacio ortogonal""",apilado que acota Para simétrica grafo conexo y restringir al subespacio ortogonal,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/03-sp1-proofs.tex:9:p002,Monografía: demostraciones extendidas,Frontera de complejidad,pre-thesis/sections/source-snapshot/appendices/03-sp1-proofs.tex,9,12,58,3,"frontera de complejidad de las cuotas variables demostrado por reducción a asignación y desde mochila 0--1, respectivamente. Con cargas obligatorias y demanda realizable, expandir cada cuota en plazas produce una asignación bipartita con cuotas resoluble en tiempo polinómico. Permitir la selección opcional todo-o-nada bajo presupuesto de robots contiene mochila 0--1 y es NP-difícil.",3a5b9379fa1e63d96e07080756c759e0162aa2f4cf142232f5f83dc6dc9afd06,desde mochila 0 1 respectivamente Con cargas obligatorias y demanda realizable expandir,217adc166a84ab86e142288159f09774db6502d8996f568a00a330816b966f5a,True,"""desde mochila 0 1 respectivamente Con cargas obligatorias y demanda realizable expandir""",desde mochila 0 1 respectivamente Con cargas obligatorias y demanda realizable expandir,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/03-sp1-proofs.tex:14:p003,Monografía: demostraciones extendidas,Frontera de complejidad,pre-thesis/sections/source-snapshot/appendices/03-sp1-proofs.tex,14,14,75,4,"Si todas las cargas son obligatorias y , fije en . Expanda la carga en plazas indistinguibles y conecte cada robot con cada plaza usando el coste . La exclusividad del robot y la ocupación unitaria de cada plaza forman un problema de asignación rectangular o, equivalentemente, una asignación bipartita con cuotas. La unimodularidad total de la matriz de incidencia hace entero el óptimo de la relajación lineal; un flujo de coste mínimo lo obtiene en tiempo polinómico.",3522036576e76b7bd669727b5b2a3083a02e3aa5f00f6af26af7c80af9cf60e1,unitaria de cada plaza forman un problema de asignación rectangular o equivalentemente,0721f72941e67faa79404b6a2df3ad79c35a700de93a425740b07ebfe9a2b59f,True,"""unitaria de cada plaza forman un problema de asignación rectangular o equivalentemente""",unitaria de cada plaza forman un problema de asignación rectangular o equivalentemente,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/03-sp1-proofs.tex:34:p008,Monografía: demostraciones extendidas,Potencial y cuotas exactas realizables,pre-thesis/sections/source-snapshot/appendices/03-sp1-proofs.tex,34,34,63,4,"Recíprocamente, en un perfil con para toda carga, un robot asignado que pasa a inactividad crea una unidad de déficit y ahorra como máximo . Trasladarlo a otra carga crea una unidad de déficit y una de exceso, mientras que la entrada de un robot inactivo crea exceso. Como , ninguna desviación es rentable. Los Nash puros coinciden exactamente con los perfiles de cuotas correctas.",56b6e8565c5f6e13717f823251f22f302ab2ed381a0679a6930b03e40927a3e8,inactivo crea exceso Como ninguna desviación es rentable Los Nash puros coinciden,2d1014805cabe37f5f436a90d4cf907785a2610bdd85ec1d9bcd459b38f7c46e,True,"""inactivo crea exceso Como ninguna desviación es rentable Los Nash puros coinciden""",inactivo crea exceso Como ninguna desviación es rentable Los Nash puros coinciden,ORIGINAL
