candidate_id,title,authors,year,period,venue,doi,document_type,scientific_role_structural,priority_tier,text_adequacy,close_reading_eligibility,abstract_extracted,abstract_extracted_word_count,theme_signals_title_abstract,method_focus_title_abstract,architecture_signals_title_abstract,validation_signals_title_abstract,application_signals_title_abstract,method_mentions_fulltext_not_implementation_evidence,architecture_mentions_fulltext_not_implementation_evidence,validation_mentions_fulltext_not_implementation_evidence,extraction_note,coding_note
CD243EB66DFE9,Multi-Agent Deep Reinforcement Learning for Dynamic Power Allocation in Wireless Networks,Yasar Sinan Nasir; Dongning Guo,2019,2017-2021,IEEE Journal on Selected Areas in Communications,10.1109/jsac.2019.2933973,article,ENABLING,P3,substantive_pdf_text,eligible,"—This work demonstrates the potential of deep reinforcement learning techniques for transmit power control in wireless networks. Existing techniques typically find near-optimal power allocations by solving a challenging optimization problem. Most of these algorithms are not scalable to large networks in real-world scenarios because of their computational complexity and instantaneous cross-cell channel state information (CSI) requirement. In this paper, a distributively executed dynamic power allocation scheme is developed based on model-free deep reinforcement learning. Each transmitter collects CSI and quality of service (QoS) information from several neighbors and adapts its own transmit power accordingly. The objective is to maximize a weighted sum-rate utility function, which can be particularized to achieve maximum sum-rate or proportionally fair scheduling. Both random variations and delays in the CSI are inherently addressed using deep Q-learning. For a typical network architecture, the proposed algorithm is shown to achieve near-optimal power allocation in real time based on delayed CSI measurements available to the agents. The proposed scheme is especially suitable for practical scenarios where the system model is inaccurate and CSI delay is non-negligible. Index Terms—Deep reinforcement learning, deep Q-learning, radio resource management, interference mitigation, power control, Jakes fading model. I. I NTRODUCTION In emerging and future wireless networks, inter-cell interference management is one of the key technological challenges as access points (APs) become denser to meet everincreasing demand on the capacity. A transmitter may increase its transmit power to improve its own data rate, but at the same time it may degrade links it interferes with. Transmit power control has been implemented since the first generation cellular networks [1]. Our goal here is to maximize an arbitrary weighted sum-rate objective, which achieves maximum sumrate or proportionally fair scheduling as special cases. A number of centralized and distributed optimization techniques have been used to develop algorithms for reaching a suboptimal power allocation [1]–[7]. We select two stateof-the-art algorithms as benchmarks. These are the weighted minimum mean square error (WMMSE) algorithm [2] and an iterative algorithm based on fractional programming (FP) [3]. In their generic form, both algorithms require full upto-date cross-cell channel state information (CSI). To the",350,TRANSVERSAL_resilience_communication,learning_based;consensus_distributed,centralized;distributed_decentralized,,,learning_based;consensus_distributed,centralized;distributed_decentralized,simulation;formal_analysis,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CD6CDAE63015E,Increasing flexibility and productivity in Industry 4.0 production networks with autonomous mobile robots and smart intralogistics,Giuseppe Fragapane; Dmitry Ivanov; Mirco Peron; Fabio Sgarbossa; Jan Ola Strandhagen,2020,2017-2021,Annals of Operations Research,10.1007/s10479-020-03526-7,article,ENABLING,P3,substantive_pdf_text,eligible,"Manufacturing flexibility improves a firm’s ability to react in timely manner to customer demands and to increase production system productivity without incurring excessive costs and expending an excessive amount of resources. The emerging technologies in the Industry 4.0 era, such as cloud operations or industrial Artificial Intelligence, allow for new flexible production systems. We develop and test an analytical model for a throughput analysis and use it to reveal the conditions under which the autonomous mobile robots (AMR)-based flexible production networks are more advantageous as compared to the traditional production lines. Using a circular loop among workstations and inter-operational buffers, our model allows congestion to be avoided by utilizing multiple crosses and analyzing both the flow and the load/unload phases. The sensitivity analysis shows that the cost of the AMRs and the number of shifts are the key factors in improving flexibility and productivity. The outcomes of this research promote a deeper understanding of the role of AMRs in Industry 4.0-based production networks and can be utilized by production planners to determine optimal configurations and the associated performance impact of the AMR-based production networks in as compared to the traditionally balanced lines. This study supports the decision-makers in how the AMR in production systems in process industry can improve manufacturing performance in terms of productivity, flexibility, and costs.",218,SP3_planning_traffic,,,industrial_case,warehouse_logistics,exact_optimization;learning_based;consensus_distributed,centralized;distributed_decentralized,simulation;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C7E42B6B27F68,Decentralized Information-driven Approach for Tracking Multiple Moving Targets with Multi-Robot Networks,Junyi Dong; Sushrut Surve; C Liu; Kyung Rak Jang; Suming Qiu; Pingping Zhu; Alexandra Abad; Harleen Brar; Anna Scaglione; Silvio Ferrari,2026,2022-2026,Autonomous Robots,10.1007/s10514-026-10249-4,article,ENABLING,P3,substantive_pdf_text,eligible,"Significant advances in robot sensing and mobility have enabled the use of multi-robot networks to track multiple targets moving in an environment. Tracking moving targets that outnumber the size of the robot network involves the network to collaboratively assume a subset of targets to be tracked and plan the actions of the robots. This paper focuses on the scenario when the targets outnumber the robots in the network. The goal of the network is to assign targets to the robots and plan robot actions to track these assigned targets. This has to be done consistently as the robots and targets move in the environment to ensure the tracking performance is maximized. However, this problem, as shown in this paper, is NP-hard. This paper leverages decomposition theory to solve this problem efficiently in real-time in two stages. The first stage leverages interrobot communication in the network to assign robots to targets, and the second stage, solved on each robot locally, optimizes the control to track the targets assigned to it. A novel decentralized approach, called bundle-based assignment, is presented to find adaptive and conflict-free target assignment in the first stage that guarantees 21 -approximation in the worst case. Since robots can be assigned more than one target, the second stage optimizing for control is shown to take the form of a multiobjective control problem with conflicting objectives, and a strategy is proposed to solve it for real-time applications. A novel information-gain-based tracking objective is developed, which can be used to solve the two stages, suited specifically for the scenario under consideration. Simulation results show that the novel approach, called bundle-based assignment and control (BBAC), optimizing the novel tracking objective, outperforms existing algorithms and achieves performance very close to that of the optimal solution in a shorter time. Physical experiments with a network of ground robots tracking human targets further validate the applicability of these approaches in the real world.",318,TRANSVERSAL_resilience_communication,consensus_distributed,centralized;distributed_decentralized,simulation,,auction_market;exact_optimization;evolutionary_metaheuristic;consensus_distributed;safety_reactive,centralized;distributed_decentralized,simulation;physical_experiment;formal_analysis,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C1E0CF3627C14,Formal Modeling and Analysis of Hybrid Systems: A Case Study in Multi-robot Coordination,Rajeev Alur; J.M. Esposito; M. Kim; Vijay Kumar; Insup Lee,1999,<=2010,Lecture notes in computer science,10.1007/3-540-48119-2_14,conference-paper,ENABLING,P3,substantive_pdf_text,eligible,". The design of controllers for hybrid systems (i.e. mixed discrete-continuous systems) in a systematic manner remains a challenging task. In this case study, we apply formal modeling to the design of communication and control strategies for a team of autonomous robots to attain specified goals in a coordinated manner. The model of linear hybrid automata is used to describe the high-level design, and the verification software HyTech is used for symbolic analysis of the description. The goal of the project is to understand tradeoffs among various design alternatives by generating constraints among parameters using symbolic analysis. In this paper, we report on difficulties in modeling a team of robots using linear hybrid automata, results of analysis experiments, promise of the approach, and challenges for future research.",127,TRANSVERSAL_resilience_communication,,,,,game_theoretic,centralized,simulation;physical_experiment;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C1027A45215F8,Decentralized Behavioral Approach to Wheeled Mobile Robot Formation Maneuvers,,2008,<=2010,Communications and Control Engineering Distributed Consensus in Multi-vehicle Cooperative Control,10.1007/978-1-84800-015-5_11,book-chapter,ENABLING,P3,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"In this chapter, we apply the design scheme in Section 8.4.2 to formation maneuvers for a group of wheeled mobile robots. Complex formation maneuvers are decomposed into a sequence of maneuvers between formation patterns. We present three decentralized behavior-based formation control strategies. The first strategy uses relative position information configured in a bidirectional ring topology to maintain the formation. The second strategy injects interrobot damping via passivity techniques. The third strategy accounts for actuator saturation. Hardware results on differentially driven wheeled mobile robots demonstrate the effectiveness of the proposed control strategies.",91,CONTEXT_other,behavior_swarm;consensus_distributed;formation_control,centralized;distributed_decentralized,,,learning_based;behavior_swarm;consensus_distributed;model_predictive_control;formation_control,centralized;distributed_decentralized,,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C73F608EF40D6,Implicit Cooperation Strategies for Multi-robot Search of Unknown Areas,Monica Anderson; Nikolaos Papanikolopoulos,2008,<=2010,Journal of Intelligent & Robotic Systems,10.1007/s10846-008-9242-5,article,ENABLING,P3,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"Although explicit coordination of team search may provide solid performance for small team sizes, it has been shown that such methods do not scale to larger teams due to limited communications bandwidth and computational requirements. In addition, methods that rely upon persistent, reliable network connections may have limited applicability to real-world search problems. In this work, we explore implicit cooperation enabled through sharing of search progress information. Prior research shows cooperation paradigms in which team members share a global task list result in interference and duplication of search when members choose the same search areas. Methods that only use local sensor information to identify search targets require fewer message exchanges and create less interference between robots than existing shared approaches. In addition, search progress and completion are more consistent due to the reduction in interference. Results based on simulations and physical experiments are presented that compare performance in terms of time-to-cover, consistency, and interference.",154,TRANSVERSAL_resilience_communication,,,simulation,,learning_based;behavior_swarm,distributed_decentralized,simulation,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C7FAE40D44DC1,Multi-robot formations for area coverage in space applications,"Leitner, Juergen",2009,<=2010,QUT ePrints (Queensland University of Technology),10.71910/supsi.5257,dissertation,ENABLING,P3,substantive_pdf_text,eligible,"of the Master’s Thesis Author: Jürgen Leitner Title of the thesis: Multi-Robot Formations for Area Coverage in Space Applications Date: August 9, 2009 Number of pages: 99 Faculty: Faculty of Electronics, Communications and Automation Department: Automation and System Technology Programme: Master’s Degree Programme in Space Science and Technology Professorship: Automation Technology (Aut-84) Supervisors: Professor Aarne Halme (TKK) Professor Kalevi Hyyppä (LTU) Instructor: Professor Shinichi Nakasuka (ISSL) Tapio Taipalus (TKK) This thesis presents two algorithmic implementations of multi-robot formation control for the area coverage problem. It uses a space exploration scenario, with a marsupial robot society, for tasks like mapping, habitat construction, etc. The solutions are though applicable to a wider range of applications, since area coverage is seen as one of the canonical problems in multi-robot application. Starting with an overview of multi-robot systems in space applications, both currently in use and planned for the near future, it then presents the two algorithms and their implementation in C++: (i) a vector force based implementation and (ii) a machine learning approach. The second is based on an organizational-learning oriented classifier system (OCS) introduced by Takadama an evolution of Holland’s learning classifier system (LCS). To ease the development, testing and evaluation of the control algorithms a simulator, named SMRTCTRL, was implemented during a 3 months research stay at the University of Tokyo. The vector-based control approach was tested using a multi-robot society of LEGO Mindstorms Robots and a comparison of the two algorithm was done with the help of the simulator.",249,TRANSVERSAL_resilience_communication,learning_based;formation_control,,,search_rescue_exploration;construction_agriculture,auction_market;evolutionary_metaheuristic;learning_based;behavior_swarm;consensus_distributed;formation_control;safety_reactive,centralized;distributed_decentralized,simulation;physical_experiment;formal_analysis;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C258B49A5CDCE,Distributed leader–follower flocking control for multi-agent dynamical systems with time-varying velocities,Wenwu Yu; Guanrong Chen; Ming Cao,2010,<=2010,Systems & Control Letters,10.1016/j.sysconle.2010.06.014,article,ENABLING,P3,substantive_pdf_text,eligible,"Using tools from algebraic graph theory and nonsmooth analysis in combination with ideas of collective potential functions, velocity consensus and navigation feedback, a distributed leader–follower flocking algorithm for multi-agent dynamical systems with time-varying velocities is developed where each agent is governed by second-order dynamics. The distributed leader–follower algorithm considers the case in which the group has one virtual leader with time-varying velocity. For each agent i, this algorithm consists of four terms: the first term is the self nonlinear dynamics which determines the final time-varying velocity, the second term is determined by the gradient of the collective potential between agent i and all of its neighbors, the third term is the velocity consensus term, and the fourth term is the navigation feedback from the leader. To avoid an impractical assumption that the informed agents sense all the states of the leader, the new designed distributed algorithm is developed by making use of observerbased pinning navigation feedback. In this case, each informed agent only has partial information about the leader, yet the velocity of the whole group can still converge to that of the leader and the centroid of those informed agents, having the leader’s position information, follows the trajectory of the leader asymptotically. Finally, simulation results are presented to demonstrate the validity and effectiveness of the theoretical analysis. Surprisingly, it is found that the local minimum of the potential function may not form a commonly believed α lattice. © 2010 Elsevier B.V. All rights reserved.",245,CONTEXT_other,consensus_distributed;formation_control,distributed_decentralized;leader_follower,simulation,,consensus_distributed;formation_control;safety_reactive,distributed_decentralized;leader_follower,simulation;formal_analysis,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CA81B3751040D,Some necessary and sufficient conditions for second-order consensus in multi-agent dynamical systems,Wenwu Yu; Guanrong Chen; Ming Cao,2010,<=2010,Automatica,10.1016/j.automatica.2010.03.006,article,ENABLING,P3,substantive_pdf_text,eligible,"This paper studies some necessary and sufficient conditions for second-order consensus in multi-agent dynamical systems. First, basic theoretical analysis is carried out for the case where for each agent the second-order dynamics are governed by the position and velocity terms and the asymptotic velocity is constant. A necessary and sufficient condition is given to ensure second-order consensus and it is found that both the real and imaginary parts of the eigenvalues of the Laplacian matrix of the corresponding network play key roles in reaching consensus. Based on this result, a second-order consensus algorithm is derived for the multi-agent system facing communication delays. A necessary and sufficient condition is provided, which shows that consensus can be achieved in a multi-agent system whose network topology contains a directed spanning tree if and only if the time delay is less than a critical value. Finally, simulation examples are given to verify the theoretical analysis. © 2010 Elsevier Ltd. All rights reserved.",158,TRANSVERSAL_resilience_communication,consensus_distributed,,simulation,,consensus_distributed,distributed_decentralized,simulation;formal_analysis,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CFF226DFB42C5,Multi-robot Cooperative Object Localization,João Santos; Pedro Lima,2010,<=2010,Lecture Notes in Computer Science RoboCup 2009: Robot Soccer World Cup XIII,10.1007/978-3-642-11876-0_29,book-chapter,ENABLING,P3,substantive_pdf_text,eligible,". We introduce a multi-robot/sensor cooperative object detection and tracking method based on a decentralized Bayesian approach which uses particle filters to avoid simplifying assumptions about the object motion and the sensors’ observation models. Our method is composed of a local filter and a team filter. The local filter receives a reduced dimension representation of its teammates’ sample belief about the object location, i.e., the parameters of a Gaussian Mixture Model (GMM) approximating the other sensors’ particles, and mixes the particles representing its own belief about the object location with particles sampling the received GMM. All particles are weighted by the local observation model and the best ones are re-sampled for the next local iteration. The team filter receives GMM representations of the object in the world frame, from the sensor teammates, and fuses them all performing Covariance Intersection among GMM components. The local estimate is used when the sensor sees the object, to improve its estimate from the teammates’ estimates. The team estimate is used when the sensor does not see the object alone. To prevent the fusion of incorrect estimates, the disagreement between estimates is measured by a divergence measure for GMMs. Results of the method application to real RoboCup MSL robots are presented.",206,CONTEXT_other,consensus_distributed,centralized;distributed_decentralized,,,consensus_distributed,centralized;distributed_decentralized,,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C3862E6369260,Cooperative Control of Multi-Agent Systems,Frank L. Lewis; Hongwei Zhang; Kristian Hengster‐Movric; Abhijit Das,2013,2011-2016,Communications and control engineering/Communications and control engineering series,10.1007/978-1-4471-5574-4,book,ENABLING,P3,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,,0,CONTEXT_other,,,,,learning_based;consensus_distributed,distributed_decentralized,simulation;formal_analysis;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C8C88F5B7597D,Decentralized Multi-Agent Reinforcement Learning in Average-Reward Dynamic DCOPs,Duc Thien Nguyen; William Yeoh; Hoong Chuin Lau; Shlomo Zilberstein; Chongjie Zhang,2014,2011-2016,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v28i1.8886,conference-paper,ENABLING,P3,substantive_pdf_text,eligible,"extended DCOPs to Dynamic DCOPs, where the problem can change over time (Petcu and Faltings 2005b; 2007; Lass, Sultanik, and Regli 2008; Sultanik, Lass, and Regli 2009; Zivan, Glinton, and Sycara 2009). Researchers have thus far taken an online approach by modeling it as a sequence of (canonical) DCOPs, each partially different from the DCOP preceding it, and solving it by searching for a new solution each time the problem changes. However, existing work typically assumes that the problem in each time step is decoupled from the problems in other time steps, which might not hold in some applications. Therefore, in this paper, we introduce a new model, called Markovian Dynamic DCOPs (MD-DCOPs), where the DCOP in the next time step is a function of the value assignments in the current time step. Similar to existing work on dynamic DCOPs, we assume that the agents in MDDCOPs are not aware of the underlying transition functions and, thus, need to solve the problem in an online manner. Specifically, we introduce two reinforcement learning algorithms, the distributed RVI Q-learning algorithm and the distributed R-learning algorithm, that use a multi-arm bandit strategy to balance exploration (learning the underlying transition functions) and exploitation (taking the currently believed optimal joint action). We empirically evaluate them against an existing multi-arm bandit DCOP algorithm on dynamic DCOPs. Researchers have introduced the Dynamic Distributed Constraint Optimization Problem (Dynamic DCOP) formulation to model dynamically changing multi-agent coordination problems, where a dynamic DCOP is a sequence of (static canonical) DCOPs, each partially different from the DCOP preceding it. Existing work typically assumes that the problem in each time step is decoupled from the problems in other time steps, which might not hold in some applications. Therefore, in this paper, we make the following contributions: (i) We introduce a new model, called Markovian Dynamic DCOPs (MD-DCOPs), where the DCOP in the next time step is a function of the value assignments in the current time step; (ii) We introduce two distributed reinforcement learning algorithms, the Distributed RVI Q-learning algorithm and the Distributed R-learning algorithm, that balance exploration and exploitation to solve",350,CONTEXT_other,learning_based;consensus_distributed,centralized;distributed_decentralized,,search_rescue_exploration,exact_optimization;learning_based;consensus_distributed,centralized;distributed_decentralized,formal_analysis;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C5393BC81D30D,Optimal formation and control of cooperative wheeled mobile robots,Adel Abbaspour; Khalil Alipour; Hadi Zare Jafari; S. Ali A. Moosavian,2015,2011-2016,Comptes Rendus Mécanique,10.1016/j.crme.2015.04.003,article,ENABLING,P3,html_text_limited,requires_alternative_or_manual_inspection,,0,CONTEXT_other,,,,,evolutionary_metaheuristic;learning_based;behavior_swarm;consensus_distributed;formation_control;force_impedance_control,centralized;distributed_decentralized,simulation,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C541C47BC2BA5,Real-time adaptive multi-robot exploration with application to underwater map construction,Athanasios Ch. Kapoutsis; Savvas A. Chatzichristofis; Lefteris Doitsidis; João Borges de Sousa; José Pinto; José Braga; Elias B. Kosmatopoulos,2015,2011-2016,Autonomous Robots,10.1007/s10514-015-9510-8,article,ENABLING,P3,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"This paper deals with the problem of autonomous exploration of unknown areas using teams of Autonomous X Vehicles (AXVs)—with X standing for Aerial, Underwater or Sea-surface—where the AXVs have to autonomously navigate themselves so as to construct an accurate map of the unknown area. Such a problem can be transformed into a dynamic optimization problem which, however, is NP-complete and thus infeasible to be solved. A usual attempt is to relax this problem by employing greedy (optimal one-step-ahead) solutions which may end-up quite problematic. In this paper, we first show that optimal one-step-ahead exploration schemes that are based on a transformed optimization criterion can lead to highly efficient solutions to the multi-AXV exploration. Such a transformed optimization criterion is constructed using both theoretical analysis and experimental investigations and attempts to minimize the “disturbing” effect of deadlocks and nonlinearities to the overall exploration scheme. As, however, optimal one-step-ahead solutions to the transformed optimization criterion cannot be practically obtained using conventional optimization schemes, the second step in our approach is to combine the use of the transformed optimization criterion with the cognitive adaptive optimization (CAO): CAO is a practicably feasible computational methodology which adaptively provides an accurate approximation of the optimal one-step-ahead solutions. The combination of the transformed optimization criterion with CAO results in a multi-AXV exploration scheme which is both practically implementable and provides with quite efficient solutions as it is shown both by theoretical analysis and, most importantly, by extensive simulation experiments and real-life underwater sea-floor mapping experiments in the Leixes port, Portugal.",253,CONTEXT_other,,,simulation,underwater_marine;search_rescue_exploration;construction_agriculture,evolutionary_metaheuristic;learning_based;consensus_distributed,centralized;distributed_decentralized,simulation;formal_analysis;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C7683A8E401B2,A semantically-informed multirobot system for exploration of relevant areas in search and rescue settings,Alberto Quattrini Li; Riccardo Cipolleschi; Michele Giusto; Francesco Amigoni,2015,2011-2016,Autonomous Robots,10.1007/s10514-015-9480-x,article,ENABLING,P3,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"Coordinated multirobot exploration involves autonomous discovering and mapping of the features of initially unknown environments by using multiple robots. Autonomously exploring mobile robots are usually driven, both in selecting locations to visit and in assigning them to robots, by knowledge of the already explored portions of the environment, often represented in a metric map. In the literature, some works addressed the use of semantic knowledge in exploration, which, embedded in a semantic map, associates spatial concepts (like ‘rooms’ and ‘corridors’) with metric entities, showing its effectiveness in improving the total area explored by robots. In this paper, we build on these results and propose a system that exploits semantic information to push robots to explore relevant areas of initially unknown environments, according to a priori information provided by human users. Discovery of relevant areas is significant in some search and rescue settings, in which human rescuers can instruct robots to search for victims in specific areas, for example in cubicles if a disaster happened in an office building during working hours. We propose to speed up the exploration of specific areas by using semantic information both to select locations to visit and to determine the number of robots to allocate to those locations. In this way, for example, more robots could be assigned to a candidate location in a corridor, so the attached rooms can be explored faster. We tested our semantic-based multirobot exploration system within a reliable robot simulator and we evaluated its performance in realistic search and rescue indoor settings with respect to state-of-the-art approaches.",257,CONTEXT_other,,,,search_rescue_exploration,learning_based,distributed_decentralized,,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CCC007FEE955C,Learning Multirobot Hose Transportation and Deployment by Distributed Round-Robin Q-Learning,Borja Fernandez‐Gauna; Ismael Etxeberria‐Agiriano; Manuel Graña,2015,2011-2016,PLoS ONE,10.1371/journal.pone.0127129,article,ENABLING,P3,substantive_pdf_text,eligible,"OPEN ACCESS Citation: Fernandez-Gauna B, Etxeberria-Agiriano I, Graña M (2015) Learning Multirobot Hose Transportation and Deployment by Distributed Round-Robin Q-Learning. PLoS ONE 10(7): e0127129. doi:10.1371/journal.pone.0127129 Editor: Catalin Buiu, Politehnica University of Bucharest, ROMANIA Received: July 28, 2014 Accepted: March 14, 2015 Published: July 9, 2015",45,CONTEXT_other,,distributed_decentralized,,,learning_based;consensus_distributed,centralized;distributed_decentralized,simulation;physical_experiment;formal_analysis,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CE0B92EC9B6B8,Effective Approximations for Multi-Robot Coordination in Spatially Distributed Tasks,Daniel Claes; Philipp Robbel; Frans A. Oliehoek; Karl Tuyls; Daniel Hennes; Wiebe van der Hoek,2015,2011-2016,UvA-DARE (University of Amsterdam),10.5555/2772879.2773265,conference-paper,ENABLING,P3,substantive_pdf_text,eligible,"Although multi-robot systems have received substantial research attention in recent years, multi-robot coordination still remains a difficult task. Especially, when dealing with spatially distributed tasks and many robots, central control quickly becomes infeasible due to the exponential explosion in the number of joint actions and states. We propose a general algorithm that allows for distributed control, that overcomes the exponential growth in the number of joint actions by aggregating the effect of other agents in the system into a probabilistic model, called subjective approximations, and then choosing the best response. We show for a multi-robot grid world how the algorithm can be implemented in the well studied Multiagent Markov Decision Process framework, as a sub-class called spatial task allocation problems (SPATAPs). In this framework, we show how to tackle SPATAPs using online, distributed planning by combining subjective agent approximations with restriction of attention to current tasks in the world. An empirical evaluation shows that the combination of both strategies allows to scale to very large problems, while providing near-optimal solutions. Categories and Subject Descriptors I.2.9 [Artificial Intelligence]: Robotics General Terms Algorithms, Experimentation",182,SP1_coalition_allocation,,distributed_decentralized,,,auction_market;consensus_distributed,centralized;distributed_decentralized,simulation;formal_analysis,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C6B35957F2A25,Multiple Mobile Robot Systems,Lynne E. Parker; Daniela Rus; Gaurav S. Sukhatme,2016,2011-2016,Springer handbooks,10.1007/978-3-319-32552-1_53,book-chapter,ENABLING,P3,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,,0,CONTEXT_other,,,,,auction_market;evolutionary_metaheuristic;learning_based;behavior_swarm;consensus_distributed;formation_control;safety_reactive,centralized;distributed_decentralized,simulation;physical_experiment;formal_analysis,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C23A9081289BD,"A decentralized multi-agent unmanned aerial system to search, pick up, and relocate objects",Rik Bahnemann; Dominik Schindler; Mina Kamel; Roland Siegwart; Juan Nieto,2017,2017-2021,,10.1109/ssrr.2017.8088150,conference-paper,ENABLING,P3,substantive_pdf_text,eligible,,0,CONTEXT_other,consensus_distributed,centralized;distributed_decentralized,,,consensus_distributed;model_predictive_control;safety_reactive;graph_search_mapf,centralized;distributed_decentralized,physical_experiment;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C9318DA325D0A,Efficient multi-robot coverage of a known environment,Nare Karapetyan; Kelly Benson; Chris McKinney; Perouz Taslakian; Ioannis Rekleitis,2017,2017-2021,,10.1109/iros.2017.8206000,conference-paper,ENABLING,P3,substantive_pdf_text,eligible,"— This paper addresses the complete area coverage problem of a known environment by multiple-robots. Complete area coverage is the problem of moving an end-effector over all available space while avoiding existing obstacles. In such tasks, using multiple robots can increase the efficiency of the area coverage in terms of minimizing the operational time and increase the robustness in the face of robot attrition. Unfortunately, the problem of finding an optimal solution for such an area coverage problem with multiple robots is known to be NPcomplete. In this paper we present two approximation heuristics for solving the multi-robot coverage problem. The first solution presented is a direct extension of an efficient single robot area coverage algorithm, based on an exact cellular decomposition. The second algorithm is a greedy approach that divides the area into equal regions and applies an efficient single-robot coverage algorithm to each region. We present experimental results for two algorithms. Results indicate that our approaches provide good coverage distribution between robots and minimize the workload per robot, meanwhile ensuring complete coverage of the area. Index Terms— Multiple and distributed robots, path planning, coverage. I.",187,CONTEXT_other,,distributed_decentralized,,,,distributed_decentralized,simulation;physical_experiment;formal_analysis,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CE7932A8945FD,Distributed Consensus of Linear Multiagent Systems: Laplacian Spectra-Based Method,Yuanye Chen; Yang Shi,2017,2017-2021,IEEE Transactions on Systems Man and Cybernetics Systems,10.1109/tsmc.2017.2774841,article,ENABLING,P3,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,,0,CONTEXT_other,consensus_distributed,distributed_decentralized,,,consensus_distributed,distributed_decentralized,formal_analysis,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CFC0148811244,Cooperative Multi-Agent Planning,Alejandro Torreño; Eva Onaindia; Antonín Komenda; Michal Štolba,2017,2017-2021,ACM Computing Surveys,10.1145/3128584,article,ENABLING,P3,substantive_pdf_text,eligible,,0,CONTEXT_other,,,,,auction_market;game_theoretic;consensus_distributed;graph_search_mapf,centralized;distributed_decentralized,simulation;formal_analysis;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C0AD50456ED15,Multi-Agent Systems for Resource Allocation and Scheduling in a Smart Grid,Arun Sukumaran Nair; Tareq Hossen; Mitch Campion; Daisy Flora Selvaraj; Neena Goveas; Naima Kaabouch; Prakash Ranganathan,2018,2017-2021,Technology and Economics of Smart Grids and Sustainable Energy,10.1007/s40866-018-0052-y,article,ENABLING,P3,substantive_pdf_text,eligible,"With the increasing integration of Distributed Energy Resources (DER) in the power grid, a decentralized approach becomes essential for scheduling and allocation of resources in a smart grid. Economic Dispatch (ED) and Unit Commitment (UC) are the two major resource allocation problems that play critical role in the safe and stable operation of a grid system. The uncertainty associated with renewable energy sources have made the resource allocation problems even more challenging for grid operators. The future grid will have a higher generation mix of renewable energy sources and a large load of Electrical vehicles, with the possibility of bi-directional power flow. This complex smart grid system necessitates the development of a decentralized approach to resource allocation problem, which allows inter-node communication and decision making. Multi-agent systems (MAS) is a promising platform to decentralize the traditional centralized resource allocation aspects of smart grid. This paper presents a comprehensive literature review on the application of MAS to Economic Dispatch (ED) and Unit Commitment (UC) in smart grids.",166,TRANSVERSAL_resilience_communication,consensus_distributed,centralized;distributed_decentralized,,,auction_market;game_theoretic;evolutionary_metaheuristic;consensus_distributed;formation_control,centralized;distributed_decentralized;leader_follower;leaderless,simulation;physical_experiment;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
