candidate_id,title,priority_tier,review_targets_routing_only,fulltext_local_path,file_format,v3_text_adequacy,page_count,extracted_word_count,section_markers,file_sha256_matches_queue,close_reading_eligibility,audit_note
C7FAE40D44DC1,Multi-robot formations for area coverage in space applications,P3,CONTEXT,data\fulltext\C7FAE40D44DC1\fulltext.pdf,pdf,substantive_pdf_text,138,31414,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C258B49A5CDCE,Distributed leader–follower flocking control for multi-agent dynamical systems with time-varying velocities,P3,CONTEXT,data\fulltext\C258B49A5CDCE\fulltext.pdf,pdf,substantive_pdf_text,12,9218,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CA81B3751040D,Some necessary and sufficient conditions for second-order consensus in multi-agent dynamical systems,P3,CONTEXT,data\fulltext\CA81B3751040D\fulltext.pdf,pdf,substantive_pdf_text,9,7028,abstract;introduction;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CFF226DFB42C5,Multi-robot Cooperative Object Localization,P3,CONTEXT,data\fulltext\CFF226DFB42C5\fulltext.pdf,pdf,substantive_pdf_text,13,5164,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C3862E6369260,Cooperative Control of Multi-Agent Systems,P3,CONTEXT,data\fulltext\C3862E6369260\fulltext.html,html,landing_or_abstract_like_html,1,1832,introduction;methods;results,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C8C88F5B7597D,Decentralized Multi-Agent Reinforcement Learning in Average-Reward Dynamic DCOPs,P3,CONTEXT,data\fulltext\C8C88F5B7597D\fulltext.pdf,pdf,substantive_pdf_text,10,7609,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C5393BC81D30D,Optimal formation and control of cooperative wheeled mobile robots,P3,CONTEXT,data\fulltext\C5393BC81D30D\fulltext.html,html,html_text_limited,1,1355,introduction;methods,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C541C47BC2BA5,Real-time adaptive multi-robot exploration with application to underwater map construction,P3,CONTEXT,data\fulltext\C541C47BC2BA5\fulltext.html,html,landing_or_abstract_like_html,1,3000,abstract;methods;results;conclusion;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C7683A8E401B2,A semantically-informed multirobot system for exploration of relevant areas in search and rescue settings,P3,CONTEXT,data\fulltext\C7683A8E401B2\fulltext.html,html,landing_or_abstract_like_html,1,1818,abstract;introduction;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
CCC007FEE955C,Learning Multirobot Hose Transportation and Deployment by Distributed Round-Robin Q-Learning,P3,CONTEXT,data\fulltext\CCC007FEE955C\fulltext.pdf,pdf,substantive_pdf_text,28,12709,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CE0B92EC9B6B8,Effective Approximations for Multi-Robot Coordination in Spatially Distributed Tasks,P3,CONTEXT,data\fulltext\CE0B92EC9B6B8\fulltext.pdf,pdf,substantive_pdf_text,11,8590,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C6B35957F2A25,Multiple Mobile Robot Systems,P3,CONTEXT,data\fulltext\C6B35957F2A25\fulltext.html,html,landing_or_abstract_like_html,1,12135,abstract;introduction;methods;results;conclusion;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C23A9081289BD,"A decentralized multi-agent unmanned aerial system to search, pick up, and relocate objects",P3,CONTEXT,data\fulltext\C23A9081289BD\fulltext.pdf,pdf,substantive_pdf_text,7,4956,abstract;methods;results,true,eligible,Automated text-access classification; it does not verify scientific content.
C9318DA325D0A,Efficient multi-robot coverage of a known environment,P3,CONTEXT,data\fulltext\C9318DA325D0A\fulltext.pdf,pdf,substantive_pdf_text,8,6207,abstract;introduction;methods;results;conclusion,true,eligible,Automated text-access classification; it does not verify scientific content.
CE7932A8945FD,Distributed Consensus of Linear Multiagent Systems: Laplacian Spectra-Based Method,P3,CONTEXT,data\fulltext\CE7932A8945FD\fulltext.html,html,landing_or_abstract_like_html,1,1015,abstract;methods;results,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
CFC0148811244,Cooperative Multi-Agent Planning,P3,CONTEXT,data\fulltext\CFC0148811244\fulltext.pdf,pdf,substantive_pdf_text,35,20538,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C0AD50456ED15,Multi-Agent Systems for Resource Allocation and Scheduling in a Smart Grid,P3,CONTEXT,data\fulltext\C0AD50456ED15\fulltext.pdf,pdf,substantive_pdf_text,16,11153,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C1F12D82EB5AF,TraderBots: A New Paradigm for Robust and Efficient Multirobot Coordination in Dynamic Environments,P3,CONTEXT,data\fulltext\C1F12D82EB5AF\fulltext.pdf,pdf,substantive_pdf_text,140,50573,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CE250CA9672E5,Human-Robot Teams for Large-Scale Assembly,P3,CONTEXT,data\fulltext\CE250CA9672E5\fulltext.pdf,pdf,substantive_pdf_text,7,4310,abstract;methods;results;conclusion,true,eligible,Automated text-access classification; it does not verify scientific content.
C3A92231C503F,Bipartite Consensus for Multi-Agent Systems With Time-Varying Delays Based on Method of Delay Partitioning,P3,CONTEXT,data\fulltext\C3A92231C503F\fulltext.pdf,pdf,substantive_pdf_text,11,8229,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C40E207C30F72,Multi-UAV Rapid-Assessment Task-Assignment Problem in a Post-Earthquake Scenario,P3,CONTEXT,data\fulltext\C40E207C30F72\fulltext.pdf,pdf,substantive_pdf_text,17,9602,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CEE054EA98CD4,Swarm UAVs Task and Resource Dynamic Assignment Algorithm Based on Task Sequence Mechanism,P3,CONTEXT,data\fulltext\CEE054EA98CD4\fulltext.pdf,pdf,substantive_pdf_text,12,7804,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C50BD770B1D3B,Limited-Budget Output Consensus for Descriptor Multiagent Systems With Energy Constraints,P3,CONTEXT,data\fulltext\C50BD770B1D3B\fulltext.pdf,pdf,substantive_pdf_text,11,7844,abstract;methods;results;conclusion,true,eligible,Automated text-access classification; it does not verify scientific content.
C7AA66F0CC8AB,A Multi-Agent Reinforcement Learning-Based Data-Driven Method for Home Energy Management,P3,CONTEXT,data\fulltext\C7AA66F0CC8AB\fulltext.pdf,pdf,substantive_pdf_text,11,7838,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C86FD126585DC,"Collaborative Multi-Robot Search and Rescue: Planning, Coordination, Perception, and Active Vision",P3,CONTEXT,data\fulltext\C86FD126585DC\fulltext.pdf,pdf,substantive_pdf_text,28,23362,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CA76116C5C727,Mixed-Integer Linear Programming Models for Multi-Robot Non-Adversarial Search,P3,CONTEXT,data\fulltext\CA76116C5C727\fulltext.pdf,pdf,substantive_pdf_text,9,7606,abstract;introduction;methods;results,true,eligible,Automated text-access classification; it does not verify scientific content.
CAF7131D3E002,Hierarchical Multi-Agent Optimization for Resource Allocation in Cloud Computing,P3,CONTEXT,data\fulltext\CAF7131D3E002\fulltext.pdf,pdf,substantive_pdf_text,16,13542,abstract;methods;results;conclusion,true,eligible,Automated text-access classification; it does not verify scientific content.
CFF6E2866698D,UAV Swarm Mission Planning in Dynamic Environment Using Consensus-Based Bundle Algorithm,P3,CONTEXT,data\fulltext\CFF6E2866698D\fulltext.html,html,substantive_html_text,1,10771,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C251AB35E014B,A Faithful Mechanism for Incremental Multi-Agent Agreement Problems with Self-Interested and Privacy-Preserving Agents,P3,CONTEXT,data\fulltext\C251AB35E014B\fulltext.pdf,pdf,substantive_pdf_text,34,25844,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CBB74AB460F62,Applicability of Multi-Agent Systems and Constrained Reasoning for Sensor-Based Distributed Scenarios: A Systematic Mapping Study on Dynamic DCOPs,P3,CONTEXT,data\fulltext\CBB74AB460F62\fulltext.html,html,landing_or_abstract_like_html,1,702,methods;results;conclusion,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
CEE13D06C31BF,A Digital Twin Approach for the Improvement of an Autonomous Mobile Robots (AMR’s) Operating Environment—A Case Study,P3,CONTEXT,data\fulltext\CEE13D06C31BF\fulltext.html,html,substantive_html_text,1,9382,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C838614EB071B,Résilience et auto-réparation de processus de décisions multi-agents. Application à l’auto-configuration d’environnements intelligents,P3,CONTEXT,data\fulltext\C838614EB071B\fulltext.pdf,pdf,substantive_pdf_text,39,17225,abstract;introduction;methods;conclusion,true,eligible,Automated text-access classification; it does not verify scientific content.
C9DBE598AF11A,Mission Specification Patterns for Mobile Robots: Providing Support for Quantitative Properties,P3,CONTEXT,data\fulltext\C9DBE598AF11A\fulltext.pdf,pdf,substantive_pdf_text,22,20690,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CADFC0AC6330F,A Secure Decentralized Event-Triggered Cooperative Localization in Multi-Robot Systems Under Cyber Attack,P3,CONTEXT,data\fulltext\CADFC0AC6330F\fulltext.pdf,pdf,substantive_pdf_text,22,16070,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C3C0DDA383C6E,Two-stage multi-sensor fusion positioning system with seamless switching for cooperative mobile robot and manipulator system,P3,CONTEXT,data\fulltext\C3C0DDA383C6E\fulltext.pdf,pdf,substantive_pdf_text,17,10023,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C76229807CCEA,Distributed adaptive event-triggered control for general linear singular multi-agent systems,P3,CONTEXT,data\fulltext\C76229807CCEA\fulltext.pdf,pdf,substantive_pdf_text,18,7285,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CF8D8AE54BE63,Safety-Critical Coordination of Legged Robots via Layered Controllers and Forward Reachable Set based Control Barrier Functions,P3,CONTEXT,data\fulltext\CF8D8AE54BE63\fulltext.pdf,pdf,substantive_pdf_text,8,6410,abstract;methods;results;conclusion,true,eligible,Automated text-access classification; it does not verify scientific content.
CFA3ED1756E20,Predefined-Time Consensus of Nonlinear Multi-Agent Input Delay/Dynamic Event-Triggered Under Switching Topology,P3,CONTEXT,data\fulltext\CFA3ED1756E20\fulltext.pdf,pdf,substantive_pdf_text,14,8813,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C0C43A1C02233,The Cambridge RoboMaster: An Agile Multi-Robot Research Platform,P3,CONTEXT,data\fulltext\C0C43A1C02233\fulltext.pdf,pdf,substantive_pdf_text,19,7634,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C5BE9628D215F,Autonomous Mobile Robots in Automotive Remanufacturing: A Case Study for Intra-Logistics Support,P3,CONTEXT,data\fulltext\C5BE9628D215F\fulltext.pdf,pdf,substantive_pdf_text,19,10538,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CCD5DAEF50D61,Part feeding scheduling for mixed-model assembly lines with autonomous mobile robots: benefits of using real-time data,P3,CONTEXT,data\fulltext\CCD5DAEF50D61\fulltext.pdf,pdf,substantive_pdf_text,19,11145,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CD4454A375095,Research on multi-robot collaborative operation in logistics and warehousing using A3C optimized YOLOv5-PPO model,P3,CONTEXT,data\fulltext\CD4454A375095\fulltext.pdf,pdf,substantive_pdf_text,25,13927,introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C3EB4FE9E132E,Multi-Robot Exploration Inspired by Swarm Robotics using Dynamic Fuzzy Cognitive Maps,P3,CONTEXT,data\fulltext\C3EB4FE9E132E\fulltext.pdf,pdf,substantive_pdf_text,28,9880,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C589F20C51DDF,Should we get involved? impact of human collaboration and intervention on multi-robot teams,P3,CONTEXT,data\fulltext\C589F20C51DDF\fulltext.html,html,substantive_html_text,1,18127,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C9AB086F4D3FD,Chapter 2: The Basics of Multi-Robot Systems,P3,CONTEXT,data\fulltext\C9AB086F4D3FD\fulltext.html,html,substantive_html_text,1,2558,introduction;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C3AB6A34C6121,Multi-agent embodied AI: advances and future directions,P3,CONTEXT,data\fulltext\C3AB6A34C6121\fulltext.pdf,pdf,substantive_pdf_text,45,25378,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C44BF69BB2371,Optimizing quantum-inspired federated multi-agent reinforcement architectures for sustainable wind energy governance under uncertainty,P3,CONTEXT,data\fulltext\C44BF69BB2371\fulltext.html,html,landing_or_abstract_like_html,1,2993,abstract;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C7DEDA979D613,Mitigation of the coordination crisis in wildfire management using a multi-agent AI system,P3,CONTEXT,data\fulltext\C7DEDA979D613\fulltext.pdf,pdf,pdf_text_limited,8,6088,methods;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C92D77FC2D721,BDI-based Multi-Robot System Architecture: A Disinfecting Robot Routine Illustrative Case,P3,CONTEXT,data\fulltext\C92D77FC2D721\fulltext.pdf,pdf,substantive_pdf_text,11,6286,abstract;introduction;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CACE7C6BAFBE9,Decentralised task planning and motion coordination for scalable multi-robot collaborative manufacturing,P3,CONTEXT,data\fulltext\CACE7C6BAFBE9\fulltext.pdf,pdf,substantive_pdf_text,44,17054,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C29DB4B188A5B,ISSUES IN MULTI AGENT RESOURCE ALLOCATION,P3,CONTEXT,data\fulltext\C29DB4B188A5B\fulltext.pdf,pdf,substantive_pdf_text,31,23324,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C876206FA4482,Robust distributed planning strategies for autonomous multi-agent teams,P3,CONTEXT,data\fulltext\C876206FA4482\fulltext.html,html,landing_or_abstract_like_html,1,816,abstract;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
