candidate_id,title,authors,year,venue,doi,document_type,provenance,provenance_sources,provenance_queries,screening_decision,fulltext_status,fulltext_identity_status,evidence_status,wos_ut,seed_role,v3_screening_status,v3_allowed_use
C844BA70432F1,Game-Theoretic Mission Planning of Drone Teams in Autonomous Detection and Recognition,Vittorio U. Castrillo; Ivan Iudice; Domenico Pascarella; Gianpaolo Pigliasco; Angela Vozella,2023,,10.1109/techdefense59795.2023.10380873,conference-paper,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CDB5890569C65,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C8E065E4F2D01,Strictly Decentralized Approaches for Multi-Robot Grasp Coordination,Rajkumar Muthusamy; Ville Kyrki; Praveen Kumar Muthusamy; Tarek Taha; Irfan Hussain; Yahya Zweiri; Domenico Prattichizzo; Dongming Gan,2023,,10.1109/case56687.2023.10260355,conference-paper,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CDB5890569C65,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C5BFC71E7E5BF,Web Service Composition Using an AI Planning Technique,Lalit Purohit; Satyendra Singh Chouhan,2023,,10.1002/9781119792161.ch4,other,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CDB5890569C65,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C101FDD2A9E4E,Robust Map Fusion with Visual Attention Utilizing Multi-agent Rendezvous,Jaein Kim; Dong-Sig Han; Byoung‐Tak Zhang,2023,,10.1109/icra48891.2023.10161072,conference-paper,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CDB5890569C65,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CA679A0BE060D,A Data Enhancement Strategy for Multi-Agent Cooperative Hunting based on Deep Reinforcement Learning,Zhenkun Gao; Xiaoyan Dai; Meibao Yao; Xueming Xiao,2023,,10.1109/icps58381.2023.10128078,conference-paper,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CDB5890569C65,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C6618F378B7DB,An Attentive Consensus Platform for Collaborative Reinforcement Learning Agents,Maxwell Hwang; Jin-Ling Lin; Shao-Wei Kao,2023,IEEE Systems Journal,10.1109/jsyst.2023.3240768,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CDB5890569C65,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C845DEC8560DD,Computationally Efficient Stochastic Algorithm Supported by Deterministic Technique: A Futuristic Approach,Faiza Gul; Imran Mir; Tarik Adnan Almohamad,2023,IEEE Access,10.1109/access.2023.3300037,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CDB5890569C65,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C9026E8EA4598,Autonomous Multirobot Navigation and Cooperative Mapping in Partially Unknown Environments,Hongyu Xie; Dong Zhang; Xiaobo Hu; MengChu Zhou; Zhengcai Cao,2023,IEEE Transactions on Instrumentation and Measurement,10.1109/tim.2023.3327469,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CDB5890569C65,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C686948969E36,An Overview of Recent Progress in the Study of Distributed Multi-Agent Coordination,Yongcan Cao; Wenwu Yu; Wei Ren; Guanrong Chen,2012,IEEE Transactions on Industrial Informatics,10.1109/tii.2012.2219061,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD4F0CFD7E495;SB_B_CA9EA6431B5EC;SB_B_CA33AD7B68FB1;SB_B_C55AEC4EE9876,maybe_fulltext,retrieval_error,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CEE8D04438E72,Computer Solutions of the Traveling Salesman Problem,Shen Lin,1965,Bell System Technical Journal,10.1002/j.1538-7305.1965.tb04146.x,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C80B50C4AE498,Solution of a Large-Scale Traveling-Salesman Problem,George B. Dantzig; R. Fulkerson; Selmer Martin Johnson,1954,Journal of the Operations Research Society of America,10.1287/opre.2.4.393,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C7CB943FA8877,Advanced Combinatorics: The Art of Finite and Infinite Expansions,Louis Comtet; J.W. Nienhuys,1974,CERN Document Server (European Organization for Nuclear Research),10.1007/978-94-010-2196-8,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C6C4F91E06A5C,A survey of multi-agent organizational paradigms,Bryan Horling; Victor Lesser,2004,The Knowledge Engineering Review,10.1017/s0269888905000317,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD4F0CFD7E495;SB_B_CA9EA6431B5EC,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CCF060D746CCE,Tight approximation algorithms for maximum general assignment problems,Lisa Fleischer; Michel X. Goemans; Vahab Mirrokni; Maxim Sviridenko,2006,,,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C30ABAD52DEC8,Auctions for multi-robot task allocation in communication limited environments,Michael Otte; Michael J. Kuhlman; Donald Sofge,2019,Autonomous Robots,10.1007/s10514-019-09828-5,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD4F0CFD7E495;SB_B_CA9EA6431B5EC,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C6C2F302C02B1,"Flexible Assembly Job-Shop Scheduling With Sequence-Dependent Setup Times and Part Sharing in a Dynamic Environment: Constraint Programming Model, Mixed-Integer Programming Model, and Dispatching Rules",Sicheng Zhang; Shouyang Wang,2018,IEEE Transactions on Engineering Management,10.1109/tem.2017.2785774,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C154E563739B5,Memetic algorithm based on sequential variable neighborhood descent for the minmax multiple traveling salesman problem,Yongzhen Wang; Yan Chen; Yan Lin,2016,Computers & Industrial Engineering,10.1016/j.cie.2016.12.017,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CB8AAD66A3093,Dynamic task allocation for multi-robot search and retrieval tasks,Changyun Wei; Koen V. Hindriks; Catholijn M. Jonker,2016,Applied Intelligence,10.1007/s10489-016-0771-5,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C6553FF873053,Multiple-Solution Optimization Strategy for Multirobot Task Allocation,Li Huang; Yongsheng Ding; MengChu Zhou; Yaochu Jin; Kuangrong Hao,2018,IEEE Transactions on Systems Man and Cybernetics Systems,10.1109/tsmc.2018.2847608,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CF2340A16AB83,Consensus over random networks,Alireza Tahbaz-Salehi; Ali Jadbabaie,2007,,,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C876703E45EDB,Fast unmanned vehicles task allocation with moving targets,Demetrio Turra; Lorenzo Pollini; Mario Innocenti,2004,2004 43rd IEEE Conference on Decision and Control (CDC) (IEEE Cat. No.04CH37601),10.1109/cdc.2004.1429424,conference-paper,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD4F0CFD7E495;SB_B_C25E04E2B42F4;SB_B_C75DFD0C9D1EF,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C2A38A299F1DE,Autonomous Agents Research in Robotics: A Report from the Trenches,Gal A. Kaminka,2012,National Conference on Artificial Intelligence,,conference-paper,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C06E2613B31FC,Cooperative Learning-Agents for Task Allocation Problem,Farouq Zitouni; Ramdane Maamri,2018,Advances in intelligent systems and computing,10.1007/978-3-319-75175-7_93,conference-paper,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD4F0CFD7E495;SB_B_C981388000750,maybe_fulltext,acquired_html,identity_verified_doi,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CAF4C96DF08B1,Set partition asymptotics and a conjecture of Gould and Quaintance,Walaa Asakly; Aubrey Blecher; Charlotte Brennan; Arnold Knopfmacher; Toufik Mansour; Stephan Wagner,2014,Journal of Mathematical Analysis and Applications,10.1016/j.jmaa.2014.02.061,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CCE33F0F2BB32,An adaptive protocol for dynamic allocation of tasks in a multi-robot system,Farouq Zitouni; Ramdane Maamri,2016,,10.1109/icaase.2016.7843863,conference-paper,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD4F0CFD7E495;SB_B_C981388000750,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CD15D547CB3F4,Multi-pruning-robot and multi-fertilizing-drone collaborative task assignment using multi-class teaching-learning-based optimization,Cun-Hai Wang; Wei Zhang; Quan-Ke Pan; Zhonghua Miao; Bing Wang,2025,Applied Soft Computing,10.1016/j.asoc.2025.113591,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD4F0CFD7E495,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C473E56C40537,A Novel Region-Construction Method for Multi-USV Cooperative Target Allocation in Air–Ocean Integrated Environments,Zeyu Zhou; Mingyang Li; Yun Hao,2023,Journal of Marine Science and Engineering,10.3390/jmse11071369,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD4F0CFD7E495,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CEF09BED0A520,Flocking for Multi-Agent Dynamic Systems: Algorithms and Theory,Reza Olfati‐Saber,2006,IEEE Transactions on Automatic Control,10.1109/tac.2005.864190,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C98BC26321A7D,Time-Varying Formation Tracking for Second-Order Multi-Agent Systems Subjected to Switching Topologies With Application to Quadrotor Formation Flying,Xiwang Dong; Yan Zhou; Zhang Ren; Yisheng Zhong,2016,IEEE Transactions on Industrial Electronics,10.1109/tie.2016.2593656,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C3862E6369260,Cooperative Control of Multi-Agent Systems,Frank L. Lewis; Hongwei Zhang; Kristian Hengster‐Movric; Abhijit Das,2013,Communications and control engineering/Communications and control engineering series,10.1007/978-1-4471-5574-4,book,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,include_fulltext,acquired_html,identity_verified_doi,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C7E4DA4D189C7,Consensus in multi-agent systems: a review,Abdollah Amirkhani; Amir Hossein Barshooi,2021,Artificial Intelligence Review,10.1007/s10462-021-10097-x,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,maybe_fulltext,acquired_html,identity_verified_doi,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CE777AD97A88F,Consensus of Hybrid Multi-Agent Systems,Yuanshi Zheng; Jingying Ma; Long Wang,2017,IEEE Transactions on Neural Networks and Learning Systems,10.1109/tnnls.2017.2651402,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CC9B221E8DC50,Optimal Linear-Consensus Algorithms: An LQR Perspective,Yongcan Cao; Wei Ren,2009,IEEE Transactions on Systems Man and Cybernetics Part B (Cybernetics),10.1109/tsmcb.2009.2030495,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C1808E037AB2B,Fault-Tolerant Consensus of Multi-Agent System With Distributed Adaptive Protocol,Shun Chen; Daniel W. C. Ho; Lulu Li; Ming Liu,2014,IEEE Transactions on Cybernetics,10.1109/tcyb.2014.2366204,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C0ADDFBA4B05D,Formation Control for High-Order Linear Time-Invariant Multiagent Systems With Time Delays,Xiwang Dong; Jianxiang Xi; Geng Lu; Yisheng Zhong,2014,IEEE Transactions on Control of Network Systems,10.1109/tcns.2014.2337972,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CFEB033864E11,Distributed Adaptive Time-Varying Group Formation Tracking for Multiagent Systems With Multiple Leaders on Directed Graphs,Junyan Hu; Parijat Bhowmick; Alexander Lanzon,2019,IEEE Transactions on Control of Network Systems,10.1109/tcns.2019.2913619,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CCD54E918FDB0,Second-order consensus of hybrid multi-agent systems,Yuanshi Zheng; Qi Zhao; Jingying Ma; Long Wang,2019,Systems & Control Letters,10.1016/j.sysconle.2019.01.009,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CE576119595E3,Formation control of unmanned aerial vehicle swarms: A comprehensive review,Quan Ouyang; Zhaoxiang Wu; Yuhua Cong; Zhisheng Wang,2022,Asian Journal of Control,10.1002/asjc.2806,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C96409F109DBF,Energy-Constraint Formation for Multiagent Systems With Switching Interaction Topologies,Jianxiang Xi; Le Wang; Jianfei Zheng; Xiaojun Yang,2020,IEEE Transactions on Circuits and Systems I Regular Papers,10.1109/tcsi.2020.2975383,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CA1A704DDBFD0,Robust time‐varying formation design for multiagent systems with disturbances: Extended‐state‐observer method,Le Wang; Jianxiang Xi; Ming He; Guangbin Liu,2020,International Journal of Robust and Nonlinear Control,10.1002/rnc.4941,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C40F27817919C,Synchronization of Multiagent Systems Using Event-Triggered and Self-Triggered Broadcasts,João Almeida; Carlos Silvestre; A. Pascoal,2017,IEEE Transactions on Automatic Control,10.1109/tac.2017.2671029,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C50BD770B1D3B,Limited-Budget Output Consensus for Descriptor Multiagent Systems With Energy Constraints,Jianxiang Xi; Cheng Wang; Xiaojun Yang; Bailong Yang,2020,IEEE Transactions on Cybernetics,10.1109/tcyb.2019.2963172,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,include_fulltext,acquired_pdf,identity_verified_title,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C6954F7754317,Limited-energy output formation for multiagent systems with intermittent interactions,Xiaojun Yang; Lunjia Liao; Qin Yang; Bo Sun; Jianxiang Xi,2021,Journal of the Franklin Institute,10.1016/j.jfranklin.2021.06.009,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C13AD8119B76A,Robust ${H_\infty}$ Guaranteed Cost Time-Varying Formation Tracking for High-Order Multiagent Systems With Time-Varying Delays,Jianglong Yu; Xiwang Dong; Qingdong Li; Zhang Ren,2018,IEEE Transactions on Systems Man and Cybernetics Systems,10.1109/tsmc.2018.2883516,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CB72E01DEE54D,Flocking of multi-agent dynamical systems based on pseudo-leader mechanism,Jin Zhou; Xiaoqun Wu; Wenwu Yu; Michael Small; Jun-an Lu,2011,Systems & Control Letters,10.1016/j.sysconle.2011.10.006,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C4E7B443866B6,Formation control for networked multiagent systems with a minimum energy constraint,Junlong Li; Jianxiang Xi; Ming He; Bing Li,2022,Chinese Journal of Aeronautics,10.1016/j.cja.2022.01.015,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C049DA18F4AD3,Output formation-containment of coupled heterogeneous linear systems under intermittent communication,Yan‐Wu Wang; Xiao-Kang Liu; Jiang‐Wen Xiao; Xiangning Lin,2016,Journal of the Franklin Institute,10.1016/j.jfranklin.2016.10.011,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C345C623B30E6,An Affection-Based Dynamic Leader Selection Model for Formation Control in Multirobot Systems,Feng Li; Yongsheng Ding; MengChu Zhou; Kuangrong Hao; Lei Chen,2016,IEEE Transactions on Systems Man and Cybernetics Systems,10.1109/tsmc.2016.2564931,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C2DB806194B85,An internal model approach for multi-agent rendezvous and connectivity preservation with nonlinear dynamics,Yi Dong; Youfeng Su; Yue Liu; Shengyuan Xu,2018,Automatica,10.1016/j.automatica.2017.12.018,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CF6D2A058B55E,Formation Control with Mismatched Orientation in Multi-Agent Systems,Zhen Li; Yang Tang; Tingwen Huang; Jürgen Kurths,2018,IEEE Transactions on Network Science and Engineering,10.1109/tnse.2018.2851199,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C032916D49DB9,Event-triggered guaranteed cost consensus control for second-order multi-agent systems based on observers,Yiping Luo; Xing Xiao; Jinde Cao; An-Ping Li; Guohan Lin,2020,Information Sciences,10.1016/j.ins.2020.08.010,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C0AA52473F734,Limited-Budget Consensus Design and Analysis for Multiagent Systems With Switching Topologies and Intermittent Communications,Le Wang; Jianxiang Xi; Bo Hou; Guangbin Liu,2021,IEEE/CAA Journal of Automatica Sinica,10.1109/jas.2021.1004000,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C8C5D34E4A76C,Guaranteed cost control of mobile sensor networks with Markov switching topologies,Yuan Zhao; Ge Guo; Lei Ding,2015,ISA Transactions,10.1016/j.isatra.2015.05.013,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CC4FC6F5B66C3,Time-Varying Formation Control of General Linear Multi-Agent Systems Under Markovian Switching Topologies and Communication Noises,Boqian Li; Guoguang Wen; Zhaoxia Peng; Shiping Wen; Tingwen Huang,2020,IEEE Transactions on Circuits & Systems II Express Briefs,10.1109/tcsii.2020.3023078,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C8C8CAF6733F5,An optimal cooperation in a team of agents subject to partial information,Elham Semsar-Kazerooni; K. Khorasani,2008,International Journal of Control,10.1080/00207170802195299,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C2FBAF84979EB,Time‐varying group formation‐tracking control for general linear multi‐agent systems with switching topologies and unknown input,Yizhou Lu; Xiwang Dong; Qingdong Li; Jinhu Lv; Zhang Ren,2022,International Journal of Robust and Nonlinear Control,10.1002/rnc.5975,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C580E89DB0533,Output formation tracking for networked systems with limited energy and aperiodic silence,Jin Jin; Junlong Li; Donghao Qin; Ning Cai,2021,Chinese Journal of Aeronautics,10.1016/j.cja.2021.10.035,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C46D22E5CC12D,"Containment control of high‐order multi‐agent systems with heterogeneous uncertainties, dynamic leaders, and time delay",Mohsen Parsa; Mohammad Danesh,2019,Asian Journal of Control,10.1002/asjc.2251,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C38B5F9118663,Node‐to‐node consensus of multi‐agent networks with event‐triggered control and packet losses,Ling Li; Aihua Hu; Haiyun Gao,2019,Asian Journal of Control,10.1002/asjc.2247,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C66C853F4E12E,Socialized Multi-Agent System Rendezvous via Networks of Networks,Yunzhong Song; Ziyi Fu; Fuzhong Wang,2016,Proceedings of International Conference on Artificial Life and Robotics,10.5954/icarob.2016.os5-1,conference-paper,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C3270A6300492,Socialized Multi-Agent System Rendezvous via Networks of Networks,Yunzhong Song; Ziyi Fu; Fuzhong Wang,2016,Journal of Robotics Networking and Artificial Life,10.2991/jrnal.2016.3.2.15,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,maybe_fulltext,acquired_pdf,identity_verified_title,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C13E2CDAE334D,A fast distributed cooperative fault‐tolerant control for earth observation satellite formation,WANG Shijie; JI Yi; Deng Heng; Sun Guanghui,2025,Asian Journal of Control,10.1002/asjc.70031,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CCFE8ABE83AD1,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CD2AB2166C385,Data-Driven Robust Tracking Control for Multi-Player Nonzero-Sum Games With Constrained Inputs,Jingang Zhao; Jun Zhao; Yehan Chang; Guosheng Xu,2025,IEEE Access,10.1109/access.2025.3587808,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CCFE8ABE83AD1,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C38D3E49C1345,Distributed fixed‐time sliding mode formation control for unmanned aerial‐ground vehicle (UAV‐UGV) heterogeneous system,Xing Guo; Qing Li; Qijia Yao; Xiaoya Lu,2024,Asian Journal of Control,10.1002/asjc.3541,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CCFE8ABE83AD1,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CA9D1E7C3924C,Controllability of switched oscillatory systems and its applications to multiagent systems,Hao Long; Yuanchao Si,2024,Asian Journal of Control,10.1002/asjc.3536,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CCFE8ABE83AD1,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CEE30FA8328D1,Active fault‐tolerant control of multi‐unmanned aerial vehicle system with time‐varying topology,Lijing Dong; Ying Xie; Chongchong Han; Shengli Du,2024,Asian Journal of Control,10.1002/asjc.3510,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CCFE8ABE83AD1,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CA990334B83E0,The Cognitive Structure of Emotions,Andrew Ortony; Gerald L. Clore; Alan Collins,1988,Cambridge University Press eBooks,10.1017/cbo9780511571299,book,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCE288522BB14,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CEF6BD8B4C9E5,Handbook of Parametric and Nonparametric Statistical Procedures,,2004,Technometrics,10.1198/tech.2004.s209,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CCE288522BB14,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
