anchor_candidate_id,anchor_doi,direction,oci,citing,cited,creation,timespan,source
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06014657483-06180218669,omid:br/06014657483 doi:10.23919/ccc64809.2025.11179788,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2025-07-28,P15Y11M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06023137561-06180218669,omid:br/06023137561 arxiv:2602.13866,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2026,P16Y,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,061602933875-06180218669,omid:br/061602933875 doi:10.1109/geoinformatics.2013.6626043 openalex:W1975270670,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2013-06,P3Y10M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06403835521-06180218669,omid:br/06403835521 doi:10.1109/dasc50938.2020.9256816 openalex:W3104155259,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2020-10-11,P11Y2M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06702706713-06180218669,omid:br/06702706713 doi:10.1109/robio.2017.8324779 openalex:W2793472024,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2017-12,P8Y4M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06015620570-06180218669,omid:br/06015620570 doi:10.1109/iccbdai66607.2025.11388993,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2025-11-21,P16Y3M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,061602284890-06180218669,omid:br/061602284890 doi:10.1109/mrs.2019.8901053 openalex:W2984285659,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2019-08,P10Y0M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06201409140-06180218669,omid:br/06201409140 doi:10.1007/978-3-030-95459-8_14 openalex:W4213030681,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2022,P12Y,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06504863368-06180218669,omid:br/06504863368 doi:10.1145/3605098.3635967 openalex:W4398186430,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2024-04-08,P14Y8M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,0690931168-06180218669,omid:br/0690931168 doi:10.1109/mra.2009.932530 openalex:W2022151668,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2009-06,-P0Y2M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06420167703-06180218669,omid:br/06420167703 doi:10.2514/6.2023-3686 openalex:W4379878675,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2023-06-08,P13Y10M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,061902986219-06180218669,omid:br/061902986219 doi:10.1109/icra.2012.6225234 openalex:W2103613137,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2012-05,P2Y9M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06210435006-06180218669,omid:br/06210435006 doi:10.1016/j.jmsy.2019.12.002 openalex:W2998671458,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2020-01,P10Y5M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06201409112-06180218669,omid:br/06201409112 doi:10.1007/978-3-030-95459-8_3 openalex:W4213127530,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2022,P12Y,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06310601016-06180218669,omid:br/06310601016 doi:10.1109/ietc61393.2024.10564414 openalex:W4400114579,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2024-05-13,P14Y9M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,061602606711-06180218669,omid:br/061602606711 doi:10.1142/s230138501450006x openalex:W2007016814,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2014-01,P4Y5M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06013349195-06180218669,omid:br/06013349195 doi:10.1109/jiot.2025.3629374,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2026-01,P16Y5M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,062502370575-06180218669,omid:br/062502370575 doi:10.1007/978-3-319-54211-9_17 openalex:W2601228264,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2017,P7Y,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06360106190-06180218669,omid:br/06360106190 doi:10.1109/tcns.2022.3212870 openalex:W4312644172,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2023-06,P13Y10M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06014812072-06180218669,omid:br/06014812072 doi:10.2514/6.2026-0326,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2026-01-08,P16Y5M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,062301141044-06180218669,omid:br/062301141044 doi:10.1177/1071181312561110 openalex:W2145433529,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2012-09,P3Y1M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06420151977-06180218669,omid:br/06420151977 doi:10.3390/drones7030216 openalex:W4328125168,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2023-03-21,P13Y7M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06802734309-06180218669,omid:br/06802734309 doi:10.1109/iros.2017.8206001 openalex:W2964204672,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2017-09,P8Y1M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06604395550-06180218669,omid:br/06604395550 doi:10.1109/ccta49430.2022.9966152 openalex:W4312372585,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2022-08-23,P13Y0M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,0634085588-06180218669,omid:br/0634085588 doi:10.1155/2023/6568359 openalex:W4313490749,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2023-01-04,P13Y5M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,0605970843-06180218669,omid:br/0605970843 doi:10.2514/1.a36143 openalex:W4408307901,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2025-01-22,P15Y5M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06120298029-06180218669,omid:br/06120298029 doi:10.1002/rob.21601 openalex:W2116226399,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2015-05-11,P5Y9M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06015391917-06180218669,omid:br/06015391917 doi:10.1109/rcae66389.2025.11355319,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2025-10-24,P16Y2M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,061201137084-06180218669,omid:br/061201137084 doi:10.1109/access.2020.2971585 openalex:W3005448462,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2020,P10Y,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06330152418-06180218669,omid:br/06330152418 doi:10.1109/ccta54093.2023.10252647 openalex:W4386953174,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2023-08-16,P14Y0M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06012693539-06180218669,omid:br/06012693539 doi:10.1109/tits.2025.3578626 openalex:W4411550816,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2025-08,P16Y0M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,062302591770-06180218669,omid:br/062302591770 doi:10.1109/lra.2017.2722541 openalex:W2688378291,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2017-10,P8Y2M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06012739250-06180218669,omid:br/06012739250 doi:10.1109/tro.2025.3547296 openalex:W4408166126,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2025,P15Y,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06140903366-06180218669,omid:br/06140903366 doi:10.1109/tnsm.2020.2993364 openalex:W3022904235,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2020-09,P11Y1M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06103160924-06180218669,omid:br/06103160924 doi:10.1007/978-3-642-34478-7_63 openalex:W13324478,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2012,P2Y,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,062201760739-06180218669,omid:br/062201760739 doi:10.1109/tnnls.2019.2918984 openalex:W2952213188 pmid:31226092,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2020-04,P10Y8M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,062304403047-06180218669,omid:br/062304403047 doi:10.1109/access.2024.3434645 openalex:W4401069891,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2024,P14Y,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,0609339192-06180218669,omid:br/0609339192 doi:10.3390/su17115051 openalex:W4410956649,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2025-05-30,P15Y9M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,0690828514-06180218669,omid:br/0690828514 doi:10.1016/j.comcom.2022.06.001 openalex:W4281746990,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2022-08,P13Y0M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06480122752-06180218669,omid:br/06480122752 doi:10.1109/tase.2022.3181530 openalex:W4285190903,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2023-01,P13Y5M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06702868331-06180218669,omid:br/06702868331 doi:10.1109/cgncc.2016.7828822 openalex:W2572054345,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2016-08,P7Y0M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,062403959048-06180218669,omid:br/062403959048 doi:10.1109/icus55513.2022.9987068 openalex:W4313269798,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2022-10-28,P13Y2M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06502747122-06180218669,omid:br/06502747122 doi:10.1109/red-uas.2017.8101660 openalex:W2767662790,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2017-10,P8Y2M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06504433783-06180218669,omid:br/06504433783 doi:10.23919/iccas55662.2022.10003803 openalex:W4313892561,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2022-11-27,P13Y3M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06029070908-06180218669,omid:br/06029070908 doi:10.65109/nyrr7457,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2022,P12Y,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,061504147200-06180218669,omid:br/061504147200 doi:10.2139/ssrn.4855249 openalex:W4399377890,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2024,P14Y,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06304342558-06180218669,omid:br/06304342558 doi:10.1109/syscon53073.2023.10131207 openalex:W4378190948,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2023-04-17,P13Y8M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,061602275727-06180218669,omid:br/061602275727 doi:10.1109/iccma46720.2019.8988650 openalex:W3006616310,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2019-11,P10Y3M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,062202511943-06180218669,omid:br/062202511943 doi:10.1109/coase.2015.7294096 openalex:W1627557152,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2015-08,P6Y0M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06510133574-06180218669,omid:br/06510133574 doi:10.1109/access.2022.3165198 openalex:W4226197570,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,,,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,0608050102-06180218669,omid:br/0608050102 doi:10.3390/drones8120766 openalex:W4405529164,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2024-12-18,P15Y4M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,062203536424-06180218669,omid:br/062203536424 doi:10.3390/machines10080622 openalex:W4288490392,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2022-07-28,P12Y11M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06401896419-06180218669,omid:br/06401896419 doi:10.1109/naecon46414.2019.9057847 openalex:W3015195777,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2019-07,P9Y11M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,061502289250-06180218669,omid:br/061502289250 doi:10.23919/ecc.2019.8795895 openalex:W2967461658,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2019-06,P9Y10M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,0606320992-06180218669,omid:br/0606320992 doi:10.1007/978-3-031-80946-0_26 openalex:W4408316750,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2025,P15Y,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,0606034662-06180218669,omid:br/0606034662 doi:10.2514/1.i011478 openalex:W4407302350,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2025-03,P15Y7M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,062501324353-06180218669,omid:br/062501324353 doi:10.2514/1.g006253 openalex:W3216133238,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2022-02,P12Y6M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,061902530732-06180218669,omid:br/061902530732 doi:10.1109/wowmom.2015.7158202 openalex:W1581549470,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2015-06,P5Y10M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06023097932-06180218669,omid:br/06023097932 arxiv:2510.08228,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2025,P15Y,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06902298514-06180218669,omid:br/06902298514 doi:10.1109/mrs.2019.8901059 openalex:W2986240933,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2019-08,P10Y0M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06013231871-06180218669,omid:br/06013231871 doi:10.3390/drones9120870,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2025-12-16,P16Y4M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06304834558-06180218669,omid:br/06304834558 doi:10.1016/b978-0-44-324744-6.00029-7 openalex:W4402057841,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2025,P15Y,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,0649072493-06180218669,omid:br/0649072493 doi:10.1109/robio55434.2022.10011706 openalex:W4317384027,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2022-12-05,P13Y4M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06170214315-06180218669,omid:br/06170214315 doi:10.1109/tro.2018.2857475 openalex:W2886401384,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2018-08,P9Y0M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,062404291543-06180218669,omid:br/062404291543 doi:10.1016/j.robot.2024.104722 openalex:W4398172795,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2024-08,P15Y0M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,062102590198-06180218669,omid:br/062102590198 doi:10.1109/lra.2020.3006823 openalex:W3009466115,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2020-10,P11Y2M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06202946827-06180218669,omid:br/06202946827 doi:10.2514/6.2015-2331 openalex:W2316831057,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2015-06-18,P5Y10M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06501700091-06180218669,omid:br/06501700091 doi:10.1109/tac.2019.2946333 openalex:W2979765853,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2020-08,P11Y0M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,062602251144-06180218669,omid:br/062602251144 doi:10.1016/j.ast.2019.01.061 openalex:W2911442729,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2019-03,P9Y7M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06015309639-06180218669,omid:br/06015309639 doi:10.1007/978-981-95-3034-2_25,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2026,P16Y,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06120536620-06180218669,omid:br/06120536620 doi:10.1016/j.asoc.2019.105643 openalex:W2957052833,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2019-10,P10Y2M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06280178775-06180218669,omid:br/06280178775 doi:10.1016/j.comcom.2023.04.025 openalex:W4367835867,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2023-06,P13Y10M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06160401670-06180218669,omid:br/06160401670 doi:10.1016/j.trb.2021.08.012 openalex:W3202125925,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2021-11,P12Y3M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,062401899461-06180218669,omid:br/062401899461 doi:10.1109/tase.2012.2201470 openalex:W2123375753,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2012-07,P2Y11M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,062303987382-06180218669,omid:br/062303987382 doi:10.1109/iros47612.2022.9981165 openalex:W4312364882,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2022-10-23,P13Y2M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06130620245-06180218669,omid:br/06130620245 doi:10.1002/sys.21477 openalex:W2911977803,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2019-02-10,P9Y6M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06702432628-06180218669,omid:br/06702432628 doi:10.1051/jnwpu/20203851094 openalex:W3111512484,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2020-10,P11Y2M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06504706520-06180218669,omid:br/06504706520 doi:10.20965/jaciii.2023.p1142 openalex:W4388812678,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2023-11-20,P14Y3M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06380169619-06180218669,omid:br/06380169619 doi:10.1007/978-981-19-6613-2_624 openalex:W4320038501,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2023,P13Y,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,061303171183-06180218669,omid:br/061303171183 doi:10.1109/wsc48552.2020.9383923 openalex:W3149940857,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2020-12-14,P11Y4M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06120806720-06180218669,omid:br/06120806720 doi:10.1016/j.comcom.2019.11.006 openalex:W2983804816,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2020-01,P10Y5M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06120536616-06180218669,omid:br/06120536616 doi:10.1016/j.asoc.2019.105628 openalex:W2962354861,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2019-10,P10Y2M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06103033944-06180218669,omid:br/06103033944 doi:10.3390/app9235180 openalex:W2990461827,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2019-11-29,P10Y3M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06014383240-06180218669,omid:br/06014383240 doi:10.3390/drones9120855,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2025-12-12,P16Y4M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06014211089-06180218669,omid:br/06014211089 doi:10.1109/dasc58513.2023.10311192,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2023-10-01,P14Y2M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,061901671672-06180218669,omid:br/061901671672 doi:10.1155/2020/1047369 openalex:W3043054429,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2020-07-16,P10Y11M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06450104018-06180218669,omid:br/06450104018 doi:10.1109/ccdc55256.2022.10033819 openalex:W4320803182,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2022-08-15,P13Y0M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06012699886-06180218669,omid:br/06012699886 doi:10.1016/j.dt.2025.07.005 openalex:W4412436364,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2025-07,P15Y11M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,0609273709-06180218669,omid:br/0609273709 doi:10.1016/j.future.2025.107925 openalex:W4411010369,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2026-01,P16Y5M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,062302523378-06180218669,omid:br/062302523378 doi:10.1145/2695664.2695893 openalex:W1970830575,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2015-04-13,P5Y8M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,062603018174-06180218669,omid:br/062603018174 doi:10.1109/milcom.2011.6127487 openalex:W2088003122,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2011-11,P2Y3M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06190740256-06180218669,omid:br/06190740256 doi:10.1561/2600000019 openalex:W4288939032,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2019,P9Y,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06014776091-06180218669,omid:br/06014776091 doi:10.1109/cdc57313.2025.11313024,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2025-12-09,P16Y4M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,0609518581-06180218669,omid:br/0609518581 doi:10.1109/tac.2025.3560566 openalex:W4409426275,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2025-09,P16Y1M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06130808130-06180218669,omid:br/06130808130 doi:10.1016/j.comcom.2014.07.013 openalex:W2160388979,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2014-12,P5Y4M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,062503840351-06180218669,omid:br/062503840351 doi:10.1109/tase.2022.3211873 openalex:W4312699459,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2021-12-16,P12Y4M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06801287403-06180218669,omid:br/06801287403 doi:10.1177/1729881418755840 openalex:W2789343948,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2018,P8Y,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,062502316469-06180218669,omid:br/062502316469 doi:10.1109/icra.2018.8462967 openalex:W2890511739,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2018-05,P8Y9M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06014569893-06180218669,omid:br/06014569893 doi:10.1007/s11227-025-07899-z,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2025-11-24,P16Y3M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06270399460-06180218669,omid:br/06270399460 doi:10.1109/icrcv59470.2023.10329140 openalex:W4389161032,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2023-09-15,P14Y1M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,0605881334-06180218669,omid:br/0605881334 doi:10.1007/978-981-96-2200-9_28 openalex:W4408892611,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2025,P15Y,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,062202071962-06180218669,omid:br/062202071962 doi:10.1109/tsg.2016.2637408 openalex:W2560324323,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2018-07,P8Y11M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06601989469-06180218669,omid:br/06601989469 doi:10.1109/robot.2010.5509614 openalex:W2082058270,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2010-05,P0Y9M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06015154873-06180218669,omid:br/06015154873 doi:10.1016/j.ifacol.2025.11.693,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2025,P15Y,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06303980373-06180218669,omid:br/06303980373 doi:10.1109/icist55546.2022.9926802 openalex:W4308274202,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2022-10-14,P13Y2M,opencitations
C4B439BC6A12D,10.1109/tro.2009.2022423,citations,06803168418-06180218669,omid:br/06803168418 doi:10.1109/tcyb.2017.2743164 openalex:W2756720074 pmid:28976326,omid:br/06180218669 doi:10.1109/tro.2009.2022423 openalex:W2142544818,2018-09,P9Y1M,opencitations
