unit_id,path,corpus,sha256,canonical_path,is_exact_duplicate,destination,incorporation_mode,sp_target,claim_ids,claim_link_status,claim_relation,claim_link_reason,evidence_locator,evidence_status,evidence_status_note,rationale
SRC-7ea71387d0d0ab51,material/compendios/MROB_MegaJuego_Monografia_Cientifica_Integrada_M1 (1).pdf,work,58b2bb302af1bfad9af7f64a80bf2ae42c4ab4aa664293c2cf57b9157518df93,material/compendios/MROB_MegaJuego_Monografia_Cientifica_Integrada_M1 (1).pdf,no,monograph,candidate-extraction,SP1;SP2;SP3;transversal,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P0 documental tras el cierre de la auditoría formal del paper. Es el candidato más completo para rescatar derivaciones extendidas, sin sustituir pruebas requeridas por la tesis. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Auditoría formal completa; armonización de notación/unidades; mapeo a claims soportados; verificación de todos los experimentos y citas; eliminación de duplicados internos",pre-thesis/evidence/source-claim-review.csv::SRC-7ea71387d0d0ab51,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `candidate`: P0 documental tras el cierre de la auditoría formal del paper. Es el candidato más completo para rescatar derivaciones extendidas, sin sustituir pruebas requeridas por la tesis."
SRC-a82d17ef31444eaf,material/compendios/MROB_MegaJuego_Monografia_Cientifica_Integrada_M1 (2).pdf,work,58b2bb302af1bfad9af7f64a80bf2ae42c4ab4aa664293c2cf57b9157518df93,material/compendios/MROB_MegaJuego_Monografia_Cientifica_Integrada_M1 (1).pdf,yes,archive-only,exact-duplicate-reference,SP1;SP2;SP3;transversal,,not-applicable,none,Duplicado exacto sin claim en su canónico; se conserva solo la procedencia.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Hash idéntico; se conserva solo la ruta y el enlace al canónico.
SRC-a2ea245c285dfcb3,material/compendios/MROB_MegaJuego_Reparacion_R2.pdf,work,c90d29152bb9994285e7ab565ee989ca59be07fc395d842de03161a8e982da44,material/compendios/MROB_MegaJuego_Reparacion_R2.pdf,no,background,provenance-only,SP2;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Auditoría temática `candidate`: P1 como registro de errores corregidos. No copiar formulaciones aisladas; usarlo para comprobar que versiones posteriores no reintroducen fallos.
SRC-244076e569684db6,material/compendios/MROB_Pasillo_Negociado_Informe (1).pdf,work,abc23812ef000013140a77cdb6ab8d57e0acd041c39bc81156f3b943e0927066,material/compendios/MROB_Pasillo_Negociado_Informe (1).pdf,no,monograph,candidate-extraction,SP3,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P2. Caso compacto para ilustrar liveness frente a safety si sus artefactos se localizan y regeneran; el PDF solo no respalda el resultado. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Runner y escena exactos; RAW/config/semillas; definición del óptimo; comparadores; IC y fallos; chequeo de colisión continua",pre-thesis/evidence/source-claim-review.csv::SRC-244076e569684db6,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Auditoría temática `candidate`: P2. Caso compacto para ilustrar liveness frente a safety si sus artefactos se localizan y regeneran; el PDF solo no respalda el resultado.
SRC-7837a86c83465dcb,material/compendios/MROB_Pasillo_Negociado_Informe (4).pdf,work,abc23812ef000013140a77cdb6ab8d57e0acd041c39bc81156f3b943e0927066,material/compendios/MROB_Pasillo_Negociado_Informe (1).pdf,yes,archive-only,exact-duplicate-reference,SP3,,not-applicable,none,Duplicado exacto sin claim en su canónico; se conserva solo la procedencia.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Hash idéntico; se conserva solo la ruta y el enlace al canónico.
SRC-4c6bc3aca4f13241,material/compendios/MROB_Pasillo_Negociado_Informe.pdf,work,abc23812ef000013140a77cdb6ab8d57e0acd041c39bc81156f3b943e0927066,material/compendios/MROB_Pasillo_Negociado_Informe (1).pdf,yes,archive-only,exact-duplicate-reference,SP3,,not-applicable,none,Duplicado exacto sin claim en su canónico; se conserva solo la procedencia.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Hash idéntico; se conserva solo la ruta y el enlace al canónico.
SRC-3ce0e8603d586165,material/compendios/MROB_Profundizacion_Adaptacion_Informacion_MegaJuego (1).pdf,work,76f7fb38c4336d87ead31c6b75c7adb5e49655490238a650c1cff3ee865232a2,material/compendios/MROB_Profundizacion_Adaptacion_Informacion_MegaJuego (1).pdf,no,monograph,candidate-extraction,SP2;SP3;transversal,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P2. Extensión útil para trabajo futuro y sensibilidad de información; no introducir aprendizaje/adaptación en la contribución primaria sin evidencia propia. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Resultados de identificabilidad y robustez; estabilidad del adaptador; ejecución de red dirigida/event-triggered; costes comunicativos; bibliografía verificada",pre-thesis/evidence/source-claim-review.csv::SRC-3ce0e8603d586165,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Auditoría temática `candidate`: P2. Extensión útil para trabajo futuro y sensibilidad de información; no introducir aprendizaje/adaptación en la contribución primaria sin evidencia propia.
SRC-cd9898bc6c60eb64,material/compendios/MROB_Simulacion_Python2D_Validacion.pdf,work,92e5107cedb74d3d233c9cea5605c36beee73f30d2f4a1c0a12014c75b970ef2,material/compendios/MROB_Simulacion_Python2D_Validacion.pdf,no,monograph,candidate-extraction,SP2;SP3,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P2. Índice de un banco potencialmente reutilizable, sujeto a localizar el generador. No elevar una simulación 2D a prueba de estabilidad o alta fidelidad. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Resolver rutas de código/datos; configuración y semillas; regeneración limpia; estadística; distinguir integración física de animación/cinemática",pre-thesis/evidence/source-claim-review.csv::SRC-cd9898bc6c60eb64,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `candidate`: P2. Índice de un banco potencialmente reutilizable, sujeto a localizar el generador. No elevar una simulación 2D a prueba de estabilidad o alta fidelidad."
SRC-3277b8f3372cf0a9,material/compendios/SP1_VIU_corregido_cierre_20260823 (2).pdf,work,40ccaf54851d421038c98287fd4348e2bbbb6f00da5ca4775321c33afea81efc,material/compendios/SP1_VIU_corregido_cierre_20260823 (2).pdf,no,archive-only,curated-exclusion,SP1,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Auditoría temática `superseded`: La versión corregida queda reemplazada por la edición con escenario industrial. Se conserva para procedencia y para detectar cambios de cifras o claims.
SRC-903e4577486e4f90,material/compendios/SP1_VIU_corregido_cierre_20260823.pdf,work,40ccaf54851d421038c98287fd4348e2bbbb6f00da5ca4775321c33afea81efc,material/compendios/SP1_VIU_corregido_cierre_20260823 (2).pdf,yes,archive-only,exact-duplicate-reference,SP1,,not-applicable,none,Duplicado exacto sin claim en su canónico; se conserva solo la procedencia.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Hash idéntico; se conserva solo la ruta y el enlace al canónico.
SRC-3c311c9ba087b9f3,material/compendios/SP1_VIU_final_con_escenario_industrial_20260826.pdf,work,d4221d93656b06a3d3dfc703970ea7823b79df9f505964ab1b14a013353f0582,material/compendios/SP1_VIU_final_con_escenario_industrial_20260826.pdf,no,monograph,candidate-extraction,SP1,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P0 para rescatar resultados SP1 extendidos y sus negativos en la monografía. La memoria solo debe recibir síntesis respaldadas, no una inserción del PDF. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Conciliar cifras con claims vigentes y RAW; auditar teoremas/labels; mapear métodos N1-N4 a matriz canónica; verificar bibliografía y anti-AI",pre-thesis/evidence/source-claim-review.csv::SRC-3c311c9ba087b9f3,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `candidate`: P0 para rescatar resultados SP1 extendidos y sus negativos en la monografía. La memoria solo debe recibir síntesis respaldadas, no una inserción del PDF."
SRC-12aed037161e2ba6,material/compendios/SP2_VIU_DEFINITIVO_DENSO_2026.pdf,work,c6d5917bb73c2115acc54ba3e8876b2d390ab34ac2fb52954380f9c8a12cd5e7,material/compendios/SP2_VIU_DEFINITIVO_DENSO_2026.pdf,no,monograph,candidate-extraction,SP2,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P0 para el bloque SP2 extendido, condicionado a la campaña Cargo y a no mezclar el banco de empuje con el soporte bilateral. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Vincular cada resultado con campaña; auditar la reducción mecánica y sampled-data; instrumentación física, sensores y saturaciones; IC pareados",pre-thesis/evidence/source-claim-review.csv::SRC-12aed037161e2ba6,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `candidate`: P0 para el bloque SP2 extendido, condicionado a la campaña Cargo y a no mezclar el banco de empuje con el soporte bilateral."
SRC-f91b259d373ab112,material/compendios/SP3 (4).pdf,work,8c045ddacddd25ab4632b3ab655b7751e69fb7d2c51f461506ba063227bea67b,material/compendios/SP3 (4).pdf,no,monograph,candidate-extraction,SP3,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P0 para SP3 extendido por incluir teoría, experimento y límites en un solo artefacto. Antes de extracción debe compararse sección a sección con la variante madurada. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Auditoría de T1-T12; correspondencia con código/datos N1-N5; baselines públicos y licencias; estadística confirmatoria; seguridad continua",pre-thesis/evidence/source-claim-review.csv::SRC-f91b259d373ab112,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `candidate`: P0 para SP3 extendido por incluir teoría, experimento y límites en un solo artefacto. Antes de extracción debe compararse sección a sección con la variante madurada."
SRC-bc121c9ab3e02070,material/compendios/SP3_Advanced_Game_Control_N1_N5_20260904 (1).pdf,work,8c045ddacddd25ab4632b3ab655b7751e69fb7d2c51f461506ba063227bea67b,material/compendios/SP3 (4).pdf,yes,archive-only,exact-duplicate-reference,SP3,,not-applicable,none,Duplicado exacto sin claim en su canónico; se conserva solo la procedencia.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Hash idéntico; se conserva solo la ruta y el enlace al canónico.
SRC-e0424a59343782f0,material/compendios/SP3_matematica_madurada_N1_N5_20260904 (1).pdf,work,0c396654b2cfcabe4622f9d756001ad15f4f410f01305dd0b145c9d4738cd825,material/compendios/SP3_matematica_madurada_N1_N5_20260904 (1).pdf,no,archive-only,curated-exclusion,SP3,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `duplicate`: Duplicado temático de otra edición canónica, no duplicado exacto. Se conserva hasta completar el diff; SP3 (4) es el candidato de extracción por su cobertura más amplia."
SRC-f59dd7c31e663c03,material/compendios/TFM-libro V0.pdf,work,b345c2e289695cfe6ef1fcb19211b078539f357f1dac51db6ad2873cff402aa2,material/compendios/TFM-libro V0.pdf,no,archive-only,curated-exclusion,out-of-scope,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Auditoría temática `out-of-scope`: Trabajo distinto sobre aprendizaje supervisado. No aporta al alcance canónico SP1-SP3 ni debe usarse para completar páginas.
SRC-437ad193392af6ac,material/compendios/TFM_MROB_2026_Compendio_Cientifico_v0_2 (1).pdf,work,b4bd16fad36b266580743ec2297b4a1349f29761dfc6f0a9a57fb1aab7270ab6,material/compendios/TFM_MROB_2026_Compendio_Cientifico_v0_2 (1).pdf,no,monograph,candidate-extraction,SP1;SP2;SP3;transversal,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P1. La única unidad prioritaria es el addendum v0.2; tratar las primeras 251 páginas como contenido ya indexado en fuentes más cercanas. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Auditar solo pp.252-272 contra generadores R5-R10; verificar comparadores, licencias y RAW; descartar el bloque heredado al extraer",pre-thesis/evidence/source-claim-review.csv::SRC-437ad193392af6ac,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Auditoría temática `candidate`: P1. La única unidad prioritaria es el addendum v0.2; tratar las primeras 251 páginas como contenido ya indexado en fuentes más cercanas.
SRC-def79cb7b409308f,material/compendios/TFM_MROB_Compendio_Maestro_Exhaustivo_2026.pdf,work,435b69076174ccd64218532aa07b498143b99ea035d54e48321cfe2e213617b1,material/compendios/TFM_MROB_Compendio_Maestro_Exhaustivo_2026.pdf,no,archive-only,curated-exclusion,SP1;SP2;SP3;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `duplicate`: Duplicado de contenido a nivel contenedor, no hash duplicado. Mantener como cápsula histórica, pero usar las fuentes unitarias para auditoría y extracción."
SRC-349e5c0a19e09ffb,material/compendios/TFM_MROB_Compendio_Maestro_TOTAL_Sin_Recortes_2026 (1).pdf,work,6f881aac7d372b6c1a1fe63015008569f419a550fd2dedf871a49a82390fa71e,material/compendios/TFM_MROB_Compendio_Maestro_TOTAL_Sin_Recortes_2026 (1).pdf,no,monograph,candidate-extraction,SP1;SP2;SP3;transversal,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P1 con extracción delta-only. El ciclo de vida puede organizar la monografía, pero no prueba el MegaJuego global ni autoriza mezclar Cargo y caging. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Auditar solo pp.557-581; demostrar o degradar claims de potencial único/equilibrio móvil; enlazar la campaña end-to-end a RAW; verificar liberación y recuperación",pre-thesis/evidence/source-claim-review.csv::SRC-349e5c0a19e09ffb,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `candidate`: P1 con extracción delta-only. El ciclo de vida puede organizar la monografía, pero no prueba el MegaJuego global ni autoriza mezclar Cargo y caging."
SRC-62dd677ce03f2814,material/compendios/TFM_MROB_Documento_Canonico_Vivo_v0_1_2026 (1).pdf,work,4b54954dacd6f642eb67e5d4fc5a558340d292ecb888cdb62857ebc2646437a0,material/compendios/TFM_MROB_Documento_Canonico_Vivo_v0_1_2026 (1).pdf,no,archive-only,curated-exclusion,SP1;SP2;SP3;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `superseded`: Fue un canon intermedio. Conserva trazabilidad histórica, pero el compendio v0.2 y M1 ofrecen deltas posteriores y mejor delimitación."
SRC-06b6a74c27b6b06e,material/compendios/TFM_MROB_Documento_Canonico_Vivo_v0_1_2026.pdf,work,4b54954dacd6f642eb67e5d4fc5a558340d292ecb888cdb62857ebc2646437a0,material/compendios/TFM_MROB_Documento_Canonico_Vivo_v0_1_2026 (1).pdf,yes,archive-only,exact-duplicate-reference,SP1;SP2;SP3;transversal,,not-applicable,none,Duplicado exacto sin claim en su canónico; se conserva solo la procedencia.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Hash idéntico; se conserva solo la ruta y el enlace al canónico.
SRC-a720062584225555,material/compendios/TFM_MROB_Dossier_Maestro_Handoff_20260830.pdf,work,e2820a726cbc2a78c067335e4951a0e3e929cab35563e708cf7ceed82f374ff0,material/compendios/TFM_MROB_Dossier_Maestro_Handoff_20260830.pdf,no,background,provenance-only,transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `candidate`: P2 como provenance log. Los docs canónicos tienen precedencia; el handoff sirve para explicar por qué se descartaron hipótesis, no como evidencia científica."
SRC-52bbb326926f1030,material/compendios/TFM_MROB_Dossier_Matematico_Integral_2026.pdf,work,d64728e0a2a84b059c64d318123f76e620a31ef9633fdb2487a9a23508ba7efe,material/compendios/TFM_MROB_Dossier_Matematico_Integral_2026.pdf,no,monograph,candidate-extraction,SP1;SP2;SP3;transversal,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P0 para el mapa formal y de resultados negativos. Extraer solo filas que sobrevivan la auditoría; no volver a introducir teoremas FAIL/LIMITED como garantías globales. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Cruzar cada resultado con la auditoría semántica de 166 resultados; revisar supuestos/unidades/contraejemplos; enlazar campañas; verificar SOTA y citas",pre-thesis/evidence/source-claim-review.csv::SRC-52bbb326926f1030,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Auditoría temática `candidate`: P0 para el mapa formal y de resultados negativos. Extraer solo filas que sobrevivan la auditoría; no volver a introducir teoremas FAIL/LIMITED como garantías globales.
SRC-1493de2273eb5bd1,material/compendios/TFM_MROB_Jorge_Luis_Mayorga_Taborda_FINAL_VIU_2026 (1).pdf,work,1400ab0e91e7c5fc5604a1dc8d0ba0b8e2c808e183448497aa377ad6bb63e2e9,material/compendios/TFM_MROB_Jorge_Luis_Mayorga_Taborda_FINAL_VIU_2026 (1).pdf,no,archive-only,curated-exclusion,SP1;SP2;SP3;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Auditoría temática `superseded`: Borrador completo útil como checkpoint editorial. La memoria actual es la fuente de formato/contenido vigente; esta versión queda congelada para detectar regresiones.
SRC-7ae61b51ea3953ad,material/compendios/TFM_MROB_Jorge_Luis_Mayorga_Taborda_FINAL_VIU_2026.pdf,work,62353a9e0da7ffc31c7c4d76664b0acd6179dabd20db77e522cd4cb451d8d52a,material/compendios/TFM_MROB_Jorge_Luis_Mayorga_Taborda_FINAL_VIU_2026.pdf,no,archive-only,curated-exclusion,SP1;SP2;SP3;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `duplicate`: Duplicado temático/versionado, no byte-exacto. La edición de 73 páginas es el checkpoint más completo y ambas están superadas por pre-thesis."
SRC-5accde69f392e98d,material/compendios/TFM_MROB_MegaPaper_IEEE_Unificado_2026 (1).pdf,work,06917dd265d06ed68be681ab1ce576c0b55b1a1cafeb071a5d24d05f2186d6dd,material/compendios/TFM_MROB_MegaPaper_IEEE_Unificado_2026 (1).pdf,no,archive-only,curated-exclusion,SP1;SP2;SP3;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `superseded`: El paper fuente es más auditable que este PDF monolítico. Conservar la exportación como referencia visual, no como fuente de verdad formal."
SRC-d40c211b7d4b3d28,material/compendios/TFM_MROB_MegaPaper_IEEE_Unificado_2026.pdf,work,06917dd265d06ed68be681ab1ce576c0b55b1a1cafeb071a5d24d05f2186d6dd,material/compendios/TFM_MROB_MegaPaper_IEEE_Unificado_2026 (1).pdf,yes,archive-only,exact-duplicate-reference,SP1;SP2;SP3;transversal,,not-applicable,none,Duplicado exacto sin claim en su canónico; se conserva solo la procedencia.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Hash idéntico; se conserva solo la ruta y el enlace al canónico.
SRC-517e306d0d8ee15b,material/compendios/TFM_MROB_Monografia_Canonica_200p_2026 (1).pdf,work,325f7580d6f88a301134081ddf6de790914b61ccebb837e067d6247033f655dd,material/compendios/TFM_MROB_Monografia_Canonica_200p_2026 (1).pdf,no,archive-only,curated-exclusion,SP1;SP2;SP3;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `duplicate`: Duplicado de contenido a nivel de inclusión, no de archivo: el documento vivo lo embebe. M1 es el candidato monográfico posterior y más amplio."
SRC-84f88e5c0f334424,material/compendios/TFM_MROB_Monografia_Canonica_200p_2026.pdf,work,325f7580d6f88a301134081ddf6de790914b61ccebb837e067d6247033f655dd,material/compendios/TFM_MROB_Monografia_Canonica_200p_2026 (1).pdf,yes,archive-only,exact-duplicate-reference,SP1;SP2;SP3;transversal,,not-applicable,none,Duplicado exacto sin claim en su canónico; se conserva solo la procedencia.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Hash idéntico; se conserva solo la ruta y el enlace al canónico.
SRC-2242e931682821e4,paper/figs/sim_caging.pdf,paper,af3bef847d7c106846f5d34f866b01d1ede2ab4608519edecf73acf92641619d,paper/figs/sim_caging.pdf,no,archive-only,build-reference,SP2,,not-applicable,none,"Unidad estructural, editorial o auxiliar sin claim propio en el uso actual.",,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Artefacto de compilación o respaldo; no se concatena al documento nuevo.
SRC-fa410fcb1591f106,paper/figs/sim_fail14.pdf,paper,8dbd3cd28bcc777de60c91398d36e988bbb9c3a0d402fbe2424c12e338acee8f,paper/figs/sim_fail14.pdf,no,archive-only,build-reference,transversal,,not-applicable,none,"Unidad estructural, editorial o auxiliar sin claim propio en el uso actual.",,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Artefacto de compilación o respaldo; no se concatena al documento nuevo.
SRC-52c489a63b2f1b9d,paper/figs/sim_fail14_timeline.pdf,paper,f9aad28c27e4f73cf39bb1edf2eb20502e67afc0752fc59ba88ed19caa2524f9,paper/figs/sim_fail14_timeline.pdf,no,archive-only,build-reference,transversal,,not-applicable,none,"Unidad estructural, editorial o auxiliar sin claim propio en el uso actual.",,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Artefacto de compilación o respaldo; no se concatena al documento nuevo.
SRC-691de2687f7547f9,paper/figs/sim_gne.pdf,paper,9ce3da4bdf6740373d8b8c8ede2589fcb26836c546a2439ee628873865f68c1e,paper/figs/sim_gne.pdf,no,archive-only,build-reference,transversal,,not-applicable,none,"Unidad estructural, editorial o auxiliar sin claim propio en el uso actual.",,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Artefacto de compilación o respaldo; no se concatena al documento nuevo.
SRC-9638fdff6bfa13a6,paper/figs/sim_hyper.pdf,paper,9e22000b8022c4348f8b5e2cc9185046e734f480cf82a74a23115aa7d1e57c3a,paper/figs/sim_hyper.pdf,no,archive-only,build-reference,transversal,,not-applicable,none,"Unidad estructural, editorial o auxiliar sin claim propio en el uso actual.",,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Artefacto de compilación o respaldo; no se concatena al documento nuevo.
SRC-1e681324fad12a01,paper/figs/sim_lease_s1.pdf,paper,3e5536b07d2f0dd6185ba29ad790ad292aa7a9dc3d7176d0a45281a4ed2fbaad,paper/figs/sim_lease_s1.pdf,no,archive-only,build-reference,transversal,,not-applicable,none,"Unidad estructural, editorial o auxiliar sin claim propio en el uso actual.",,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Artefacto de compilación o respaldo; no se concatena al documento nuevo.
SRC-23a127c8a192471c,paper/figs/sim_none.pdf,paper,a7f91f7e8e23c56afb279e902fb24330f000e9507eedc872d16c8f238cb7421a,paper/figs/sim_none.pdf,no,archive-only,build-reference,transversal,,not-applicable,none,"Unidad estructural, editorial o auxiliar sin claim propio en el uso actual.",,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Artefacto de compilación o respaldo; no se concatena al documento nuevo.
SRC-94c7fd8ed0c2d696,paper/figs/sim_plan.pdf,paper,e8b597bb3d93dde6eeb406c4dd677fe21deb2af361a32b3e608177732bfd9399,paper/figs/sim_plan.pdf,no,archive-only,build-reference,transversal,,not-applicable,none,"Unidad estructural, editorial o auxiliar sin claim propio en el uso actual.",,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Artefacto de compilación o respaldo; no se concatena al documento nuevo.
SRC-6a7faad9a893d746,paper/figs/sim_plan_frames.png,paper,ea113c4125c312397515b0efb1c5f4d6edcdb83d273c1a930f7822222d3fb38d,paper/figs/sim_plan_frames.png,no,archive-only,build-reference,transversal,,not-applicable,none,"Unidad estructural, editorial o auxiliar sin claim propio en el uso actual.",,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Artefacto de compilación o respaldo; no se concatena al documento nuevo.
