review_id,source_result_id,source_sha256,corpus,spine_role,review_scope,verdict,action_priority,statement_path,statement_line,proof_path,proof_line,code_paths,test_paths,test_result,assumption_or_condition_presence,domain_and_units,duplicate_status,counterexample_or_gap,promotion_condition
PAPER-TRIAGE-0063,PAPER-FR-0063-pr:frontera-retardo,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-MEDIUM,paper/sec_comunicacion.tex,648,paper/sec_comunicacion.tex,661,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_NOT_DETECTED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; no lexical condition marker in statement span,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0064,PAPER-FR-0064-pr:limite-poblacion,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_comunicacion.tex,680,paper/sec_comunicacion.tex,692,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0065,PAPER-FR-0065-pr:commit,1ba358c3226efd665657f3fd03ecfcec5320c3ed8d4e0a56eaac13ec6bd57f91,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_continuacion.tex,59,paper/sec_continuacion.tex,72,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0066,PAPER-FR-0066-pr:presupuesto-progreso,1ba358c3226efd665657f3fd03ecfcec5320c3ed8d4e0a56eaac13ec6bd57f91,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_continuacion.tex,88,paper/sec_continuacion.tex,103,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0067,PAPER-FR-0067-pr:recourse,1ba358c3226efd665657f3fd03ecfcec5320c3ed8d4e0a56eaac13ec6bd57f91,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_continuacion.tex,132,paper/sec_continuacion.tex,152,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0068,PAPER-FR-0068-th:externalidad-atomica,1ba358c3226efd665657f3fd03ecfcec5320c3ed8d4e0a56eaac13ec6bd57f91,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_continuacion.tex,205,paper/sec_continuacion.tex,221,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0069,PAPER-FR-0069-pr:smith-caja,1ba358c3226efd665657f3fd03ecfcec5320c3ed8d4e0a56eaac13ec6bd57f91,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-MEDIUM,paper/sec_continuacion.tex,250,paper/sec_continuacion.tex,262,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_NOT_DETECTED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; no lexical condition marker in statement span,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0070,PAPER-FR-0070-pr:convolucion-intencion,1ba358c3226efd665657f3fd03ecfcec5320c3ed8d4e0a56eaac13ec6bd57f91,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_continuacion.tex,283,paper/sec_continuacion.tex,295,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0071,PAPER-FR-0071-pr:conectividad-acumulada,1ba358c3226efd665657f3fd03ecfcec5320c3ed8d4e0a56eaac13ec6bd57f91,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_continuacion.tex,311,paper/sec_continuacion.tex,324,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0072,PAPER-FR-0072-pr:certificado-gradiente,1ba358c3226efd665657f3fd03ecfcec5320c3ed8d4e0a56eaac13ec6bd57f91,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_continuacion.tex,464,paper/sec_continuacion.tex,474,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0073,PAPER-FR-0073-le:valoracion-2c,1ba358c3226efd665657f3fd03ecfcec5320c3ed8d4e0a56eaac13ec6bd57f91,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_continuacion.tex,577,paper/sec_continuacion.tex,583,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0074,PAPER-FR-0074-th:degradacion,0bac0828e6c709e55e1c7a0eb7b08e12ea8778d9d13116223539cb4e89547b47,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_degradacion.tex,22,paper/sec_degradacion.tex,40,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0075,PAPER-FR-0075-co:guarda-global,0bac0828e6c709e55e1c7a0eb7b08e12ea8778d9d13116223539cb4e89547b47,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_degradacion.tex,101,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0076,PAPER-FR-0076-pr:cubo,8aeb97ae816afb8b3fb8c39ee364308dac43993255efe64ba01a31747e7e42cd,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_estimacion.tex,74,paper/sec_estimacion.tex,81,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0077,PAPER-FR-0077-pr:interseccion,8aeb97ae816afb8b3fb8c39ee364308dac43993255efe64ba01a31747e7e42cd,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_estimacion.tex,139,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0078,PAPER-FR-0078-th:asimetria,8aeb97ae816afb8b3fb8c39ee364308dac43993255efe64ba01a31747e7e42cd,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_estimacion.tex,155,paper/sec_estimacion.tex,173,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0079,PAPER-FR-0079-co:tensado,8aeb97ae816afb8b3fb8c39ee364308dac43993255efe64ba01a31747e7e42cd,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_estimacion.tex,215,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0080,PAPER-FR-0080-pr:pose,4c9bf304be806e2e751af0be6f748b0c4562b1eabbb2150a0a8e6f665d598f56,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_fundamentos.tex,69,paper/sec_fundamentos.tex,76,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0081,PAPER-FR-0081-pr:implementable,6e9b7f0fae9b769c530c7361cd5977b497f9ac3c808dd8e2306cd87d5b4d31f2,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_informacion.tex,24,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0082,PAPER-FR-0082-th:jerarquia-grafos,6e9b7f0fae9b769c530c7361cd5977b497f9ac3c808dd8e2306cd87d5b4d31f2,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_informacion.tex,49,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0083,PAPER-FR-0083-pr:monotonia-info,af782b5c1c487a852facddb385a14aa9534c24c8c89131df330f666610242749,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-MEDIUM,paper/sec_informacion2.tex,21,paper/sec_informacion2.tex,27,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_NOT_DETECTED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; no lexical condition marker in statement span,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0084,PAPER-FR-0084-co:medir,af782b5c1c487a852facddb385a14aa9534c24c8c89131df330f666610242749,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_informacion2.tex,39,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_NOT_DETECTED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; no lexical condition marker in statement span,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0085,PAPER-FR-0085-pr:euler-diverge,af782b5c1c487a852facddb385a14aa9534c24c8c89131df330f666610242749,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_informacion2.tex,120,paper/sec_informacion2.tex,129,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0086,PAPER-FR-0086-pr:anidados,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-MEDIUM,paper/sec_mision.tex,30,paper/sec_mision.tex,38,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_NOT_DETECTED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; no lexical condition marker in statement span,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0087,PAPER-FR-0087-pr:rigidez,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_mision.tex,59,paper/sec_mision.tex,72,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0088,PAPER-FR-0088-le:astop,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_mision.tex,124,paper/sec_mision.tex,136,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0089,PAPER-FR-0089-co:invariancia-incondicional,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_mision.tex,142,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0090,PAPER-FR-0090-th:astop-cuerpo,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_mision.tex,169,paper/sec_mision.tex,191,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0091,PAPER-FR-0091-pr:extincion,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_mision.tex,263,paper/sec_mision.tex,273,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0092,PAPER-FR-0092-th:testigo,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_mision.tex,309,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0093,PAPER-FR-0093-th:bellman-residual,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_mision.tex,363,paper/sec_mision.tex,383,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0094,PAPER-FR-0094-pr:presupuesto-error,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_mision.tex,406,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0095,PAPER-FR-0095-th:mision,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_mision.tex,447,paper/sec_mision.tex,467,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0096,PAPER-FR-0096-pr:disco-friccion,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_modelo_fisico.tex,81,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0097,PAPER-FR-0097-pr:propiedades-el,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_modelo_fisico.tex,124,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0098,PAPER-FR-0098-pr:balance-adaptativo,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_modelo_fisico.tex,172,paper/sec_modelo_fisico.tex,190,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0099,PAPER-FR-0099-pr:fuera-eje,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-MEDIUM,paper/sec_modelo_fisico.tex,266,paper/sec_modelo_fisico.tex,274,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_NOT_DETECTED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; no lexical condition marker in statement span,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0100,PAPER-FR-0100-pr:huella-transversal,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_modelo_fisico.tex,301,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0101,PAPER-FR-0101-pr:pad-energia,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-MEDIUM,paper/sec_modelo_fisico.tex,413,paper/sec_modelo_fisico.tex,424,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_NOT_DETECTED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; no lexical condition marker in statement span,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0102,PAPER-FR-0102-pr:ruta-ruedas,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_modelo_fisico.tex,442,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_NOT_DETECTED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; no lexical condition marker in statement span,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0103,PAPER-FR-0103-th:cerco,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_modelo_fisico.tex,496,paper/sec_modelo_fisico.tex,512,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0104,PAPER-FR-0104-co:cerco-movil,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_modelo_fisico.tex,522,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0105,PAPER-FR-0105-th:grado-relativo-rueda,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_modelo_fisico.tex,609,paper/sec_modelo_fisico.tex,623,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
